,ROC AUC,Average Precision,N features,CVS
STABL,"0.500 [0.500, 0.500]","0.500 [0.370, 0.630]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.405 [0.261, 0.560] (p=0.197)","0.474 [0.329, 0.656] (p=0.38)","10.000 [9.000, 12.000] (p=1.839e-19)","0.267 [0.211, 0.333] (p=0.000e+00)"
SS 05,"0.381 [0.232, 0.550] (p=0.136)","0.417 [0.299, 0.576] (p=0.054)","2.000 [1.000, 3.000] (p=5.917e-17)","0.167 [0.000, 0.333] (p=2.294e-173)"
SS 08,"0.500 [0.500, 0.500] (p=1.0)","0.500 [0.370, 0.630] (p=1.0)","0.000 [0.000, 0.000] (p=7.078e-01)","0.000 [0.000, 0.000] (p=9.979e-01)"
Lasso,"0.342 [0.199, 0.488] (p=0.039)","0.409 [0.286, 0.580] (p=0.029)","5.500 [0.000, 18.750] (p=5.266e-11)","0.000 [0.000, 0.125] (p=1.227e-167)"
Lasso 1SE,"0.340 [0.212, 0.488] (p=0.042)","0.407 [0.291, 0.580] (p=0.02)","4.500 [0.000, 18.000] (p=6.428e-11)","0.000 [0.000, 0.111] (p=1.121e-161)"
ElasticNet,"0.342 [0.198, 0.496] (p=0.057)","0.405 [0.292, 0.583] (p=0.03)","9.000 [0.000, 22.750] (p=4.758e-11)","0.011 [0.000, 0.140] (p=9.706e-174)"
