,ROC AUC,Average Precision,N features,CVS
STABL,"0.500 [0.350, 0.643]","0.526 [0.294, 0.765]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.540 [0.260, 0.808] (p=0.389)","0.639 [0.373, 0.889] (p=0.187)","15.000 [15.000, 16.000] (p=1.198e-08)","0.568 [0.500, 0.684] (p=1.212e-72)"
SS 05,"0.500 [0.232, 0.750] (p=0.504)","0.615 [0.335, 0.870] (p=0.248)","12.000 [11.750, 13.000] (p=1.303e-08)","0.529 [0.438, 0.600] (p=1.191e-72)"
SS 08,"0.385 [0.135, 0.646] (p=0.3)","0.489 [0.286, 0.809] (p=0.369)","7.000 [6.750, 8.000] (p=1.247e-08)","0.500 [0.424, 0.656] (p=1.110e-72)"
Lasso,"0.400 [0.121, 0.693] (p=0.276)","0.587 [0.300, 0.845] (p=0.292)","10.000 [1.000, 12.000] (p=5.297e-06)","0.114 [0.000, 0.333] (p=9.626e-36)"
Lasso 1SE,"0.420 [0.148, 0.687] (p=0.312)","0.587 [0.302, 0.831] (p=0.305)","10.000 [0.000, 12.000] (p=5.050e-05)","0.000 [0.000, 0.333] (p=8.715e-27)"
ElasticNet,"0.140 [0.000, 0.345] (p=0.008)","0.362 [0.209, 0.636] (p=0.012)","2.500 [0.000, 13.250] (p=5.020e-04)","0.000 [0.000, 0.113] (p=1.229e-17)"
