,ROC AUC,Average Precision,N features,CVS
STABL,"0.550 [0.500, 0.667]","0.550 [0.300, 0.743]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.410 [0.143, 0.690] (p=0.186)","0.458 [0.273, 0.768] (p=0.189)","17.000 [15.750, 18.000] (p=1.055e-08)","0.500 [0.435, 0.577] (p=1.247e-72)"
SS 05,"0.380 [0.143, 0.643] (p=0.172)","0.514 [0.258, 0.788] (p=0.31)","11.000 [10.000, 11.250] (p=9.378e-09)","0.533 [0.438, 0.615] (p=1.176e-72)"
SS 08,"0.410 [0.154, 0.703] (p=0.197)","0.587 [0.346, 0.821] (p=0.345)","4.000 [3.000, 5.000] (p=5.406e-08)","0.400 [0.250, 0.600] (p=6.170e-71)"
Lasso,"0.175 [0.062, 0.318] (p=0.0)","0.387 [0.219, 0.624] (p=0.012)","0.000 [0.000, 5.750] (p=8.165e-03)","0.000 [0.000, 0.000] (p=7.523e-08)"
Lasso 1SE,"0.240 [0.109, 0.401] (p=0.006)","0.408 [0.207, 0.633] (p=0.023)","0.000 [0.000, 4.500] (p=3.363e-02)","0.000 [0.000, 0.000] (p=8.009e-05)"
ElasticNet,"0.160 [0.012, 0.381] (p=0.008)","0.367 [0.212, 0.632] (p=0.009)","0.000 [0.000, 2.000] (p=2.017e-02)","0.000 [0.000, 0.000] (p=4.535e-06)"
