,Spearman corr,pvalue
S6,0.5722925798859192,0.008367729672599723
STAT3,-0.4961389383568338,0.026086843287670143
STAT5,-0.41621278537157763,0.06794714904706994
CREB,-0.3295017884191656,0.1559933352870714
NFkB,-0.2774751902477184,0.2362383786543498
STAT6,0.2427907914667536,0.3023454554274212
MAPKAPK2,-0.22544859207627121,0.3392245168854384
Frequency,0.17342199390482396,0.4646587776970642
p38,-0.16737850579550123,0.4805974824416881
IkB,-0.1213953957333768,0.6101689948464966
ERK,0.0346843987809648,0.8845776882078991
STAT1,,
