,C'=' 0.052,C'=' 0.623,C'=' 1.195,C'=' 1.766,C'=' 2.337,C'=' 2.909,C'=' 3.480,C'=' 4.051,C'=' 4.623,C'=' 5.194
artificial.1,0.0,0.224,0.256,0.265,0.265,0.265,0.267,0.267,0.266,0.27
artificial.2,0.0,0.201,0.226,0.23,0.237,0.236,0.24,0.239,0.243,0.242
artificial.3,0.0,0.019,0.029,0.03,0.032,0.031,0.033,0.031,0.031,0.031
artificial.4,0.0,0.001,0.003,0.004,0.005,0.005,0.005,0.005,0.005,0.005
artificial.5,0.0,0.005,0.014,0.017,0.018,0.021,0.022,0.022,0.022,0.022
artificial.6,0.0,0.477,0.495,0.502,0.503,0.499,0.497,0.499,0.501,0.5
artificial.7,0.0,0.008,0.009,0.012,0.012,0.011,0.013,0.014,0.014,0.015
artificial.8,0.0,0.009,0.02,0.021,0.024,0.026,0.027,0.026,0.026,0.027
artificial.9,0.0,0.0,0.004,0.008,0.007,0.01,0.014,0.014,0.015,0.014
artificial.10,0.0,0.226,0.33,0.36,0.372,0.376,0.379,0.382,0.384,0.385
artificial.11,0.0,0.056,0.073,0.086,0.088,0.089,0.09,0.094,0.096,0.097
artificial.12,0.0,0.209,0.264,0.283,0.285,0.293,0.294,0.303,0.305,0.307
artificial.13,0.0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
artificial.14,0.0,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002
artificial.15,0.0,0.019,0.028,0.033,0.035,0.04,0.041,0.043,0.046,0.045
artificial.16,0.0,0.006,0.011,0.011,0.011,0.013,0.011,0.012,0.012,0.013
artificial.17,0.0,0.048,0.055,0.06,0.058,0.06,0.058,0.062,0.062,0.061
artificial.18,0.0,0.065,0.097,0.106,0.113,0.117,0.116,0.118,0.121,0.12
artificial.19,0.0,0.132,0.18,0.196,0.199,0.211,0.215,0.218,0.22,0.221
artificial.20,0.0,0.019,0.043,0.053,0.054,0.06,0.063,0.063,0.064,0.065
artificial.21,0.0,0.01,0.029,0.032,0.036,0.039,0.04,0.04,0.04,0.041
artificial.22,0.0,0.129,0.174,0.183,0.193,0.198,0.199,0.197,0.203,0.202
artificial.23,0.0,0.065,0.098,0.106,0.114,0.117,0.121,0.122,0.125,0.125
artificial.24,0.0,0.036,0.043,0.048,0.049,0.051,0.05,0.051,0.05,0.045
artificial.25,0.0,0.05,0.065,0.076,0.08,0.079,0.08,0.081,0.082,0.08
artificial.26,0.0,0.021,0.04,0.046,0.05,0.054,0.056,0.058,0.059,0.059
artificial.27,0.0,0.025,0.035,0.036,0.037,0.039,0.04,0.04,0.039,0.04
artificial.28,0.0,0.012,0.021,0.027,0.03,0.032,0.038,0.039,0.04,0.041
artificial.29,0.0,0.018,0.063,0.079,0.087,0.094,0.097,0.099,0.104,0.105
artificial.30,0.0,0.383,0.42,0.429,0.434,0.436,0.438,0.438,0.437,0.441
artificial.31,0.0,0.011,0.018,0.021,0.022,0.023,0.024,0.026,0.027,0.028
artificial.32,0.0,0.003,0.002,0.003,0.003,0.004,0.004,0.004,0.005,0.005
artificial.33,0.0,0.012,0.016,0.02,0.023,0.024,0.027,0.028,0.03,0.031
artificial.34,0.0,0.006,0.009,0.011,0.015,0.015,0.017,0.018,0.019,0.02
artificial.35,0.0,0.012,0.023,0.028,0.033,0.039,0.039,0.039,0.039,0.041
artificial.36,0.0,0.12,0.146,0.154,0.161,0.166,0.172,0.177,0.176,0.179
artificial.37,0.0,0.013,0.029,0.041,0.045,0.046,0.048,0.048,0.05,0.052
artificial.38,0.0,0.042,0.081,0.098,0.102,0.109,0.11,0.112,0.112,0.115
artificial.39,0.0,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.003
artificial.40,0.0,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003
artificial.41,0.0,0.126,0.15,0.156,0.164,0.167,0.168,0.172,0.173,0.174
artificial.42,0.0,0.014,0.027,0.032,0.035,0.038,0.042,0.044,0.043,0.044
artificial.43,0.0,0.114,0.147,0.155,0.16,0.164,0.164,0.168,0.172,0.173
artificial.44,0.0,0.01,0.034,0.042,0.047,0.047,0.049,0.051,0.052,0.053
artificial.45,0.0,0.09,0.116,0.13,0.134,0.134,0.132,0.138,0.14,0.139
artificial.46,0.0,0.012,0.017,0.016,0.016,0.017,0.018,0.017,0.018,0.017
