,Feature Name
Feature n°1,CCR2nncMC_Frequency
Feature n°2,CCR2pcMC_Frequency
Feature n°3,CD56dimCD16pNKcells_Frequency
Feature n°4,CD62LnAgedNeutrophils_S6
Feature n°5,CD62LpImmatureNeutrophils_S6
Feature n°6,CD62LpImmatureNeutrophils_Frequency
Feature n°7,mDC_Frequency
Feature n°8,MDSC_Frequency
Feature n°9,Th1naive_IkB
