,Max Proba
artificial.2,0.524
artificial.11,0.501
artificial.30,0.452
artificial.8,0.448
artificial.27,0.447
artificial.39,0.375
artificial.21,0.339
artificial.29,0.313
artificial.10,0.292
artificial.17,0.273
artificial.23,0.256
artificial.1,0.24
artificial.31,0.221
artificial.14,0.203
artificial.34,0.175
artificial.24,0.145
artificial.7,0.108
artificial.25,0.106
artificial.13,0.1
artificial.16,0.088
artificial.18,0.083
artificial.33,0.07
artificial.4,0.068
artificial.19,0.047
artificial.35,0.046
artificial.28,0.044
artificial.3,0.037
artificial.37,0.036
artificial.36,0.034
artificial.5,0.032
artificial.9,0.024
artificial.20,0.021
artificial.32,0.012
artificial.38,0.012
artificial.26,0.012
artificial.12,0.01
artificial.22,0.005
artificial.6,0.003
artificial.15,0.001
