,ROC AUC,Average Precision,N features,CVS
STABL,"0.700 [0.410, 0.940]","0.821 [0.571, 0.980]","1.000 [1.000, 1.250]","0.400 [0.000, 1.000]"
SS 03,"0.500 [0.222, 0.778] (p=0.0)","0.563 [0.326, 0.888] (p=0.0)","5.000 [5.000, 5.000] (p=1.693e-64)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.500 [0.234, 0.771] (p=0.002)","0.563 [0.313, 0.872] (p=0.002)","5.000 [5.000, 5.000] (p=1.693e-64)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 08,"0.490 [0.230, 0.758] (p=0.026)","0.582 [0.301, 0.832] (p=0.03)","1.000 [0.000, 1.000] (p=1.106e-07)","0.000 [0.000, 0.500] (p=0.000e+00)"
Lasso,"0.790 [0.542, 0.967] (p=0.225)","0.838 [0.589, 0.972] (p=0.491)","2.000 [1.000, 2.000] (p=1.961e-14)","1.000 [0.500, 1.000] (p=0.000e+00)"
Lasso 1SE,"0.840 [0.626, 0.978] (p=0.094)","0.860 [0.650, 0.985] (p=0.424)","1.000 [1.000, 2.000] (p=1.061e-03)","1.000 [0.500, 1.000] (p=0.000e+00)"
ElasticNet,"0.780 [0.535, 0.969] (p=0.213)","0.839 [0.634, 0.975] (p=0.473)","2.000 [2.000, 2.000] (p=1.950e-25)","1.000 [1.000, 1.000] (p=0.000e+00)"
