,ROC AUC,Average Precision,N features,CVS
STABL,"0.500 [0.500, 0.500]","0.500 [0.300, 0.700]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.460 [0.182, 0.736] (p=0.399)","0.478 [0.297, 0.788] (p=0.419)","4.000 [3.000, 4.000] (p=1.648e-80)","1.000 [0.750, 1.000] (p=0.000e+00)"
SS 05,"0.510 [0.230, 0.780] (p=0.472)","0.557 [0.312, 0.831] (p=0.31)","2.000 [2.000, 2.000] (p=2.562e-74)","0.500 [0.333, 0.667] (p=0.000e+00)"
SS 08,"0.500 [0.500, 0.500] (p=1.0)","0.500 [0.300, 0.700] (p=1.0)","0.000 [0.000, 0.000] (p=1.000e+00)","0.000 [0.000, 0.000] (p=1.000e+00)"
Lasso,"0.610 [0.323, 0.859] (p=0.312)","0.651 [0.397, 0.883] (p=0.148)","1.000 [1.000, 1.000] (p=5.050e-85)","1.000 [1.000, 1.000] (p=0.000e+00)"
Lasso 1SE,"0.610 [0.305, 0.868] (p=0.293)","0.651 [0.381, 0.885] (p=0.148)","1.000 [1.000, 1.000] (p=5.050e-85)","1.000 [1.000, 1.000] (p=0.000e+00)"
ElasticNet,"0.580 [0.283, 0.833] (p=0.359)","0.648 [0.390, 0.878] (p=0.147)","3.000 [2.000, 3.000] (p=4.443e-78)","0.667 [0.667, 1.000] (p=0.000e+00)"
