,Fold selected features,Fold nb of features
Fold 0,"['S6', 'IkB', 'Frequency']",3
Fold 1,"['STAT3', 'S6', 'IkB', 'Frequency']",4
Fold 2,"['S6', 'IkB', 'Frequency']",3
Fold 3,"['S6', 'IkB', 'Frequency']",3
Fold 4,"['S6', 'IkB', 'Frequency']",3
Fold 5,"['CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",5
Fold 6,"['S6', 'IkB']",2
Fold 7,"['S6', 'IkB', 'Frequency']",3
Fold 8,"['STAT3', 'S6', 'IkB', 'Frequency']",4
Fold 9,"['STAT3', 'S6', 'IkB', 'Frequency']",4
Fold 10,"['S6', 'IkB', 'Frequency']",3
Fold 11,"['S6', 'IkB', 'Frequency']",3
Fold 12,"['S6', 'IkB', 'Frequency']",3
Fold 13,"['CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",5
Fold 14,"['S6', 'IkB', 'Frequency']",3
Fold 15,"['STAT3', 'S6', 'IkB', 'Frequency']",4
Fold 16,"['S6', 'IkB', 'Frequency']",3
Fold 17,"['S6', 'IkB', 'Frequency']",3
Fold 18,"['CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",5
Fold 19,"['S6', 'IkB']",2
Fold 20,"['CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",5
Fold 21,"['STAT3', 'S6', 'IkB', 'Frequency']",4
Fold 22,"['S6', 'IkB', 'Frequency']",3
Fold 23,"['CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",5
Fold 24,"['S6', 'IkB', 'Frequency']",3
Fold 25,"['STAT3', 'S6', 'IkB', 'Frequency']",4
Fold 26,"['CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",5
Fold 27,"['S6', 'IkB', 'Frequency']",3
Fold 28,"['S6', 'IkB', 'Frequency']",3
Fold 29,"['S6', 'IkB']",2
Fold 30,"['S6', 'IkB', 'Frequency']",3
Fold 31,"['S6', 'IkB', 'Frequency']",3
Fold 32,"['S6', 'IkB', 'Frequency']",3
Fold 33,"['S6', 'IkB', 'Frequency']",3
Fold 34,"['STAT3', 'S6', 'IkB', 'Frequency']",4
Fold 35,"['S6', 'IkB', 'Frequency']",3
Fold 36,"['STAT3', 'S6', 'IkB', 'Frequency']",4
Fold 37,"['S6', 'IkB']",2
Fold 38,"['S6', 'IkB', 'Frequency']",3
Fold 39,"['S6', 'IkB', 'Frequency']",3
Fold 40,"['S6', 'IkB', 'Frequency']",3
Fold 41,"['S6', 'IkB', 'Frequency']",3
Fold 42,"['S6', 'IkB', 'Frequency']",3
Fold 43,"['S6', 'IkB', 'Frequency']",3
Fold 44,"['CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",5
Fold 45,"['STAT3', 'S6', 'IkB', 'Frequency']",4
Fold 46,"['STAT3', 'S6', 'IkB', 'Frequency']",4
Fold 47,"['STAT3', 'S6', 'IkB', 'Frequency']",4
Fold 48,"['S6', 'IkB', 'Frequency']",3
Fold 49,"['CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",5
Fold 50,"['S6', 'IkB', 'Frequency']",3
Fold 51,"['S6', 'IkB', 'Frequency']",3
Fold 52,"['S6', 'IkB', 'Frequency']",3
Fold 53,"['S6', 'IkB', 'Frequency']",3
Fold 54,"['S6', 'IkB']",2
Fold 55,"['CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",5
Fold 56,"['S6', 'IkB', 'Frequency']",3
Fold 57,"['STAT3', 'S6', 'IkB', 'Frequency']",4
Fold 58,"['S6', 'IkB']",2
Fold 59,"['S6', 'IkB', 'Frequency']",3
Fold 60,"['S6', 'IkB', 'Frequency']",3
Fold 61,"['STAT3', 'S6', 'IkB', 'Frequency']",4
Fold 62,"['S6', 'IkB']",2
Fold 63,"['S6', 'IkB', 'Frequency']",3
Fold 64,"['STAT3', 'S6', 'IkB', 'Frequency']",4
Fold 65,"['S6', 'IkB']",2
Fold 66,"['S6', 'IkB', 'Frequency']",3
Fold 67,"['S6', 'IkB', 'Frequency']",3
Fold 68,"['STAT3', 'S6', 'IkB', 'Frequency']",4
Fold 69,"['S6', 'IkB', 'Frequency']",3
