,ROC AUC,Average Precision,N features,CVS
STABL,"0.400 [0.250, 0.500]","0.500 [0.300, 0.700]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.445 [0.177, 0.747] (p=0.386)","0.505 [0.287, 0.814] (p=0.483)","10.000 [9.750, 11.250] (p=1.321e-08)","0.467 [0.357, 0.571] (p=1.125e-71)"
SS 05,"0.320 [0.083, 0.616] (p=0.302)","0.414 [0.258, 0.694] (p=0.103)","3.000 [2.000, 3.250] (p=2.991e-08)","0.333 [0.250, 0.500] (p=1.556e-71)"
SS 08,"0.585 [0.319, 0.823] (p=0.033)","0.521 [0.338, 0.818] (p=0.322)","0.500 [0.000, 1.000] (p=1.079e-02)","0.000 [0.000, 0.000] (p=4.215e-12)"
Lasso,"0.190 [0.050, 0.385] (p=0.026)","0.379 [0.238, 0.620] (p=0.009)","1.000 [0.000, 16.000] (p=3.295e-03)","0.000 [0.000, 0.000] (p=6.829e-12)"
Lasso 1SE,"0.180 [0.047, 0.357] (p=0.023)","0.374 [0.217, 0.634] (p=0.004)","0.500 [0.000, 17.000] (p=3.661e-03)","0.000 [0.000, 0.000] (p=6.868e-12)"
ElasticNet,"0.350 [0.091, 0.616] (p=0.38)","0.515 [0.281, 0.785] (p=0.415)","8.500 [2.250, 81.500] (p=1.404e-05)","0.067 [0.000, 0.293] (p=2.571e-31)"
