,ROC AUC,Average Precision,N features,CVS
STABL,"0.450 [0.333, 0.500]","0.500 [0.300, 0.700]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.460 [0.198, 0.736] (p=0.494)","0.486 [0.298, 0.823] (p=0.416)","5.000 [5.000, 5.000] (p=9.505e-87)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.460 [0.212, 0.747] (p=0.495)","0.486 [0.285, 0.802] (p=0.436)","5.000 [5.000, 5.000] (p=3.552e-83)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 08,"0.485 [0.271, 0.682] (p=0.531)","0.507 [0.300, 0.739] (p=0.483)","0.000 [0.000, 0.000] (p=4.264e-06)","0.000 [0.000, 0.000] (p=3.746e-147)"
Lasso,"0.490 [0.208, 0.833] (p=0.436)","0.478 [0.303, 0.765] (p=0.408)","1.000 [1.000, 2.000] (p=9.507e-74)","0.500 [0.500, 1.000] (p=0.000e+00)"
Lasso 1SE,"0.530 [0.200, 0.813] (p=0.307)","0.512 [0.301, 0.836] (p=0.466)","1.000 [1.000, 2.000] (p=6.220e-74)","1.000 [0.500, 1.000] (p=0.000e+00)"
ElasticNet,"0.480 [0.212, 0.750] (p=0.443)","0.545 [0.309, 0.825] (p=0.373)","2.000 [2.000, 2.000] (p=4.281e-79)","1.000 [0.500, 1.000] (p=0.000e+00)"
