,Max Proba
artificial.516,0.968
artificial.202,0.934
artificial.728,0.928
artificial.225,0.905
artificial.300,0.899
artificial.1062,0.892
artificial.142,0.891
artificial.111,0.89
artificial.381,0.874
artificial.591,0.862
artificial.324,0.861
artificial.84,0.847
artificial.877,0.845
artificial.446,0.834
artificial.931,0.834
artificial.384,0.833
artificial.1101,0.83
artificial.1104,0.83
artificial.1110,0.828
artificial.220,0.819
artificial.776,0.819
artificial.820,0.816
artificial.934,0.814
artificial.106,0.813
artificial.98,0.809
artificial.941,0.809
artificial.685,0.803
artificial.43,0.798
artificial.255,0.797
artificial.1035,0.797
artificial.822,0.794
artificial.231,0.793
artificial.684,0.791
artificial.744,0.79
artificial.631,0.786
artificial.211,0.786
artificial.40,0.785
artificial.600,0.782
artificial.894,0.782
artificial.461,0.781
artificial.240,0.78
artificial.187,0.775
artificial.506,0.772
artificial.23,0.772
artificial.811,0.769
artificial.112,0.764
artificial.89,0.762
artificial.988,0.761
artificial.147,0.76
artificial.382,0.758
artificial.543,0.757
artificial.63,0.756
artificial.781,0.756
artificial.839,0.756
artificial.713,0.754
artificial.609,0.754
artificial.311,0.753
artificial.149,0.753
artificial.126,0.752
artificial.79,0.751
artificial.417,0.749
artificial.230,0.748
artificial.961,0.745
artificial.102,0.743
artificial.68,0.742
artificial.743,0.741
artificial.274,0.739
artificial.495,0.739
artificial.137,0.737
artificial.793,0.736
artificial.701,0.736
artificial.891,0.736
artificial.113,0.735
artificial.622,0.734
artificial.455,0.733
artificial.249,0.733
artificial.247,0.732
artificial.615,0.731
artificial.36,0.725
artificial.1032,0.724
artificial.176,0.724
artificial.854,0.721
artificial.498,0.72
artificial.679,0.714
artificial.1005,0.71
artificial.865,0.709
artificial.642,0.709
artificial.257,0.707
artificial.1018,0.707
artificial.1102,0.706
artificial.637,0.706
artificial.588,0.705
artificial.477,0.703
artificial.691,0.702
artificial.25,0.702
artificial.1045,0.701
artificial.752,0.698
artificial.649,0.698
artificial.864,0.695
artificial.732,0.692
artificial.641,0.692
artificial.61,0.691
artificial.425,0.691
artificial.602,0.689
artificial.937,0.689
artificial.368,0.688
artificial.132,0.688
