,Feature Name
Feature n°1,CCR2nncMC_S6
Feature n°2,CCR2pcMC_S6
Feature n°3,CD41hiCD61hiPLT_MAPKAPK2
Feature n°4,CD62LnAgedNeutrophils_S6
Feature n°5,intMC_S6
Feature n°6,mDC_S6
Feature n°7,MDSC_S6
Feature n°8,Th1mem_S6
