,Feature Name
Feature n°1,CD4negCD8negTcells_168Er_STAT6_unstim
Feature n°2,CD4Teff_151Eu_p38_IFNa
Feature n°3,CD4Teff_166Er_NFkB_IL246
Feature n°4,MDSCs_156Gd_IkB_IL246
Feature n°5,ncMCs_156Gd_IkB_GMCSF
Feature n°6,ncMCs_167Er_ERK_IL246
Feature n°7,NKT_167Er_ERK_IFNa
Feature n°8,pDCs_153Eu_STAT1_IL246
Feature n°9,pDCs_159Tb_MAPKAPK2_IFNa
