,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.450 [0.286, 0.611]","0.500 [0.263, 0.726]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]",5.842e-01
SS 03,"0.510 [0.250, 0.787] (p=0.348)","0.513 [0.290, 0.831] (p=0.462)","5.000 [5.000, 5.000] (p=6.481e-79)","1.000 [0.800, 1.000] (p=0.000e+00)",9.698e-01
SS 05,"0.510 [0.238, 0.810] (p=0.343)","0.513 [0.305, 0.831] (p=0.455)","5.000 [5.000, 5.000] (p=6.481e-79)","1.000 [0.800, 1.000] (p=0.000e+00)",9.698e-01
SS 08,"0.500 [0.250, 0.778] (p=0.387)","0.548 [0.323, 0.847] (p=0.261)","3.000 [3.000, 4.000] (p=1.841e-71)","0.600 [0.400, 0.750] (p=0.000e+00)",1.000e+00
Lasso,"0.390 [0.180, 0.659] (p=0.328)","0.480 [0.280, 0.780] (p=0.345)","0.000 [0.000, 4.000] (p=4.071e-15)","0.000 [0.000, 0.000] (p=0.000e+00)",3.849e-01
Lasso 1SE,"0.390 [0.167, 0.616] (p=0.354)","0.480 [0.261, 0.758] (p=0.338)","0.000 [0.000, 4.000] (p=4.126e-15)","0.000 [0.000, 0.000] (p=0.000e+00)",3.849e-01
ElasticNet,"0.260 [0.060, 0.515] (p=0.086)","0.403 [0.220, 0.699] (p=0.07)","0.000 [0.000, 4.000] (p=8.814e-12)","0.000 [0.000, 0.000] (p=0.000e+00)",7.566e-02
