,ROC AUC,Average Precision,N features,CVS
STABL,"0.405 [0.273, 0.500]","0.476 [0.269, 0.700]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.540 [0.262, 0.810] (p=0.219)","0.639 [0.354, 0.892] (p=0.115)","15.000 [15.000, 16.000] (p=1.200e-08)","0.568 [0.500, 0.684] (p=1.745e-72)"
SS 05,"0.480 [0.198, 0.761] (p=0.335)","0.607 [0.345, 0.860] (p=0.16)","12.000 [11.000, 13.000] (p=1.330e-08)","0.529 [0.439, 0.600] (p=1.733e-72)"
SS 08,"0.385 [0.157, 0.662] (p=0.478)","0.489 [0.280, 0.810] (p=0.444)","7.000 [6.750, 8.000] (p=5.037e-08)","0.500 [0.417, 0.625] (p=1.748e-72)"
Lasso,"0.400 [0.140, 0.679] (p=0.505)","0.587 [0.309, 0.820] (p=0.186)","10.000 [1.000, 12.250] (p=1.153e-05)","0.114 [0.000, 0.333] (p=4.893e-35)"
Lasso 1SE,"0.410 [0.162, 0.690] (p=0.474)","0.553 [0.278, 0.818] (p=0.264)","10.000 [0.000, 12.250] (p=7.082e-05)","0.000 [0.000, 0.333] (p=3.718e-26)"
ElasticNet,"0.150 [0.000, 0.354] (p=0.04)","0.364 [0.213, 0.634] (p=0.036)","2.500 [0.000, 13.250] (p=1.010e-03)","0.000 [0.000, 0.113] (p=6.363e-17)"
