,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.370 [0.177, 0.572]","0.489 [0.242, 0.711]","0.000 [0.000, 0.500]","0.000 [0.000, 0.000]",2.143e-01
SS 03,"0.350 [0.110, 0.616] (p=0.426)","0.450 [0.259, 0.755] (p=0.374)","6.000 [6.000, 6.000] (p=3.409e-76)","1.000 [1.000, 1.000] (p=0.000e+00)",2.730e-01
SS 05,"0.400 [0.151, 0.677] (p=0.393)","0.515 [0.259, 0.773] (p=0.36)","4.000 [3.000, 4.000] (p=7.991e-56)","0.750 [0.750, 1.000] (p=0.000e+00)",4.727e-01
SS 08,"0.270 [0.061, 0.524] (p=0.241)","0.419 [0.235, 0.718] (p=0.244)","1.000 [1.000, 2.000] (p=5.718e-22)","0.500 [0.500, 1.000] (p=0.000e+00)",8.897e-02
Lasso,"0.245 [0.059, 0.517] (p=0.158)","0.415 [0.235, 0.698] (p=0.179)","2.000 [2.000, 2.000] (p=2.718e-17)","0.429 [0.000, 1.000] (p=0.000e+00)",5.783e-02
Lasso 1SE,"0.215 [0.044, 0.450] (p=0.09)","0.404 [0.220, 0.676] (p=0.162)","2.000 [2.000, 2.000] (p=2.718e-17)","0.429 [0.000, 1.000] (p=0.000e+00)",3.362e-02
ElasticNet,"0.300 [0.101, 0.552] (p=0.33)","0.408 [0.249, 0.684] (p=0.288)","2.000 [0.000, 2.000] (p=1.059e-10)","0.000 [0.000, 0.667] (p=0.000e+00)",1.405e-01
