"","Tumor non-proliferating_intratumor_cellfrequency","Tumor non-proliferating_stromal_cellfrequency","Tumor non-proliferating_tumorfront_cellfrequency","Tumor proliferating_intratumor_cellfrequency","Tumor proliferating_stromal_cellfrequency","Tumor proliferating_tumorfront_cellfrequency","Vessel_intratumor_cellfrequency","Vessel_stromal_cellfrequency","Vessel_tumorfront_cellfrequency","Fibroblasts_intratumor_cellfrequency","Fibroblasts_stromal_cellfrequency","Fibroblasts_tumorfront_cellfrequency","CD4 T cells naive_intratumor_cellfrequency","CD4 T cells naive_stromal_cellfrequency","CD4 T cells naive_tumorfront_cellfrequency","CD4 T cells memory_intratumor_cellfrequency","CD4 T cells memory_stromal_cellfrequency","CD4 T cells memory_tumorfront_cellfrequency","CD4 T cells regulatory_intratumor_cellfrequency","CD4 T cells regulatory_stromal_cellfrequency","CD4 T cells regulatory_tumorfront_cellfrequency","B cells_intratumor_cellfrequency","B cells_stromal_cellfrequency","B cells_tumorfront_cellfrequency","CD8 T cells_intratumor_cellfrequency","CD8 T cells_stromal_cellfrequency","CD8 T cells_tumorfront_cellfrequency","Myeloid M1 macrophages_intratumor_cellfrequency","Myeloid M1 macrophages_stromal_cellfrequency","Myeloid M1 macrophages_tumorfront_cellfrequency","Myeloid M2 macrophages_intratumor_cellfrequency","Myeloid M2 macrophages_stromal_cellfrequency","Myeloid M2 macrophages_tumorfront_cellfrequency","Myeloid Granulocytes_intratumor_cellfrequency","Myeloid Granulocytes_stromal_cellfrequency","Myeloid Granulocytes_tumorfront_cellfrequency","Myeloid DCs_intratumor_cellfrequency","Myeloid DCs_stromal_cellfrequency","Myeloid DCs_tumorfront_cellfrequency","Myeloid Monocytes_intratumor_cellfrequency","Myeloid Monocytes_stromal_cellfrequency","Myeloid Monocytes_tumorfront_cellfrequency"
"OC20_002",8144.46511911662,15.7863164209263,3697.70778910188,106.762651374188,0,73.5862246587439,0,2007.49323819447,1030.20714522241,0,2041.69692377314,1876.44872879797,0,334.143697576274,202.362117811546,0,1349.7300539892,1011.81058905773,0,68.4073711573475,91.9827808234299,0,342.036855786737,110.379336988116,701.583137601806,1049.7900419916,1453.32793701019,0,94.717898525558,36.7931123293719,0,63.1452656837054,36.7931123293719,0,13.1552636841053,18.396556164686,0,18.4173691577474,0,0,118.397373156948,36.7931123293719
"OC20_003",3011.84881180909,0,2543.12152551599,115.840338915734,0,731.705140674775,0,837.168338583782,1026.17184362926,0,1016.21590232713,312.313169800209,0,662.959898184845,196.311135302988,22.0648264601399,1204.94171275932,1588.33554926963,0,48.3912334441493,80.309100805768,5.51620661503497,1311.40242633644,401.54550402884,1059.11167008671,2613.12660598406,3863.76007209973,5.51620661503497,154.851947021278,392.622270605977,0,91.9433435438836,89.2323342286311,0,14.5173700332448,44.6161671143155,0,0,80.309100805768,0,38.7129867553194,133.848501342947
"OC21_001",4150.19519464046,25.3034836571125,2387.05340179467,86.205834903511,0,87.6876759842942,0,816.037347941878,409.209154593373,0,616.772414142117,350.750703937177,0,1638.40056679803,711.244482983719,12.3151192719301,2166.61078814026,1373.77359042061,0,170.798514685509,87.6876759842942,0,673.70525237062,68.2015257655621,1588.65038607899,1268.33711831276,2503.97030310707,0,705.334606942011,389.723004374641,0,259.360707485403,185.118427077954,0,642.07589779923,136.403051531124,0,240.383094742569,185.118427077954,0,246.708965656847,165.632276859222
"OC21_002",3299.30664946727,0,1939.94973766589,223.26135221959,0,293.931778434225,0,303.16686468106,440.897667651338,0,909.500594043181,367.414723042782,0,565.36523413495,286.58348397337,0,131.099184726945,117.57271137369,0,16.3873980908681,14.6965889217113,0,16.3873980908681,0,955.062451161579,147.486582817813,580.515262407595,0,40.9684952271703,58.7863556868451,0,32.7747961817362,22.0448833825669,0,16.3873980908681,51.4380612259894,0,8.19369904543406,22.0448833825669,0,24.5810971363022,36.7414723042782
"OC21_003",3654.02937881501,485.604185594787,4604.72234660393,13.9599976268004,0,46.7823750743506,0,1033.86697578245,608.170875966557,0,2052.06930041668,835.399554899117,0,1127.85488267176,260.644661128525,3.4899994067001,438.61023215013,207.179089614981,0,31.3293022964379,20.0495893175788,0,46.9939534446568,0,649.139889646219,563.927441335881,795.300376263959,0,375.951627557254,80.1983572703152,0,109.652558037533,46.7823750743506,0,15.6646511482189,0,0,0,0,3.4899994067001,203.640464926846,100.247946587894
"OC22_001",11314.0134974196,8.8062277642749,5022.50342443415,0,0,0,66.1638216223369,3729.43745817042,1337.16000260909,0,1408.99644228398,2609.09268801774,0,669.273310084892,326.136586002218,0,2556.00760858079,228.295610201552,0,250.977491281835,0,0,1761.24555285498,0,132.327643244674,1952.78100672796,97.8409758006653,0,1259.29057029131,652.273172004436,0,140.899644228398,0,0,88.062277642749,97.8409758006653,0,92.4653915248864,0,0,149.705871992673,65.2273172004436
"OC22_002",8137.4679044045,6.78877408317606,6189.99243058046,125.090526038581,0,114.537269431497,19.7511356903022,2634.04434427231,846.57981753715,19.7511356903022,875.751856729712,717.102904266762,13.1674237935348,889.329404896064,174.29584478706,32.918559483837,2376.07092911162,502.96800924266,13.1674237935348,203.663222495282,44.8189315166726,6.5837118967674,3041.37078926287,79.6781004740847,131.674237935348,4134.36341665422,383.450858531533,85.5882546579762,2043.42099903599,956.137205689016,0,74.6765149149367,24.8994063981515,13.1674237935348,149.353029829873,39.8390502370424,32.918559483837,101.831611247641,104.577506872236,19.7511356903022,244.395866994338,199.195251185212
"OC22_003",6207.03032392939,35.6638468451761,5860.87735210039,64.6565658742645,0,74.6242953744418,16.1641414685661,5470.83410605002,1733.57978485242,16.1641414685661,2824.57667013795,1165.28707392397,0,271.045236023338,172.209912402558,0,863.065093653262,396.082798525883,0,85.5932324284227,57.403304134186,0,114.124309904564,34.4419824805116,296.342593590379,1069.91540535528,424.784450592976,5.38804715618871,912.994479236508,464.966763486906,0,156.920926118775,68.8839649610232,5.38804715618871,21.3983081071057,51.6629737207674,5.38804715618871,42.7966162142113,57.403304134186,16.1641414685661,235.381389178162,235.353546950162
"OC24_001",2811.0359187923,55.6518420759727,2429.6934110551,867.603678639597,0,1342.7253061094,0,4160.63771710844,2163.27965984292,0,193.456403406953,63.9393002909238,0,612.1702628357,191.817900872771,0,185.506140253242,42.6262001939492,0,10.6003508716139,10.6565500484873,0,135.154473613077,0,277.633177164671,659.871841757962,586.110252666802,0,893.079560933467,159.84825072731,0,360.411929634871,95.9089504363857,0,3450.41420871031,1609.13905732158,0,95.4031578445247,10.6565500484873,0,2260.52482337165,500.857852278903
"OC24_002",4140.6406229782,303.266357057484,3064.16955919187,235.263671760125,14.8659978949747,495.861463935614,0,2952.38718194197,2377.59214758871,0,960.343464015365,152.572758134035,0,1329.02021181074,635.71982555848,0,933.584667804411,356.003102312749,0,62.4371911588937,12.7143965111696,0,303.266357057484,216.144740689883,599.922362988319,912.772270751446,1551.15637436269,0,443.006737270246,241.573533712222,0,130.820781475777,50.8575860446784,0,2714.53121562238,1856.30189063076,0,83.2495882118583,0,0,642.211109062907,343.288705801579
"OC24_003",2479.74199842814,31.3849553078236,1161.94761010616,1463.45429415431,3.13849553078236,1124.76528658276,27.1010054473021,2256.57828663252,1273.49458067635,0,175.755749723812,27.8867426425477,13.550502723651,863.08627096515,520.552529327558,0,558.652204479261,390.414396995668,0,21.9694687154765,37.182323523397,0,1111.02741789696,92.9558088084924,677.525136182552,806.593351411067,948.149249846623,40.6515081709531,373.480968163101,464.779044042462,13.550502723651,100.431856985036,130.138132331889,27.1010054473021,5049.83930902882,1022.51389689342,0,37.6619463693884,37.182323523397,81.3030163419063,464.49733855579,604.212757255201
"OC25_001",4590.80074159089,5.46471976917024,2649.3475035577,29.4282098819929,0,60.556514367033,0,3418.18221561598,1362.52157325824,0,1073.81743464195,802.373815363188,0,1000.04371775815,151.391285917583,0,800.58144618344,105.973900142308,0,32.7883186150214,0,0,90.1678761913089,0,14.7141049409964,1470.00961790679,302.782571835165,0,188.532832036373,105.973900142308,0,251.377109381831,60.556514367033,0,65.5766372300428,90.8347715505495,0,46.450118037947,75.6956429587913,0,196.729911690129,15.1391285917583
"OC25_002",4702.65603575237,4.0952388752836,3140.70351758794,40.6276979330659,0,50.9303273122369,0,1834.66701612705,1646.74724976233,0,2145.9051706486,50.9303273122369,0,610.190592417256,50.9303273122369,5.07846224163323,118.761927383224,0,0,8.19047775056719,0,0,221.142899265314,84.8838788537281,15.2353867248997,913.238269188242,186.744533478202,0,159.71431613606,50.9303273122369,0,86.0000163809555,0,0,45.0476276281195,50.9303273122369,0,24.5714332517016,33.9535515414912,0,65.5238220045375,16.9767757707456
"OC25_003",6452.47836877054,3.20245948888747,2773.97411546446,93.9030116037293,0,61.8401872874244,0,2523.53807724332,892.265559432837,0,1825.40190866586,1457.66155748929,0,387.497598155383,123.680374574849,0,144.110676999936,44.1715623481603,0,12.8098379555499,0,0,12.8098379555499,0,0,217.767245244348,70.6744997570564,0,131.300839044386,79.5088122266884,0,163.325433933261,44.1715623481603,0,22.4172164222123,8.83431246963205,0,16.0122974444373,0,13.4147159433899,80.0614872221866,17.6686249392641
"OC26_001",4289.21568627451,122.295390404516,2699.60311324159,2670.3582667635,0,2132.62202979228,0,3071.49576669802,1385.23787433637,0,164.628410159925,19.3289005721355,0,1810.91251175917,734.498221741147,0,1401.69332079022,528.323282305036,0,14.1110065851364,0,0,301.034807149577,0,393.367223432583,1688.61712135466,953.559094892016,0,225.776105362182,251.275707437761,0,507.996237064911,412.349878872223,0,108.184383819379,38.6578011442709,0,14.1110065851364,6.44296685737848,0,268.109125117592,360.806144013195
"OC26_002",2508.05338242062,123.680346558674,1728.88256897628,667.280257708238,6.34258187480378,1176.45855285368,0,1978.88554493878,1166.22847848104,0,123.680346558674,0,0,2140.62138274627,1053.69766038199,0,1560.27514120173,1043.46758600935,0,6.34258187480378,10.2300743726407,0,1360.48381214541,572.884164867879,483.202945237,2197.70461961951,2629.12911376866,0,507.406549984302,378.512751787705,0,386.89749436303,163.681189962251,0,53.9119459358321,20.4601487452814,0,6.34258187480378,0,0,361.527166863815,562.654090495238
"OC26_003",2539.42132404577,15.0555549979424,1627.43097501893,5107.21607070657,5.01851833264747,2128.17896733245,7.09335565375912,1656.11104977366,1170.49843203285,0,160.592586644719,81.3715487509467,14.1867113075182,1610.94438477984,663.491089815412,14.1867113075182,1746.44437976132,970.199235107442,0,20.0740733305899,18.7780497117569,7.09335565375912,1169.31477150686,194.039847021488,858.296034104854,2198.11102969959,1470.94722742096,0,451.666649938272,388.079694042977,0,572.111089921812,93.8902485587847,0,75.277774989712,37.5560994235139,0,10.0370366652949,0,0,622.296273248286,813.715487509467
"OC27_001",2686.15405042412,0,2435.4006157428,362.579729239757,0,1435.96734418797,0,2997.69943996468,582.045430177524,5.10675674985573,743.615364952478,497.80201265183,0,1882.27639253596,796.483220242927,0,395.045662631004,210.608543814236,0,23.2379801547649,3.82924625116792,0,116.189900773825,0,5.10675674985573,69.7139404642948,45.950955014015,0,92.9519206190598,15.3169850046717,0,348.569702321474,57.4386937675188,0,23.2379801547649,0,0,0,0,0,348.569702321474,45.950955014015
"OC27_002",2955.37520893815,387.847446670976,3229.04428070121,247.426761678543,0,1136.00112043946,0,3361.34453781513,1003.72701737459,0,517.129928894635,225.644058169482,2.7491862408727,1809.95475113122,505.753923483322,2.7491862408727,1292.82482223659,272.329035721789,0,0,7.7808295920511,0,0,23.3424887761533,57.7329110583267,129.282482223659,101.150784696664,0,387.847446670976,23.3424887761533,2.7491862408727,517.129928894635,77.808295920511,0,0,46.6849775523066,0,0,15.5616591841022,0,517.129928894635,101.150784696664
"OC27_003",2985.42711894172,181.61180476731,2870.6060770189,254.33659025467,0,1117.09906299085,0,4631.1010215664,1401.45155175215,0,317.820658342792,115.095054974814,0,862.656072644722,331.744570221524,0,272.417707150965,135.405947029194,0,0,6.77029735145968,0,0,0,48.4450648104133,90.8059023836549,47.3920814602177,0,45.4029511918275,33.8514867572984,0,317.820658342792,182.798028489411,0,90.8059023836549,54.1623788116774,0,0,0,0,181.61180476731,176.027731137952
"OC28_001",3883.37153043035,31.0813995954238,2688.14467105866,127.323656735421,0,407.2946471301,0,852.148372241202,875.683491329715,0,1463.41589761787,896.04822368622,0,453.270410766597,274.923886812818,0,1429.74438138949,1170.97211049904,0,119.145365115791,112.006027960778,0,916.901288065001,610.94197069515,509.294626941686,1093.02921910574,1832.82591208545,0,217.569797167966,346.200450060585,0,41.4418661272317,40.72946471301,0,15.5406997977119,10.1823661782525,0,5.18023326590396,10.1823661782525,0,46.6220993931357,81.45892942602
"OC28_002",3659.80628266745,165.053872816395,3622.08432600144,21.0333694406175,11.5153864755624,387.833120948529,10.5166847203088,2364.49268964882,1115.02022272702,0,1109.31556381251,657.931187323397,0,433.746223912852,228.544517701812,0,1938.42339005301,685.633553105435,0,218.792343035686,186.990969028755,0,487.484694132143,6.92559144550945,178.783640245249,1113.15402597104,983.433985262341,0,610.315483204809,547.121724195246,0,168.892334974916,62.330323009585,0,19.1923107926041,13.8511828910189,0,30.7076972681665,20.7767743365283,10.5166847203088,115.153864755624,27.7023657820378
"OC28_003",5019.19102450546,235.302506328211,3606.47436253713,329.981416835999,7.13037897964277,247.018791954598,17.3674429913684,1126.59987878356,1222.74302017526,17.3674429913684,2114.15736746408,1352.42788595142,0,752.254982352312,284.071610747788,17.3674429913684,1401.1194694998,629.897919484225,0,110.520874184463,67.9301677875144,0,110.520874184463,0,156.306986922315,424.257549288745,240.843322155733,0,260.258832756961,222.316912759138,0,60.6082213269635,37.0528187931897,0,10.6955684694642,0,0,7.13037897964277,24.7018791954598,0,21.3911369389283,24.7018791954598
