,ROC AUC,Average Precision,N features,CVS
STABL,"0.730 [0.472, 0.945]","0.815 [0.569, 0.952]","5.000 [2.750, 8.000]","0.286 [0.191, 0.400]"
SS 03,"0.860 [0.626, 1.000] (p=0.054)","0.917 [0.761, 1.000] (p=0.088)","15.000 [14.000, 16.000] (p=1.111e-06)","0.722 [0.591, 0.800] (p=2.268e-52)"
SS 05,"0.840 [0.607, 1.000] (p=0.073)","0.902 [0.750, 1.000] (p=0.122)","12.000 [11.000, 13.000] (p=2.993e-05)","0.690 [0.533, 0.800] (p=3.232e-50)"
SS 08,"0.510 [0.231, 0.798] (p=0.065)","0.672 [0.388, 0.889] (p=0.098)","5.000 [5.000, 5.000] (p=1.000e+00)","0.571 [0.429, 0.667] (p=1.388e-37)"
Lasso,"0.780 [0.533, 0.990] (p=0.335)","0.856 [0.641, 0.986] (p=0.36)","17.000 [15.500, 18.250] (p=1.585e-06)","0.619 [0.500, 0.737] (p=8.750e-34)"
Lasso 1SE,"0.860 [0.656, 1.000] (p=0.146)","0.891 [0.717, 1.000] (p=0.254)","17.000 [15.000, 18.000] (p=2.363e-06)","0.667 [0.522, 0.750] (p=1.332e-34)"
ElasticNet,"0.910 [0.737, 1.000] (p=0.073)","0.937 [0.794, 1.000] (p=0.168)","72.000 [57.000, 105.750] (p=6.625e-08)","0.575 [0.464, 0.689] (p=6.630e-38)"
