,ROC AUC,Average Precision,N features,CVS
STABL,"0.470 [0.177, 0.750]","0.541 [0.313, 0.840]","38.000 [12.500, 54.500]","0.328 [0.095, 0.583]"
SS 03,"0.560 [0.292, 0.813] (p=0.298)","0.534 [0.318, 0.907] (p=0.484)","1.000 [1.000, 1.250] (p=1.382e-07)","0.500 [0.500, 1.000] (p=6.596e-17)"
SS 05,"0.350 [0.188, 0.500] (p=0.237)","0.500 [0.299, 0.750] (p=0.401)","0.000 [0.000, 0.000] (p=1.932e-08)","0.000 [0.000, 0.000] (p=8.548e-68)"
SS 08,"0.500 [0.500, 0.500] (p=0.438)","0.500 [0.300, 0.700] (p=0.398)","0.000 [0.000, 0.000] (p=7.948e-09)","0.000 [0.000, 0.000] (p=1.275e-72)"
Lasso,"0.220 [0.071, 0.409] (p=0.073)","0.387 [0.216, 0.634] (p=0.15)","0.000 [0.000, 6.000] (p=1.517e-05)","0.000 [0.000, 0.000] (p=1.637e-47)"
Lasso 1SE,"0.210 [0.061, 0.400] (p=0.049)","0.379 [0.214, 0.640] (p=0.141)","0.000 [0.000, 5.500] (p=1.057e-05)","0.000 [0.000, 0.000] (p=2.282e-48)"
ElasticNet,"0.360 [0.101, 0.626] (p=0.271)","0.521 [0.277, 0.792] (p=0.45)","8.500 [2.250, 85.000] (p=7.146e-01)","0.066 [0.000, 0.293] (p=5.503e-15)"
