,ROC AUC,Average Precision,N features,CVS
STABL,"0.590 [0.307, 0.850]","0.596 [0.335, 0.885]","5.500 [4.000, 9.000]","0.394 [0.222, 0.500]"
SS 03,"0.660 [0.393, 0.885] (p=0.214)","0.697 [0.421, 0.922] (p=0.216)","13.000 [11.750, 14.000] (p=2.727e-06)","0.706 [0.625, 0.786] (p=2.743e-48)"
SS 05,"0.760 [0.515, 0.940] (p=0.061)","0.793 [0.520, 0.957] (p=0.087)","11.000 [10.000, 11.000] (p=2.519e-04)","0.750 [0.649, 0.900] (p=2.143e-52)"
SS 08,"0.800 [0.573, 0.967] (p=0.021)","0.843 [0.617, 0.981] (p=0.009)","8.000 [7.000, 8.000] (p=2.563e-01)","0.764 [0.667, 0.875] (p=1.105e-52)"
Lasso,"0.550 [0.292, 0.808] (p=0.351)","0.608 [0.358, 0.893] (p=0.453)","9.500 [4.000, 11.000] (p=2.015e-01)","0.469 [0.273, 0.643] (p=3.742e-06)"
Lasso 1SE,"0.530 [0.263, 0.808] (p=0.313)","0.601 [0.352, 0.875] (p=0.483)","9.500 [3.750, 11.000] (p=2.374e-01)","0.462 [0.256, 0.643] (p=8.725e-05)"
ElasticNet,"0.640 [0.362, 0.886] (p=0.349)","0.682 [0.433, 0.922] (p=0.283)","11.000 [5.750, 15.000] (p=3.792e-03)","0.528 [0.364, 0.688] (p=2.072e-13)"
