,ROC AUC,Average Precision,N features,CVS
STABL,"0.375 [0.132, 0.633]","0.510 [0.293, 0.760]","3.000 [0.000, 4.000]","0.000 [0.000, 0.500]"
SS 03,"0.660 [0.370, 0.889] (p=0.018)","0.655 [0.387, 0.947] (p=0.192)","4.000 [4.000, 4.000] (p=4.358e-45)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.660 [0.396, 0.909] (p=0.017)","0.655 [0.403, 0.944] (p=0.161)","4.000 [4.000, 4.000] (p=4.358e-45)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 08,"0.800 [0.550, 0.973] (p=0.003)","0.712 [0.477, 0.968] (p=0.045)","1.000 [0.000, 1.000] (p=6.162e-04)","0.000 [0.000, 0.333] (p=1.835e-06)"
Lasso,"0.580 [0.293, 0.828] (p=0.095)","0.662 [0.380, 0.889] (p=0.063)","2.000 [2.000, 4.000] (p=2.084e-05)","0.500 [0.500, 1.000] (p=0.000e+00)"
Lasso 1SE,"0.590 [0.330, 0.848] (p=0.094)","0.671 [0.414, 0.904] (p=0.054)","2.000 [2.000, 4.000] (p=2.084e-05)","0.500 [0.500, 1.000] (p=0.000e+00)"
ElasticNet,"0.810 [0.583, 0.980] (p=0.006)","0.805 [0.546, 0.995] (p=0.059)","2.000 [2.000, 2.000] (p=5.474e-01)","1.000 [0.667, 1.000] (p=0.000e+00)"
