"","x"
"1",6.91723512540599
"2",14.284483131616
"3",2.8986726105358
"4",7.32023379571232
"5",14.1334008344416
"6",2.58322938220906
"7",6.89547217414996
"8",14.85780074364
"9",2.31235236493599
"10",7.61562799938305
"11",13.5793768225061
"12",2.80774934722551
"13",7.18239174288873
"14",14.1551478837338
"15",2.82603487598536
"16",7.94122896798252
"17",14.4833785904426
"18",2.33352734022272
"19",8.01959251686501
"20",13.6100675581901
"21",2.22062700820638
"22",7.64808659156353
"23",13.8910491068955
"24",2.47162038306756
"25",7.48780814171303
"26",14.0474369061775
"27",2.57124466349151
"28",7.23448281770528
"29",14.5441221649243
"30",2.24191062397121
"31",7.33013947154926
"32",13.9860572321366
"33",2.90152560533712
"34",7.45500191897355
"35",13.6125731476533
"36",3.24959123570075
"37",7.22430305004598
"38",14.5227217917385
"39",2.54321544754291
"40",7.46595139398343
"41",13.8886636759024
"42",2.5851160485196
"43",7.48427761461851
"44",13.9227232996212
"45",2.70687898838156
"46",7.65861213282104
"47",13.7672799258248
"48",2.64418907211106
"49",7.38556998049108
"50",14.0813283571515
"51",2.66245092825393
"52",7.14206572399814
"53",14.3685917869234
"54",2.62928714572611
"55",7.37388652370216
"56",14.0459328729724
"57",2.63790233485576
"58",7.91810102020655
"59",13.6353755485248
"60",2.19385771109137
"61",7.38053756376774
"62",14.0930182720186
"63",2.60322796187576
"64",7.73981225200392
"65",14.2405611128503
"66",2.8294132654534
"67",7.35685025943558
"68",13.9484894267442
"69",2.76107807070176
"70",7.57557129385673
"71",13.6674127226283
"72",2.84091193078819
"73",7.63929699108404
"74",13.9234563030165
"75",2.38010727520518
"76",7.40102184682568
"77",13.9753812209713
"78",2.65317919109691
"79",8.13849965786135
"80",13.1928236634515
"81",2.64059705748099
"82",7.48194991754011
"83",13.9853568247297
"84",2.60917538171928
"85",7.40154080727672
"86",14.2736166924439
"87",2.54447907772368
"88",7.4814255746549
"89",14.0922326555026
"90",2.55436162194836
"91",7.00190717690694
"92",16.2916354840649
"93",1.2449760341606
"94",7.62570172537403
"95",13.5601040550646
"96",2.91204865196498
"97",7.2441782918992
"98",14.0911228250335
"99",2.79884835391873
"100",8.79966375622743
"101",13.3516680663181
"102",2.22440779632934
"103",7.09309181760728
"104",14.3304436981161
"105",2.45831640570192
"106",7.22835488580862
"107",14.000179818602
"108",2.64202671243794
"109",7.47532799009576
"110",13.9078907002072
"111",2.55325988725662
"112",7.39824837632831
"113",14.1030268162371
"114",2.60605133766975
"115",7.11583671103532
"116",14.2692752792145
"117",2.64295672617297
"118",7.50622411116825
"119",13.9702980870575
"120",2.63183115993633
"121",7.18929767344553
"122",14.0437327633568
"123",2.65384035497491
"124",6.80731159193341
"125",14.7474145354296
"126",2.28623698493109
"127",8.08891940600541
"128",13.8815595287552
"129",2.41939888222733
"130",7.60154253610416
"131",13.9776629881391
"132",2.62282812656085
"133",7.40328547247633
"134",14.1252945718674
"135",2.5113962149956
"136",7.18473072055349
"137",14.2755898358831
"138",2.49090072312709
"139",7.43891741243416
"140",14.0299100072559
"141",2.59839330384544
"142",7.52770450018077
"143",13.9623852967024
"144",2.5072660557304
"145",7.49183202028264
"146",13.9730547728935
"147",2.56656748225764
"148",7.37652656039015
"149",13.9813110242184
"150",2.77307751920265
"151",7.28567759453747
"152",13.9112805363755
"153",2.98428748063622
"154",7.21959481322033
"155",13.9213480060189
"156",2.87432846518119
"157",7.13105502574128
"158",14.0450281940086
"159",2.78848282297382
