population;reagent;Annotation 1;plate;sampleID;stimulation;time;median
CD8Tem;154Sm_pSTAT3;Surge;4;Surge;Stim;IC;15,10032558
CD8Tem;155Gd_pS6;Surge;4;Surge;Stim;IC;3,82869339
CD8Tem;159Tb_pMAPKAPK2;Surge;4;Surge;Stim;IC;0,559682667
CD8Tem;164Dy_IkB;Surge;4;Surge;Stim;IC;3,629700303
CD8Tem;166Er_pNFkB;Surge;4;Surge;Stim;IC;32,84209633
CD8Tem;167Er_pERK12;Surge;4;Surge;Stim;IC;2,660324812
CD8Tem;168Yb_pSTAT6;Surge;4;Surge;Stim;IC;6,049011469
CD8Temra;149Sm_pCREB;Surge;4;Surge;Stim;IC;2,918821096
CD8Temra;150Nd_pSTAT5;Surge;4;Surge;Stim;IC;5,439843655
CD8Temra;151Eu_pp38;Surge;4;Surge;Stim;IC;1,526494145
CD8Temra;153Eu_pSTAT1;Surge;4;Surge;Stim;IC;2,440148354
CD8Temra;154Sm_pSTAT3;Surge;4;Surge;Stim;IC;12,51944447
CD8Temra;155Gd_pS6;Surge;4;Surge;Stim;IC;3,740379572
CD8Temra;159Tb_pMAPKAPK2;Surge;4;Surge;Stim;IC;0,799187124
CD8Temra;164Dy_IkB;Surge;4;Surge;Stim;IC;3,562355757
CD8Temra;166Er_pNFkB;Surge;4;Surge;Stim;IC;26,12453842
CD8Temra;167Er_pERK12;Surge;4;Surge;Stim;IC;2,478797913
CD8Temra;168Yb_pSTAT6;Surge;4;Surge;Stim;IC;5,159256935
CD8TmemCD45neg;149Sm_pCREB;Surge;4;Surge;Stim;IC;3,155508876
CD8TmemCD45neg;150Nd_pSTAT5;Surge;4;Surge;Stim;IC;8,219050407
CD8TmemCD45neg;151Eu_pp38;Surge;4;Surge;Stim;IC;1,775492966
CD8TmemCD45neg;153Eu_pSTAT1;Surge;4;Surge;Stim;IC;3,26627171
CD8TmemCD45neg;154Sm_pSTAT3;Surge;4;Surge;Stim;IC;15,34925556
CD8TmemCD45neg;155Gd_pS6;Surge;4;Surge;Stim;IC;3,857522249
CD8TmemCD45neg;159Tb_pMAPKAPK2;Surge;4;Surge;Stim;IC;0,56812492
CD8TmemCD45neg;164Dy_IkB;Surge;4;Surge;Stim;IC;3,781722665
CD8TmemCD45neg;166Er_pNFkB;Surge;4;Surge;Stim;IC;32,10167122
CD8TmemCD45neg;167Er_pERK12;Surge;4;Surge;Stim;IC;2,685957313
CD8TmemCD45neg;168Yb_pSTAT6;Surge;4;Surge;Stim;IC;6,345713854
CD8TnaiveCD45pos;149Sm_pCREB;Surge;4;Surge;Stim;IC;1,673769414
CD8TnaiveCD45pos;150Nd_pSTAT5;Surge;4;Surge;Stim;IC;13,80961466
CD8TnaiveCD45pos;151Eu_pp38;Surge;4;Surge;Stim;IC;1,282864213
CD8TnaiveCD45pos;153Eu_pSTAT1;Surge;4;Surge;Stim;IC;4,525801659
CD8TnaiveCD45pos;154Sm_pSTAT3;Surge;4;Surge;Stim;IC;20,69875717
CD8TnaiveCD45pos;155Gd_pS6;Surge;4;Surge;Stim;IC;3,318207145
CD8TnaiveCD45pos;159Tb_pMAPKAPK2;Surge;4;Surge;Stim;IC;1,174142361
CD8TnaiveCD45pos;164Dy_IkB;Surge;4;Surge;Stim;IC;5,630396128
CD8TnaiveCD45pos;166Er_pNFkB;Surge;4;Surge;Stim;IC;24,2401495
CD8TnaiveCD45pos;167Er_pERK12;Surge;4;Surge;Stim;IC;2,700472355
CD8TnaiveCD45pos;168Yb_pSTAT6;Surge;4;Surge;Stim;IC;9,55714941
CD8TnaiveCD45RAposCD62Lpos;149Sm_pCREB;Surge;4;Surge;Stim;IC;1,584893346
CD8TnaiveCD45RAposCD62Lpos;150Nd_pSTAT5;Surge;4;Surge;Stim;IC;14,60496902
CD8TnaiveCD45RAposCD62Lpos;151Eu_pp38;Surge;4;Surge;Stim;IC;1,263590813
CD8TnaiveCD45RAposCD62Lpos;153Eu_pSTAT1;Surge;4;Surge;Stim;IC;4,821256638
CD8TnaiveCD45RAposCD62Lpos;154Sm_pSTAT3;Surge;4;Surge;Stim;IC;21,52832985
CD8TnaiveCD45RAposCD62Lpos;155Gd_pS6;Surge;4;Surge;Stim;IC;3,299533844
CD8TnaiveCD45RAposCD62Lpos;159Tb_pMAPKAPK2;Surge;4;Surge;Stim;IC;1,172878265
CD8TnaiveCD45RAposCD62Lpos;164Dy_IkB;Surge;4;Surge;Stim;IC;5,905190468
CD8TnaiveCD45RAposCD62Lpos;166Er_pNFkB;Surge;4;Surge;Stim;IC;24,37731361
CD8TnaiveCD45RAposCD62Lpos;167Er_pERK12;Surge;4;Surge;Stim;IC;2,735379219
CD8TnaiveCD45RAposCD62Lpos;168Yb_pSTAT6;Surge;4;Surge;Stim;IC;10,09031391
MAITCD8pos;149Sm_pCREB;Surge;4;Surge;Stim;IC;4,297241688
MAITCD8pos;150Nd_pSTAT5;Surge;4;Surge;Stim;IC;8,770848274
MAITCD8pos;151Eu_pp38;Surge;4;Surge;Stim;IC;2,09933877
MAITCD8pos;153Eu_pSTAT1;Surge;4;Surge;Stim;IC;3,099146843
MAITCD8pos;154Sm_pSTAT3;Surge;4;Surge;Stim;IC;18,46363258
MAITCD8pos;155Gd_pS6;Surge;4;Surge;Stim;IC;3,879015923
MAITCD8pos;159Tb_pMAPKAPK2;Surge;4;Surge;Stim;IC;0,657752395
MAITCD8pos;164Dy_IkB;Surge;4;Surge;Stim;IC;4,197917461
MAITCD8pos;166Er_pNFkB;Surge;4;Surge;Stim;IC;35,50297165
MAITCD8pos;167Er_pERK12;Surge;4;Surge;Stim;IC;2,81394434
MAITCD8pos;168Yb_pSTAT6;Surge;4;Surge;Stim;IC;6,598216057
NKT;149Sm_pCREB;Surge;4;Surge;Stim;IC;4,504908085
NKT;150Nd_pSTAT5;Surge;4;Surge;Stim;IC;7,086858511
NKT;151Eu_pp38;Surge;4;Surge;Stim;IC;2,344951391
NKT;153Eu_pSTAT1;Surge;4;Surge;Stim;IC;3,077243209
NKT;154Sm_pSTAT3;Surge;4;Surge;Stim;IC;17,8203907
NKT;155Gd_pS6;Surge;4;Surge;Stim;IC;4,446369886
NKT;159Tb_pMAPKAPK2;Surge;4;Surge;Stim;IC;1,013672233
NKT;164Dy_IkB;Surge;4;Surge;Stim;IC;4,513629675
NKT;166Er_pNFkB;Surge;4;Surge;Stim;IC;35,61639786
NKT;167Er_pERK12;Surge;4;Surge;Stim;IC;3,087017775
NKT;168Yb_pSTAT6;Surge;4;Surge;Stim;IC;6,94535017
granulocytes;149Sm_pCREB;Surge;10;Surge;Unstim;IC;4,673785448
granulocytes;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;1,006546497
granulocytes;151Eu_pp38;Surge;10;Surge;Unstim;IC;0,456905708
granulocytes;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
granulocytes;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;3,376989722
granulocytes;155Gd_pS6;Surge;10;Surge;Unstim;IC;7,357143641
granulocytes;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;1,015835524
granulocytes;164Dy_IkB;Surge;10;Surge;Unstim;IC;8,043069839
granulocytes;166Er_pNFkB;Surge;10;Surge;Unstim;IC;10,93497133
granulocytes;167Er_pERK12;Surge;10;Surge;Unstim;IC;1,705166996
granulocytes;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;0,081070773
CXCR4pos_neutrophils;149Sm_pCREB;Surge;10;Surge;Unstim;IC;8,783938408
CXCR4pos_neutrophils;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;4,279057503
CXCR4pos_neutrophils;151Eu_pp38;Surge;10;Surge;Unstim;IC;1,341070235
CXCR4pos_neutrophils;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
CXCR4pos_neutrophils;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;4,670650005
CXCR4pos_neutrophils;155Gd_pS6;Surge;10;Surge;Unstim;IC;17,54244614
CXCR4pos_neutrophils;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;3,014215827
CXCR4pos_neutrophils;164Dy_IkB;Surge;10;Surge;Unstim;IC;8,04642725
CXCR4pos_neutrophils;166Er_pNFkB;Surge;10;Surge;Unstim;IC;16,05263042
CXCR4pos_neutrophils;167Er_pERK12;Surge;10;Surge;Unstim;IC;2,491138339
CXCR4pos_neutrophils;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;1,001687527
Bcells;149Sm_pCREB;Surge;10;Surge;Unstim;IC;1,530751944
Bcells;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;0
Bcells;151Eu_pp38;Surge;10;Surge;Unstim;IC;0,00217003
Bcells;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
Bcells;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;0
Bcells;155Gd_pS6;Surge;10;Surge;Unstim;IC;9,086444855
Bcells;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;1,60204798
Bcells;164Dy_IkB;Surge;10;Surge;Unstim;IC;3,638392448
Bcells;166Er_pNFkB;Surge;10;Surge;Unstim;IC;15,40946436
Bcells;167Er_pERK12;Surge;10;Surge;Unstim;IC;0,914311141
Bcells;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;0
cMC;149Sm_pCREB;Surge;10;Surge;Unstim;IC;7,601509571
cMC;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;1,130530953
cMC;151Eu_pp38;Surge;10;Surge;Unstim;IC;0,860434771
cMC;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
cMC;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;1,394283414
cMC;155Gd_pS6;Surge;10;Surge;Unstim;IC;7,148097038
cMC;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;2,092972994
cMC;164Dy_IkB;Surge;10;Surge;Unstim;IC;7,406838417
cMC;166Er_pNFkB;Surge;10;Surge;Unstim;IC;10,8523016
cMC;167Er_pERK12;Surge;10;Surge;Unstim;IC;1,846403241
cMC;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;0
cMC_CD14posCD16negCCR2pos;149Sm_pCREB;Surge;10;Surge;Unstim;IC;7,746822357
cMC_CD14posCD16negCCR2pos;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;1,163669467
cMC_CD14posCD16negCCR2pos;151Eu_pp38;Surge;10;Surge;Unstim;IC;0,871991515
cMC_CD14posCD16negCCR2pos;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
cMC_CD14posCD16negCCR2pos;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;1,413129568
cMC_CD14posCD16negCCR2pos;155Gd_pS6;Surge;10;Surge;Unstim;IC;7,209177494
cMC_CD14posCD16negCCR2pos;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;2,120270252
cMC_CD14posCD16negCCR2pos;164Dy_IkB;Surge;10;Surge;Unstim;IC;7,571382046
cMC_CD14posCD16negCCR2pos;166Er_pNFkB;Surge;10;Surge;Unstim;IC;10,92389965
cMC_CD14posCD16negCCR2pos;167Er_pERK12;Surge;10;Surge;Unstim;IC;1,875632048
cMC_CD14posCD16negCCR2pos;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;0
MDSC;149Sm_pCREB;Surge;10;Surge;Unstim;IC;7,571873188
MDSC;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;1,025937438
MDSC;151Eu_pp38;Surge;10;Surge;Unstim;IC;0,811453879
MDSC;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
MDSC;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;1,590265989
MDSC;155Gd_pS6;Surge;10;Surge;Unstim;IC;6,62249279
MDSC;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;1,825644493
MDSC;164Dy_IkB;Surge;10;Surge;Unstim;IC;6,90585947
MDSC;166Er_pNFkB;Surge;10;Surge;Unstim;IC;10,12194157
MDSC;167Er_pERK12;Surge;10;Surge;Unstim;IC;1,689279675
MDSC;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;0
DC;149Sm_pCREB;Surge;10;Surge;Unstim;IC;4,181260347
DC;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;2,446635962
DC;151Eu_pp38;Surge;10;Surge;Unstim;IC;0,149359368
DC;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
DC;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;0
DC;155Gd_pS6;Surge;10;Surge;Unstim;IC;9,68064642
DC;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;0,789176136
DC;164Dy_IkB;Surge;10;Surge;Unstim;IC;4,317254066
DC;166Er_pNFkB;Surge;10;Surge;Unstim;IC;10,38001442
DC;167Er_pERK12;Surge;10;Surge;Unstim;IC;0,78673476
DC;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;0
Baso;149Sm_pCREB;Surge;10;Surge;Unstim;IC;5,597513199
Baso;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;9,010803461
Baso;151Eu_pp38;Surge;10;Surge;Unstim;IC;0
Baso;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0,131489158
Baso;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;1,09569943
Baso;155Gd_pS6;Surge;10;Surge;Unstim;IC;16,33262825
Baso;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;1,86808908
Baso;164Dy_IkB;Surge;10;Surge;Unstim;IC;9,903936386
Baso;166Er_pNFkB;Surge;10;Surge;Unstim;IC;3,469946146
Baso;167Er_pERK12;Surge;10;Surge;Unstim;IC;0,957836047
Baso;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;0,621765316
mDC;149Sm_pCREB;Surge;10;Surge;Unstim;IC;3,783754468
mDC;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;0,894667178
mDC;151Eu_pp38;Surge;10;Surge;Unstim;IC;0,44466956
mDC;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
mDC;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;0
mDC;155Gd_pS6;Surge;10;Surge;Unstim;IC;6,035964727
mDC;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;0,620729297
mDC;164Dy_IkB;Surge;10;Surge;Unstim;IC;2,595929861
mDC;166Er_pNFkB;Surge;10;Surge;Unstim;IC;5,958673
mDC;167Er_pERK12;Surge;10;Surge;Unstim;IC;0,710837811
mDC;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;0
pDC;149Sm_pCREB;Surge;10;Surge;Unstim;IC;3,340779066
pDC;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;1,00160861
pDC;151Eu_pp38;Surge;10;Surge;Unstim;IC;0,56814602
pDC;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
pDC;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;0
pDC;155Gd_pS6;Surge;10;Surge;Unstim;IC;7,602150917
pDC;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;2,437088728
pDC;164Dy_IkB;Surge;10;Surge;Unstim;IC;7,509495497
pDC;166Er_pNFkB;Surge;10;Surge;Unstim;IC;9,878856659
pDC;167Er_pERK12;Surge;10;Surge;Unstim;IC;1,121900499
pDC;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;0
intMC;149Sm_pCREB;Surge;10;Surge;Unstim;IC;7,428266048
intMC;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;1,049346864
intMC;151Eu_pp38;Surge;10;Surge;Unstim;IC;1,368413985
intMC;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
intMC;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;0,674303174
intMC;155Gd_pS6;Surge;10;Surge;Unstim;IC;7,441420555
intMC;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;2,302015781
intMC;164Dy_IkB;Surge;10;Surge;Unstim;IC;4,525637627
intMC;166Er_pNFkB;Surge;10;Surge;Unstim;IC;13,92052794
intMC;167Er_pERK12;Surge;10;Surge;Unstim;IC;2,219040394
intMC;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;0,033283943
ncMc;149Sm_pCREB;Surge;10;Surge;Unstim;IC;4,91084981
ncMc;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;0,573074222
ncMc;151Eu_pp38;Surge;10;Surge;Unstim;IC;0,799091041
ncMc;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
ncMc;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;0,545793921
ncMc;155Gd_pS6;Surge;10;Surge;Unstim;IC;6,387819052
ncMc;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;2,198932767
ncMc;164Dy_IkB;Surge;10;Surge;Unstim;IC;2,948367834
ncMc;166Er_pNFkB;Surge;10;Surge;Unstim;IC;12,08986187
ncMc;167Er_pERK12;Surge;10;Surge;Unstim;IC;1,612621546
ncMc;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;0
NK;149Sm_pCREB;Surge;10;Surge;Unstim;IC;2,883747101
NK;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;0,358290225
NK;151Eu_pp38;Surge;10;Surge;Unstim;IC;0
NK;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
NK;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;0
NK;155Gd_pS6;Surge;10;Surge;Unstim;IC;4,125726223
NK;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;2,039539337
NK;164Dy_IkB;Surge;10;Surge;Unstim;IC;3,585000277
NK;166Er_pNFkB;Surge;10;Surge;Unstim;IC;19,51013565
NK;167Er_pERK12;Surge;10;Surge;Unstim;IC;0,868883848
NK;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;0
CD56brightCD16negNK;149Sm_pCREB;Surge;10;Surge;Unstim;IC;2,357507229
CD56brightCD16negNK;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;0,497557104
CD56brightCD16negNK;151Eu_pp38;Surge;10;Surge;Unstim;IC;0
CD56brightCD16negNK;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
CD56brightCD16negNK;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;0
CD56brightCD16negNK;155Gd_pS6;Surge;10;Surge;Unstim;IC;4,114338875
CD56brightCD16negNK;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;1,570832014
CD56brightCD16negNK;164Dy_IkB;Surge;10;Surge;Unstim;IC;4,438824177
CD56brightCD16negNK;166Er_pNFkB;Surge;10;Surge;Unstim;IC;20,99670792
CD56brightCD16negNK;167Er_pERK12;Surge;10;Surge;Unstim;IC;1,01705277
CD56brightCD16negNK;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;0
CD56dimCD16posNK;149Sm_pCREB;Surge;10;Surge;Unstim;IC;2,958209753
CD56dimCD16posNK;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;0,3496131
CD56dimCD16posNK;151Eu_pp38;Surge;10;Surge;Unstim;IC;0
CD56dimCD16posNK;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
CD56dimCD16posNK;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;0
CD56dimCD16posNK;155Gd_pS6;Surge;10;Surge;Unstim;IC;4,14531517
CD56dimCD16posNK;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;2,08310008
CD56dimCD16posNK;164Dy_IkB;Surge;10;Surge;Unstim;IC;3,513921499
CD56dimCD16posNK;166Er_pNFkB;Surge;10;Surge;Unstim;IC;19,43826294
CD56dimCD16posNK;167Er_pERK12;Surge;10;Surge;Unstim;IC;0,872324824
CD56dimCD16posNK;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;0
Tcells;149Sm_pCREB;Surge;10;Surge;Unstim;IC;1,999042213
Tcells;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;1,043144584
Tcells;151Eu_pp38;Surge;10;Surge;Unstim;IC;0
Tcells;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
Tcells;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;0
Tcells;155Gd_pS6;Surge;10;Surge;Unstim;IC;3,9879421
Tcells;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;1,024913013
Tcells;164Dy_IkB;Surge;10;Surge;Unstim;IC;5,695850849
Tcells;166Er_pNFkB;Surge;10;Surge;Unstim;IC;25,90678596
Tcells;167Er_pERK12;Surge;10;Surge;Unstim;IC;3,185083151
Tcells;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;4,02263546
CD4negCD8neg;149Sm_pCREB;Surge;10;Surge;Unstim;IC;3,493001223
CD4negCD8neg;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;0,260517016
CD4negCD8neg;151Eu_pp38;Surge;10;Surge;Unstim;IC;0
CD4negCD8neg;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
CD4negCD8neg;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;0
CD4negCD8neg;155Gd_pS6;Surge;10;Surge;Unstim;IC;4,895663738
CD4negCD8neg;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;0,847108781
CD4negCD8neg;164Dy_IkB;Surge;10;Surge;Unstim;IC;4,827194214
CD4negCD8neg;166Er_pNFkB;Surge;10;Surge;Unstim;IC;35,86189651
CD4negCD8neg;167Er_pERK12;Surge;10;Surge;Unstim;IC;3,977830648
CD4negCD8neg;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;5,194630384
CD4posCD8pos;149Sm_pCREB;Surge;10;Surge;Unstim;IC;3,697694063
CD4posCD8pos;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;2,02703917
CD4posCD8pos;151Eu_pp38;Surge;10;Surge;Unstim;IC;0,503715262
CD4posCD8pos;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
CD4posCD8pos;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;0,089721471
CD4posCD8pos;155Gd_pS6;Surge;10;Surge;Unstim;IC;5,617269039
CD4posCD8pos;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;1,564326942
CD4posCD8pos;164Dy_IkB;Surge;10;Surge;Unstim;IC;6,818039656
CD4posCD8pos;166Er_pNFkB;Surge;10;Surge;Unstim;IC;34,30028152
CD4posCD8pos;167Er_pERK12;Surge;10;Surge;Unstim;IC;4,086314201
CD4posCD8pos;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;4,441177845
CD4Tcells;149Sm_pCREB;Surge;10;Surge;Unstim;IC;1,734928906
CD4Tcells;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;1,315559804
CD4Tcells;151Eu_pp38;Surge;10;Surge;Unstim;IC;0
CD4Tcells;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
CD4Tcells;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;0
CD4Tcells;155Gd_pS6;Surge;10;Surge;Unstim;IC;3,734187365
CD4Tcells;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;0,98510471
CD4Tcells;164Dy_IkB;Surge;10;Surge;Unstim;IC;5,763725519
CD4Tcells;166Er_pNFkB;Surge;10;Surge;Unstim;IC;24,1862936
CD4Tcells;167Er_pERK12;Surge;10;Surge;Unstim;IC;3,270348668
CD4Tcells;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;4,29894495
CD4TCD45pos;149Sm_pCREB;Surge;10;Surge;Unstim;IC;1,39206481
CD4TCD45pos;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;1,139866948
CD4TCD45pos;151Eu_pp38;Surge;10;Surge;Unstim;IC;0
CD4TCD45pos;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
CD4TCD45pos;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;0,052464645
CD4TCD45pos;155Gd_pS6;Surge;10;Surge;Unstim;IC;3,357474566
CD4TCD45pos;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;1,313053727
CD4TCD45pos;164Dy_IkB;Surge;10;Surge;Unstim;IC;6,190555573
CD4TCD45pos;166Er_pNFkB;Surge;10;Surge;Unstim;IC;22,25161934
CD4TCD45pos;167Er_pERK12;Surge;10;Surge;Unstim;IC;3,275376081
CD4TCD45pos;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;4,425668716
CD4TCD45RAneg;149Sm_pCREB;Surge;10;Surge;Unstim;IC;2,007586479
CD4TCD45RAneg;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;1,454183459
CD4TCD45RAneg;151Eu_pp38;Surge;10;Surge;Unstim;IC;0,071106851
CD4TCD45RAneg;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
CD4TCD45RAneg;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;0
CD4TCD45RAneg;155Gd_pS6;Surge;10;Surge;Unstim;IC;4,068653107
CD4TCD45RAneg;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;0,780636668
CD4TCD45RAneg;164Dy_IkB;Surge;10;Surge;Unstim;IC;5,568295479
CD4TCD45RAneg;166Er_pNFkB;Surge;10;Surge;Unstim;IC;26,05654335
CD4TCD45RAneg;167Er_pERK12;Surge;10;Surge;Unstim;IC;3,260857582
CD4TCD45RAneg;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;4,296607494
CD4Tcm;149Sm_pCREB;Surge;10;Surge;Unstim;IC;1,917969346
CD4Tcm;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;1,341916502
CD4Tcm;151Eu_pp38;Surge;10;Surge;Unstim;IC;0,088780064
CD4Tcm;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
CD4Tcm;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;0
CD4Tcm;155Gd_pS6;Surge;10;Surge;Unstim;IC;3,987114787
CD4Tcm;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;0,762222171
CD4Tcm;164Dy_IkB;Surge;10;Surge;Unstim;IC;5,466814041
CD4Tcm;166Er_pNFkB;Surge;10;Surge;Unstim;IC;25,48491669
CD4Tcm;167Er_pERK12;Surge;10;Surge;Unstim;IC;3,30148387
CD4Tcm;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;4,289481401
CD4Tem;149Sm_pCREB;Surge;10;Surge;Unstim;IC;2,252225757
CD4Tem;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;1,769815385
CD4Tem;151Eu_pp38;Surge;10;Surge;Unstim;IC;0,037040509
CD4Tem;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
CD4Tem;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;0
CD4Tem;155Gd_pS6;Surge;10;Surge;Unstim;IC;4,285727024
CD4Tem;159Tb_pMAPKAPK2;Surge;10;Surge;Unstim;IC;0,769328445
CD4Tem;164Dy_IkB;Surge;10;Surge;Unstim;IC;5,511274099
CD4Tem;166Er_pNFkB;Surge;10;Surge;Unstim;IC;26,88763237
CD4Tem;167Er_pERK12;Surge;10;Surge;Unstim;IC;3,157373905
CD4Tem;168Yb_pSTAT6;Surge;10;Surge;Unstim;IC;4,020884752
CD4Temra;149Sm_pCREB;Surge;10;Surge;Unstim;IC;2,80929637
CD4Temra;150Nd_pSTAT5;Surge;10;Surge;Unstim;IC;1,411462784
CD4Temra;151Eu_pp38;Surge;10;Surge;Unstim;IC;0,243487716
CD4Temra;153Eu_pSTAT1;Surge;10;Surge;Unstim;IC;0
CD4Temra;154Sm_pSTAT3;Surge;10;Surge;Unstim;IC;0
