population;reagent;Annotation 1;plate;sampleID;stimulation;time;median
NKT;168Yb_pSTAT6;Surge;20;Surge;Unstim;IC;3,454615235
granulocytes;149Sm_pCREB;Surge;3;Surge;Unstim;IC;4,49847436
granulocytes;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;0,887769163
granulocytes;151Eu_pp38;Surge;3;Surge;Unstim;IC;0,089613691
granulocytes;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
granulocytes;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;3,329709053
granulocytes;155Gd_pS6;Surge;3;Surge;Unstim;IC;5,47564888
granulocytes;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;0,934529841
granulocytes;164Dy_IkB;Surge;3;Surge;Unstim;IC;7,526171446
granulocytes;166Er_pNFkB;Surge;3;Surge;Unstim;IC;11,36131334
granulocytes;167Er_pERK12;Surge;3;Surge;Unstim;IC;1,382345617
granulocytes;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;0,193891183
CXCR4pos_neutrophils;149Sm_pCREB;Surge;3;Surge;Unstim;IC;6,378210068
CXCR4pos_neutrophils;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;2,073028922
CXCR4pos_neutrophils;151Eu_pp38;Surge;3;Surge;Unstim;IC;0,112164006
CXCR4pos_neutrophils;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0,032115035
CXCR4pos_neutrophils;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;4,782217026
CXCR4pos_neutrophils;155Gd_pS6;Surge;3;Surge;Unstim;IC;9,68576622
CXCR4pos_neutrophils;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;1,837617457
CXCR4pos_neutrophils;164Dy_IkB;Surge;3;Surge;Unstim;IC;9,040846348
CXCR4pos_neutrophils;166Er_pNFkB;Surge;3;Surge;Unstim;IC;20,22278976
CXCR4pos_neutrophils;167Er_pERK12;Surge;3;Surge;Unstim;IC;2,700405359
CXCR4pos_neutrophils;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;0,789321125
Bcells;149Sm_pCREB;Surge;3;Surge;Unstim;IC;1,549387634
Bcells;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;0
Bcells;151Eu_pp38;Surge;3;Surge;Unstim;IC;0
Bcells;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
Bcells;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0
Bcells;155Gd_pS6;Surge;3;Surge;Unstim;IC;8,038179874
Bcells;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;1,398528159
Bcells;164Dy_IkB;Surge;3;Surge;Unstim;IC;3,111264348
Bcells;166Er_pNFkB;Surge;3;Surge;Unstim;IC;17,11916542
Bcells;167Er_pERK12;Surge;3;Surge;Unstim;IC;0,857625127
Bcells;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;0
cMC;149Sm_pCREB;Surge;3;Surge;Unstim;IC;7,849702835
cMC;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;0,957716525
cMC;151Eu_pp38;Surge;3;Surge;Unstim;IC;0,599958122
cMC;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
cMC;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;1,641252756
cMC;155Gd_pS6;Surge;3;Surge;Unstim;IC;5,498022556
cMC;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;1,896934271
cMC;164Dy_IkB;Surge;3;Surge;Unstim;IC;6,849096775
cMC;166Er_pNFkB;Surge;3;Surge;Unstim;IC;12,21178818
cMC;167Er_pERK12;Surge;3;Surge;Unstim;IC;1,513993979
cMC;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;0,083970755
cMC_CD14posCD16negCCR2pos;149Sm_pCREB;Surge;3;Surge;Unstim;IC;8,005841255
cMC_CD14posCD16negCCR2pos;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;0,984185278
cMC_CD14posCD16negCCR2pos;151Eu_pp38;Surge;3;Surge;Unstim;IC;0,610884279
cMC_CD14posCD16negCCR2pos;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
cMC_CD14posCD16negCCR2pos;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;1,661866844
cMC_CD14posCD16negCCR2pos;155Gd_pS6;Surge;3;Surge;Unstim;IC;5,554918289
cMC_CD14posCD16negCCR2pos;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;1,948127627
cMC_CD14posCD16negCCR2pos;164Dy_IkB;Surge;3;Surge;Unstim;IC;7,000894547
cMC_CD14posCD16negCCR2pos;166Er_pNFkB;Surge;3;Surge;Unstim;IC;12,32525587
cMC_CD14posCD16negCCR2pos;167Er_pERK12;Surge;3;Surge;Unstim;IC;1,520128787
cMC_CD14posCD16negCCR2pos;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;0,086282305
MDSC;149Sm_pCREB;Surge;3;Surge;Unstim;IC;7,708161354
MDSC;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;0,888253808
MDSC;151Eu_pp38;Surge;3;Surge;Unstim;IC;0,61171639
MDSC;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
MDSC;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;1,814314127
MDSC;155Gd_pS6;Surge;3;Surge;Unstim;IC;4,967928886
MDSC;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;1,707574606
MDSC;164Dy_IkB;Surge;3;Surge;Unstim;IC;6,14713192
MDSC;166Er_pNFkB;Surge;3;Surge;Unstim;IC;11,42215252
MDSC;167Er_pERK12;Surge;3;Surge;Unstim;IC;1,296581626
MDSC;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;0,033021532
DC;149Sm_pCREB;Surge;3;Surge;Unstim;IC;4,344601154
DC;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;2,051590443
DC;151Eu_pp38;Surge;3;Surge;Unstim;IC;0,106842645
DC;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
DC;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0,334212095
DC;155Gd_pS6;Surge;3;Surge;Unstim;IC;8,509476662
DC;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;0,675807059
DC;164Dy_IkB;Surge;3;Surge;Unstim;IC;3,719279528
DC;166Er_pNFkB;Surge;3;Surge;Unstim;IC;10,47307587
DC;167Er_pERK12;Surge;3;Surge;Unstim;IC;0,682381272
DC;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;0
Baso;149Sm_pCREB;Surge;3;Surge;Unstim;IC;NaN
Baso;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;NaN
Baso;151Eu_pp38;Surge;3;Surge;Unstim;IC;NaN
Baso;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;NaN
Baso;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;NaN
Baso;155Gd_pS6;Surge;3;Surge;Unstim;IC;NaN
Baso;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;NaN
Baso;164Dy_IkB;Surge;3;Surge;Unstim;IC;NaN
Baso;166Er_pNFkB;Surge;3;Surge;Unstim;IC;NaN
Baso;167Er_pERK12;Surge;3;Surge;Unstim;IC;NaN
Baso;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;NaN
mDC;149Sm_pCREB;Surge;3;Surge;Unstim;IC;5,969619751
mDC;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;0,767965496
mDC;151Eu_pp38;Surge;3;Surge;Unstim;IC;0,24017176
mDC;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
mDC;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;1,049220681
mDC;155Gd_pS6;Surge;3;Surge;Unstim;IC;5,600542545
mDC;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;1,564583063
mDC;164Dy_IkB;Surge;3;Surge;Unstim;IC;6,914259911
mDC;166Er_pNFkB;Surge;3;Surge;Unstim;IC;10,48289776
mDC;167Er_pERK12;Surge;3;Surge;Unstim;IC;1,004004955
mDC;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;0
pDC;149Sm_pCREB;Surge;3;Surge;Unstim;IC;3,442233682
pDC;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;0,925247282
pDC;151Eu_pp38;Surge;3;Surge;Unstim;IC;0,364625826
pDC;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
pDC;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0,317717314
pDC;155Gd_pS6;Surge;3;Surge;Unstim;IC;5,856624842
pDC;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;1,961649716
pDC;164Dy_IkB;Surge;3;Surge;Unstim;IC;6,373753786
pDC;166Er_pNFkB;Surge;3;Surge;Unstim;IC;10,79016495
pDC;167Er_pERK12;Surge;3;Surge;Unstim;IC;1,268263757
pDC;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;0
intMC;149Sm_pCREB;Surge;3;Surge;Unstim;IC;7,689569473
intMC;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;0,945279598
intMC;151Eu_pp38;Surge;3;Surge;Unstim;IC;0,848311305
intMC;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
intMC;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;1,029461503
intMC;155Gd_pS6;Surge;3;Surge;Unstim;IC;5,876266479
intMC;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;1,950794816
intMC;164Dy_IkB;Surge;3;Surge;Unstim;IC;3,785306692
intMC;166Er_pNFkB;Surge;3;Surge;Unstim;IC;15,13908005
intMC;167Er_pERK12;Surge;3;Surge;Unstim;IC;1,737622499
intMC;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;0,192567781
ncMc;149Sm_pCREB;Surge;3;Surge;Unstim;IC;5,290303946
ncMc;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;0,648670614
ncMc;151Eu_pp38;Surge;3;Surge;Unstim;IC;0,704154789
ncMc;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
ncMc;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0,763115495
ncMc;155Gd_pS6;Surge;3;Surge;Unstim;IC;4,560891628
ncMc;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;2,135687947
ncMc;164Dy_IkB;Surge;3;Surge;Unstim;IC;2,47659719
ncMc;166Er_pNFkB;Surge;3;Surge;Unstim;IC;13,71183634
ncMc;167Er_pERK12;Surge;3;Surge;Unstim;IC;1,389516771
ncMc;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;0
NK;149Sm_pCREB;Surge;3;Surge;Unstim;IC;2,791070104
NK;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;0,302022114
NK;151Eu_pp38;Surge;3;Surge;Unstim;IC;0
NK;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
NK;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0
NK;155Gd_pS6;Surge;3;Surge;Unstim;IC;3,071316004
NK;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;1,720344603
NK;164Dy_IkB;Surge;3;Surge;Unstim;IC;3,170831323
NK;166Er_pNFkB;Surge;3;Surge;Unstim;IC;21,42485714
NK;167Er_pERK12;Surge;3;Surge;Unstim;IC;0,704344481
NK;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;0
CD56brightCD16negNK;149Sm_pCREB;Surge;3;Surge;Unstim;IC;2,213822842
CD56brightCD16negNK;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;0,506324947
CD56brightCD16negNK;151Eu_pp38;Surge;3;Surge;Unstim;IC;0
CD56brightCD16negNK;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
CD56brightCD16negNK;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0
CD56brightCD16negNK;155Gd_pS6;Surge;3;Surge;Unstim;IC;3,442889452
CD56brightCD16negNK;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;1,468130648
CD56brightCD16negNK;164Dy_IkB;Surge;3;Surge;Unstim;IC;3,533519864
CD56brightCD16negNK;166Er_pNFkB;Surge;3;Surge;Unstim;IC;25,83677387
CD56brightCD16negNK;167Er_pERK12;Surge;3;Surge;Unstim;IC;0,584208995
CD56brightCD16negNK;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;0
CD56dimCD16posNK;149Sm_pCREB;Surge;3;Surge;Unstim;IC;2,867376566
CD56dimCD16posNK;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;0,297858745
CD56dimCD16posNK;151Eu_pp38;Surge;3;Surge;Unstim;IC;0
CD56dimCD16posNK;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
CD56dimCD16posNK;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0
CD56dimCD16posNK;155Gd_pS6;Surge;3;Surge;Unstim;IC;3,058917999
CD56dimCD16posNK;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;1,761967182
CD56dimCD16posNK;164Dy_IkB;Surge;3;Surge;Unstim;IC;3,113883138
CD56dimCD16posNK;166Er_pNFkB;Surge;3;Surge;Unstim;IC;21,36206436
CD56dimCD16posNK;167Er_pERK12;Surge;3;Surge;Unstim;IC;0,706562251
CD56dimCD16posNK;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;0
Tcells;149Sm_pCREB;Surge;3;Surge;Unstim;IC;2,002967596
Tcells;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;0,880693436
Tcells;151Eu_pp38;Surge;3;Surge;Unstim;IC;0
Tcells;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
Tcells;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0,173200436
Tcells;155Gd_pS6;Surge;3;Surge;Unstim;IC;3,08986032
Tcells;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;0,920628935
Tcells;164Dy_IkB;Surge;3;Surge;Unstim;IC;5,053877592
Tcells;166Er_pNFkB;Surge;3;Surge;Unstim;IC;28,94222355
Tcells;167Er_pERK12;Surge;3;Surge;Unstim;IC;2,591219306
Tcells;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;3,371296883
CD4negCD8neg;149Sm_pCREB;Surge;3;Surge;Unstim;IC;3,59277153
CD4negCD8neg;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;0,367147446
CD4negCD8neg;151Eu_pp38;Surge;3;Surge;Unstim;IC;0
CD4negCD8neg;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
CD4negCD8neg;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0,125316828
CD4negCD8neg;155Gd_pS6;Surge;3;Surge;Unstim;IC;3,836284161
CD4negCD8neg;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;0,766013443
CD4negCD8neg;164Dy_IkB;Surge;3;Surge;Unstim;IC;4,329734802
CD4negCD8neg;166Er_pNFkB;Surge;3;Surge;Unstim;IC;40,39484406
CD4negCD8neg;167Er_pERK12;Surge;3;Surge;Unstim;IC;3,217173815
CD4negCD8neg;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;4,458319664
CD4posCD8pos;149Sm_pCREB;Surge;3;Surge;Unstim;IC;3,025737762
CD4posCD8pos;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;1,684416115
CD4posCD8pos;151Eu_pp38;Surge;3;Surge;Unstim;IC;0,22463154
CD4posCD8pos;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
CD4posCD8pos;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0,626477689
CD4posCD8pos;155Gd_pS6;Surge;3;Surge;Unstim;IC;4,134351015
CD4posCD8pos;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;0,909398377
CD4posCD8pos;164Dy_IkB;Surge;3;Surge;Unstim;IC;5,90653944
CD4posCD8pos;166Er_pNFkB;Surge;3;Surge;Unstim;IC;41,95339203
CD4posCD8pos;167Er_pERK12;Surge;3;Surge;Unstim;IC;3,42634356
CD4posCD8pos;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;3,65075326
CD4Tcells;149Sm_pCREB;Surge;3;Surge;Unstim;IC;1,787622333
CD4Tcells;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;1,171604395
CD4Tcells;151Eu_pp38;Surge;3;Surge;Unstim;IC;0
CD4Tcells;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
CD4Tcells;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0,249525502
CD4Tcells;155Gd_pS6;Surge;3;Surge;Unstim;IC;2,945557833
CD4Tcells;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;0,880400121
CD4Tcells;164Dy_IkB;Surge;3;Surge;Unstim;IC;5,183368206
CD4Tcells;166Er_pNFkB;Surge;3;Surge;Unstim;IC;26,91519356
CD4Tcells;167Er_pERK12;Surge;3;Surge;Unstim;IC;2,690685987
CD4Tcells;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;3,603502035
CD4TCD45pos;149Sm_pCREB;Surge;3;Surge;Unstim;IC;1,456260204
CD4TCD45pos;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;1,016686857
CD4TCD45pos;151Eu_pp38;Surge;3;Surge;Unstim;IC;0
CD4TCD45pos;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
CD4TCD45pos;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0,335455254
CD4TCD45pos;155Gd_pS6;Surge;3;Surge;Unstim;IC;2,614517212
CD4TCD45pos;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;1,148001432
CD4TCD45pos;164Dy_IkB;Surge;3;Surge;Unstim;IC;5,317354202
CD4TCD45pos;166Er_pNFkB;Surge;3;Surge;Unstim;IC;24,28012848
CD4TCD45pos;167Er_pERK12;Surge;3;Surge;Unstim;IC;2,688830018
CD4TCD45pos;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;3,745290756
CD4TCD45RAneg;149Sm_pCREB;Surge;3;Surge;Unstim;IC;2,081777453
CD4TCD45RAneg;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;1,280053079
CD4TCD45RAneg;151Eu_pp38;Surge;3;Surge;Unstim;IC;0
CD4TCD45RAneg;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
CD4TCD45RAneg;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0,189488083
CD4TCD45RAneg;155Gd_pS6;Surge;3;Surge;Unstim;IC;3,183895946
CD4TCD45RAneg;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;0,721248537
CD4TCD45RAneg;164Dy_IkB;Surge;3;Surge;Unstim;IC;5,153861523
CD4TCD45RAneg;166Er_pNFkB;Surge;3;Surge;Unstim;IC;29,52951622
CD4TCD45RAneg;167Er_pERK12;Surge;3;Surge;Unstim;IC;2,743980646
CD4TCD45RAneg;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;3,539674997
CD4Tcm;149Sm_pCREB;Surge;3;Surge;Unstim;IC;1,957143426
CD4Tcm;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;1,23356998
CD4Tcm;151Eu_pp38;Surge;3;Surge;Unstim;IC;0
CD4Tcm;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
CD4Tcm;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0,21127528
CD4Tcm;155Gd_pS6;Surge;3;Surge;Unstim;IC;3,221533775
CD4Tcm;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;0,720936239
CD4Tcm;164Dy_IkB;Surge;3;Surge;Unstim;IC;4,964143276
CD4Tcm;166Er_pNFkB;Surge;3;Surge;Unstim;IC;28,8804512
CD4Tcm;167Er_pERK12;Surge;3;Surge;Unstim;IC;2,740199327
CD4Tcm;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;3,555310488
CD4Tem;149Sm_pCREB;Surge;3;Surge;Unstim;IC;2,464834213
CD4Tem;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;1,380564809
CD4Tem;151Eu_pp38;Surge;3;Surge;Unstim;IC;0,00097679
CD4Tem;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
CD4Tem;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0,063363642
CD4Tem;155Gd_pS6;Surge;3;Surge;Unstim;IC;3,207764149
CD4Tem;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;0,708700359
CD4Tem;164Dy_IkB;Surge;3;Surge;Unstim;IC;5,24728632
CD4Tem;166Er_pNFkB;Surge;3;Surge;Unstim;IC;30,48454857
CD4Tem;167Er_pERK12;Surge;3;Surge;Unstim;IC;2,603451014
CD4Tem;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;3,331664801
CD4Temra;149Sm_pCREB;Surge;3;Surge;Unstim;IC;2,912024736
CD4Temra;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;1,415663481
CD4Temra;151Eu_pp38;Surge;3;Surge;Unstim;IC;0
CD4Temra;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
CD4Temra;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0
CD4Temra;155Gd_pS6;Surge;3;Surge;Unstim;IC;3,928523064
CD4Temra;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;1,018568039
CD4Temra;164Dy_IkB;Surge;3;Surge;Unstim;IC;5,003378391
CD4Temra;166Er_pNFkB;Surge;3;Surge;Unstim;IC;30,62661934
CD4Temra;167Er_pERK12;Surge;3;Surge;Unstim;IC;2,563491344
CD4Temra;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;3,665002346
CD4Tnaive;149Sm_pCREB;Surge;3;Surge;Unstim;IC;1,460077107
CD4Tnaive;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;1,019684136
CD4Tnaive;151Eu_pp38;Surge;3;Surge;Unstim;IC;0
CD4Tnaive;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
CD4Tnaive;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0,335408092
CD4Tnaive;155Gd_pS6;Surge;3;Surge;Unstim;IC;2,627361059
CD4Tnaive;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;1,137933314
CD4Tnaive;164Dy_IkB;Surge;3;Surge;Unstim;IC;5,318800449
CD4Tnaive;166Er_pNFkB;Surge;3;Surge;Unstim;IC;24,25291729
CD4Tnaive;167Er_pERK12;Surge;3;Surge;Unstim;IC;2,698599935
CD4Tnaive;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;3,750017166
Treg;149Sm_pCREB;Surge;3;Surge;Unstim;IC;1,818092704
Treg;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;1,18665266
Treg;151Eu_pp38;Surge;3;Surge;Unstim;IC;0
Treg;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
Treg;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0,104973413
Treg;155Gd_pS6;Surge;3;Surge;Unstim;IC;3,316443205
Treg;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;0,819825947
Treg;164Dy_IkB;Surge;3;Surge;Unstim;IC;4,592067242
Treg;166Er_pNFkB;Surge;3;Surge;Unstim;IC;27,97954178
Treg;167Er_pERK12;Surge;3;Surge;Unstim;IC;2,81747818
Treg;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;3,502983809
Tregmem;149Sm_pCREB;Surge;3;Surge;Unstim;IC;1,887733877
Tregmem;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;1,183718801
Tregmem;151Eu_pp38;Surge;3;Surge;Unstim;IC;0
Tregmem;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
Tregmem;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0,072597869
Tregmem;155Gd_pS6;Surge;3;Surge;Unstim;IC;3,470681667
Tregmem;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;0,76136142
Tregmem;164Dy_IkB;Surge;3;Surge;Unstim;IC;4,54201746
Tregmem;166Er_pNFkB;Surge;3;Surge;Unstim;IC;28,85063839
Tregmem;167Er_pERK12;Surge;3;Surge;Unstim;IC;2,802189827
Tregmem;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;3,518391013
Tregnaive;149Sm_pCREB;Surge;3;Surge;Unstim;IC;1,676770687
Tregnaive;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;1,139091134
Tregnaive;151Eu_pp38;Surge;3;Surge;Unstim;IC;0
Tregnaive;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
Tregnaive;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0,193817452
Tregnaive;155Gd_pS6;Surge;3;Surge;Unstim;IC;2,871223688
Tregnaive;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;1,059936523
Tregnaive;164Dy_IkB;Surge;3;Surge;Unstim;IC;4,685132504
Tregnaive;166Er_pNFkB;Surge;3;Surge;Unstim;IC;25,55117607
Tregnaive;167Er_pERK12;Surge;3;Surge;Unstim;IC;2,892564297
Tregnaive;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;3,357764482
Th1;149Sm_pCREB;Surge;3;Surge;Unstim;IC;2,361899853
Th1;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;1,557637095
Th1;151Eu_pp38;Surge;3;Surge;Unstim;IC;0,083789043
Th1;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
Th1;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0,407034397
Th1;155Gd_pS6;Surge;3;Surge;Unstim;IC;3,430423737
Th1;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;0,951758385
Th1;164Dy_IkB;Surge;3;Surge;Unstim;IC;5,913476944
Th1;166Er_pNFkB;Surge;3;Surge;Unstim;IC;29,11883545
Th1;167Er_pERK12;Surge;3;Surge;Unstim;IC;2,783071995
Th1;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;3,479858398
Th1mem;149Sm_pCREB;Surge;3;Surge;Unstim;IC;2,551382303
Th1mem;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;1,644412041
Th1mem;151Eu_pp38;Surge;3;Surge;Unstim;IC;0,034540042
Th1mem;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
Th1mem;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0,252848059
Th1mem;155Gd_pS6;Surge;3;Surge;Unstim;IC;3,723724842
Th1mem;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;0,677650928
Th1mem;164Dy_IkB;Surge;3;Surge;Unstim;IC;5,666957378
Th1mem;166Er_pNFkB;Surge;3;Surge;Unstim;IC;30,78385544
Th1mem;167Er_pERK12;Surge;3;Surge;Unstim;IC;2,758793592
Th1mem;168Yb_pSTAT6;Surge;3;Surge;Unstim;IC;3,371316433
Th1naive;149Sm_pCREB;Surge;3;Surge;Unstim;IC;2,109721184
Th1naive;150Nd_pSTAT5;Surge;3;Surge;Unstim;IC;1,373536468
Th1naive;151Eu_pp38;Surge;3;Surge;Unstim;IC;0,144704074
Th1naive;153Eu_pSTAT1;Surge;3;Surge;Unstim;IC;0
Th1naive;154Sm_pSTAT3;Surge;3;Surge;Unstim;IC;0,669918358
Th1naive;155Gd_pS6;Surge;3;Surge;Unstim;IC;2,840950727
Th1naive;159Tb_pMAPKAPK2;Surge;3;Surge;Unstim;IC;1,32044816
