,Max Proba
artificial.130,1.0
artificial.176,1.0
artificial.73,0.972
artificial.129,0.956
artificial.90,0.947
artificial.125,0.905
artificial.101,0.892
artificial.58,0.879
artificial.175,0.854
artificial.115,0.812
artificial.112,0.767
artificial.134,0.755
artificial.124,0.746
artificial.76,0.74
artificial.21,0.738
artificial.147,0.737
artificial.32,0.714
artificial.84,0.668
artificial.141,0.664
artificial.80,0.662
artificial.23,0.66
artificial.138,0.639
artificial.145,0.626
artificial.34,0.626
artificial.170,0.61
artificial.154,0.597
artificial.136,0.589
artificial.10,0.578
artificial.57,0.578
artificial.92,0.574
artificial.178,0.553
artificial.93,0.527
artificial.16,0.525
artificial.38,0.509
artificial.46,0.507
artificial.44,0.503
artificial.74,0.495
artificial.48,0.475
artificial.91,0.467
artificial.31,0.467
artificial.33,0.463
artificial.64,0.461
artificial.123,0.444
artificial.177,0.437
artificial.104,0.429
artificial.113,0.426
artificial.77,0.416
artificial.109,0.415
artificial.111,0.414
artificial.167,0.413
artificial.127,0.403
artificial.9,0.397
artificial.63,0.385
artificial.95,0.365
artificial.83,0.354
artificial.56,0.354
artificial.153,0.353
artificial.182,0.351
artificial.66,0.349
artificial.166,0.347
artificial.128,0.346
artificial.45,0.333
artificial.99,0.33
artificial.87,0.322
artificial.151,0.319
artificial.12,0.318
artificial.143,0.307
artificial.49,0.299
artificial.122,0.299
artificial.75,0.293
artificial.42,0.291
artificial.180,0.287
artificial.96,0.287
artificial.98,0.272
artificial.105,0.265
artificial.140,0.26
artificial.70,0.247
artificial.18,0.247
artificial.146,0.246
artificial.40,0.238
artificial.68,0.237
artificial.89,0.235
artificial.144,0.231
artificial.169,0.224
artificial.117,0.214
artificial.54,0.21
artificial.5,0.209
artificial.39,0.202
artificial.37,0.197
artificial.168,0.197
artificial.47,0.192
artificial.81,0.185
artificial.72,0.184
artificial.135,0.173
artificial.133,0.171
artificial.126,0.171
artificial.142,0.17
artificial.53,0.166
artificial.107,0.164
artificial.67,0.163
artificial.62,0.16
artificial.172,0.16
artificial.25,0.157
artificial.139,0.155
artificial.29,0.155
artificial.160,0.154
artificial.120,0.153
artificial.118,0.151
artificial.162,0.151
artificial.173,0.145
artificial.114,0.144
artificial.60,0.143
artificial.174,0.141
artificial.132,0.132
artificial.137,0.132
artificial.149,0.131
artificial.119,0.127
artificial.156,0.125
artificial.102,0.124
artificial.35,0.113
artificial.19,0.113
artificial.28,0.112
artificial.8,0.107
artificial.24,0.104
artificial.86,0.103
artificial.157,0.103
artificial.148,0.102
artificial.69,0.102
artificial.155,0.1
artificial.65,0.1
artificial.26,0.099
artificial.43,0.099
artificial.61,0.099
artificial.36,0.097
artificial.4,0.097
artificial.179,0.096
artificial.71,0.095
artificial.41,0.091
artificial.6,0.09
artificial.51,0.089
artificial.159,0.087
artificial.152,0.082
artificial.59,0.079
artificial.52,0.077
artificial.171,0.076
artificial.165,0.075
artificial.27,0.073
artificial.97,0.073
artificial.150,0.068
artificial.11,0.067
artificial.14,0.065
artificial.108,0.064
artificial.88,0.064
artificial.7,0.063
artificial.82,0.063
artificial.20,0.062
artificial.110,0.062
artificial.15,0.058
artificial.22,0.053
artificial.181,0.051
artificial.116,0.046
artificial.131,0.045
artificial.50,0.039
artificial.103,0.038
artificial.106,0.038
artificial.158,0.035
artificial.55,0.034
artificial.94,0.031
artificial.78,0.031
artificial.161,0.028
artificial.13,0.022
artificial.1,0.02
artificial.30,0.017
artificial.163,0.016
artificial.3,0.015
artificial.164,0.011
artificial.100,0.007
artificial.2,0.006
artificial.85,0.006
artificial.79,0.006
artificial.121,0.004
artificial.17,0.003
