,ROC AUC,Average Precision,N features,CVS
STABL,"0.645 [0.384, 0.875]","0.697 [0.434, 0.913]","6.500 [4.000, 8.000]","0.375 [0.172, 0.545]"
SS 03,"0.640 [0.351, 0.885] (p=0.496)","0.753 [0.502, 0.933] (p=0.324)","14.500 [14.000, 16.000] (p=1.263e-06)","0.526 [0.444, 0.624] (p=2.510e-15)"
SS 05,"0.670 [0.394, 0.900] (p=0.39)","0.749 [0.478, 0.933] (p=0.307)","10.000 [9.000, 11.000] (p=7.816e-05)","0.545 [0.462, 0.667] (p=3.381e-19)"
SS 08,"0.680 [0.422, 0.891] (p=0.367)","0.685 [0.393, 0.937] (p=0.462)","5.000 [5.000, 6.000] (p=1.025e-01)","0.667 [0.571, 0.800] (p=2.984e-30)"
Lasso,"0.500 [0.202, 0.800] (p=0.128)","0.697 [0.433, 0.904] (p=0.536)","7.000 [4.000, 11.000] (p=2.879e-01)","0.353 [0.250, 0.500] (p=4.243e-01)"
Lasso 1SE,"0.530 [0.240, 0.820] (p=0.245)","0.689 [0.404, 0.897] (p=0.455)","6.500 [2.750, 10.250] (p=7.343e-01)","0.255 [0.100, 0.384] (p=8.401e-05)"
ElasticNet,"0.590 [0.300, 0.857] (p=0.338)","0.749 [0.504, 0.917] (p=0.38)","12.000 [10.000, 15.250] (p=2.661e-04)","0.417 [0.333, 0.533] (p=1.603e-03)"
