,ROC AUC,Average Precision,N features,CVS
STABL,"0.650 [0.395, 0.886]","0.635 [0.379, 0.937]","3.500 [3.000, 7.000]","0.333 [0.200, 0.500]"
SS 03,"0.740 [0.483, 0.948] (p=0.2)","0.775 [0.504, 0.958] (p=0.11)","11.000 [11.000, 12.000] (p=1.348e-05)","0.769 [0.714, 0.917] (p=1.723e-45)"
SS 05,"0.820 [0.594, 1.000] (p=0.018)","0.872 [0.656, 1.000] (p=0.003)","7.500 [7.000, 8.000] (p=5.391e-03)","0.700 [0.579, 0.800] (p=3.804e-31)"
SS 08,"0.490 [0.208, 0.765] (p=0.138)","0.594 [0.319, 0.869] (p=0.399)","1.500 [1.000, 2.000] (p=3.194e-05)","0.500 [0.333, 1.000] (p=7.849e-10)"
Lasso,"0.810 [0.580, 0.979] (p=0.092)","0.830 [0.609, 0.978] (p=0.064)","10.000 [9.000, 11.000] (p=2.107e-04)","0.571 [0.403, 0.711] (p=3.158e-15)"
Lasso 1SE,"0.800 [0.552, 0.970] (p=0.112)","0.825 [0.598, 0.988] (p=0.072)","10.000 [9.000, 11.000] (p=2.122e-04)","0.571 [0.385, 0.686] (p=6.337e-14)"
ElasticNet,"0.820 [0.604, 0.979] (p=0.092)","0.852 [0.631, 0.987] (p=0.087)","17.500 [14.750, 19.250] (p=2.744e-07)","0.618 [0.500, 0.700] (p=1.595e-24)"
