,ROC AUC,Average Precision,N features,CVS
STABL,"0.450 [0.333, 0.500]","0.500 [0.300, 0.700]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.410 [0.132, 0.681] (p=0.388)","0.529 [0.279, 0.831] (p=0.372)","16.000 [14.750, 17.250] (p=1.068e-08)","0.544 [0.455, 0.667] (p=1.246e-72)"
SS 05,"0.400 [0.137, 0.677] (p=0.392)","0.527 [0.290, 0.822] (p=0.441)","16.000 [13.750, 17.000] (p=1.052e-08)","0.524 [0.444, 0.667] (p=1.248e-72)"
SS 08,"0.400 [0.143, 0.690] (p=0.395)","0.527 [0.292, 0.832] (p=0.4)","16.000 [13.750, 17.000] (p=1.052e-08)","0.524 [0.444, 0.667] (p=1.248e-72)"
Lasso,"0.320 [0.099, 0.587] (p=0.17)","0.467 [0.245, 0.761] (p=0.316)","3.000 [0.750, 4.000] (p=5.076e-05)","0.143 [0.000, 0.333] (p=3.926e-31)"
Lasso 1SE,"0.340 [0.113, 0.620] (p=0.212)","0.473 [0.284, 0.775] (p=0.34)","2.000 [0.750, 3.000] (p=4.940e-05)","0.134 [0.000, 0.421] (p=5.041e-30)"
ElasticNet,"0.360 [0.130, 0.636] (p=0.3)","0.451 [0.248, 0.755] (p=0.276)","4.500 [3.000, 6.500] (p=1.692e-05)","0.375 [0.000, 0.600] (p=3.578e-38)"
