,ROC AUC,Average Precision,N features,CVS
STABL,"0.550 [0.500, 0.667]","0.550 [0.300, 0.764]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.450 [0.182, 0.720] (p=0.298)","0.561 [0.299, 0.837] (p=0.444)","12.500 [11.000, 13.000] (p=1.017e-08)","0.556 [0.474, 0.625] (p=1.210e-72)"
SS 05,"0.530 [0.240, 0.792] (p=0.448)","0.663 [0.399, 0.873] (p=0.156)","5.000 [4.000, 7.000] (p=1.000e-08)","0.500 [0.333, 0.625] (p=1.060e-72)"
SS 08,"0.315 [0.162, 0.455] (p=0.032)","0.430 [0.238, 0.656] (p=0.062)","0.000 [0.000, 0.000] (p=1.949e-01)","0.000 [0.000, 0.000] (p=3.199e-01)"
Lasso,"0.175 [0.055, 0.318] (p=0.003)","0.387 [0.208, 0.624] (p=0.026)","0.000 [0.000, 5.750] (p=8.159e-03)","0.000 [0.000, 0.000] (p=7.522e-08)"
Lasso 1SE,"0.240 [0.101, 0.396] (p=0.007)","0.408 [0.218, 0.639] (p=0.029)","0.000 [0.000, 4.500] (p=3.200e-02)","0.000 [0.000, 0.000] (p=8.009e-05)"
ElasticNet,"0.180 [0.010, 0.396] (p=0.016)","0.376 [0.221, 0.669] (p=0.052)","0.000 [0.000, 2.000] (p=1.815e-02)","0.000 [0.000, 0.000] (p=4.535e-06)"
