,Spearman corr,pvalue
S6,0.4855815829335072,0.02997228625973506
Frequency,-0.41621278537157763,0.06794714904706994
p38,-0.22941573387056172,0.3305649312781844
STAT3,0.22544859207627121,0.3392245168854384
ERK,0.20810639268578882,0.3786152471949078
MAPKAPK2,-0.1387375951238592,0.5596674186533706
NFkB,0.10405319634289441,0.6624265026477676
STAT6,0.10405319634289441,0.6624265026477676
IkB,0.08671099695241198,0.7162313833164182
CREB,0.0693687975619296,0.7713562200019073
STAT5,-0.052026598171447204,0.827557337051562
STAT1,,
