,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.675 [0.406, 0.905]","0.663 [0.388, 0.918]","3.000 [1.000, 4.000]","0.500 [0.250, 0.750]",1.986e-01
SS 03,"0.610 [0.313, 0.868] (p=0.153)","0.604 [0.371, 0.890] (p=0.189)","5.000 [5.000, 5.000] (p=3.580e-71)","1.000 [1.000, 1.000] (p=0.000e+00)",4.274e-01
SS 05,"0.620 [0.323, 0.869] (p=0.201)","0.614 [0.349, 0.892] (p=0.124)","5.000 [4.750, 5.000] (p=1.776e-51)","1.000 [0.800, 1.000] (p=0.000e+00)",3.847e-01
SS 08,"0.700 [0.427, 1.000] (p=0.429)","0.599 [0.377, 0.983] (p=0.331)","1.000 [1.000, 1.000] (p=2.195e-27)","1.000 [1.000, 1.000] (p=0.000e+00)",1.405e-01
Lasso,"0.600 [0.285, 0.900] (p=0.172)","0.533 [0.339, 0.855] (p=0.155)","1.000 [1.000, 1.000] (p=3.471e-20)","1.000 [0.500, 1.000] (p=0.000e+00)",4.727e-01
Lasso 1SE,"0.610 [0.308, 0.909] (p=0.211)","0.538 [0.336, 0.861] (p=0.154)","1.000 [1.000, 1.000] (p=9.104e-22)","1.000 [0.500, 1.000] (p=0.000e+00)",4.274e-01
ElasticNet,"0.610 [0.300, 0.900] (p=0.194)","0.538 [0.333, 0.862] (p=0.119)","1.000 [1.000, 1.000] (p=7.427e-19)","1.000 [0.500, 1.000] (p=0.000e+00)",4.274e-01
