,Spearman corr,pvalue
STAT3,-0.5698028822981897,0.008721316687199636
S6,0.43355498476205995,0.056166935591136946
CREB,-0.260132990857236,0.268013467258769
STAT5,-0.260132990857236,0.268013467258769
NFkB,-0.260132990857236,0.268013467258769
MAPKAPK2,-0.2427907914667536,0.3023454554274212
IkB,-0.1907641932953064,0.42045602297364715
ERK,0.1907641932953064,0.42045602297364715
Frequency,0.1907641932953064,0.42045602297364715
p38,-0.13948208816291766,0.557541655683564
STAT6,0.08671099695241198,0.7162313833164182
STAT1,,
