,ROC AUC,Average Precision,N features,CVS
STABL,"0.590 [0.290, 0.854]","0.714 [0.430, 0.930]","6.500 [2.250, 12.750]","0.182 [0.000, 0.415]"
SS 03,"0.580 [0.303, 0.833] (p=0.482)","0.535 [0.330, 0.888] (p=0.08)","4.000 [3.000, 4.250] (p=7.817e-02)","0.500 [0.400, 0.667] (p=4.775e-26)"
SS 05,"0.315 [0.165, 0.455] (p=0.063)","0.430 [0.242, 0.666] (p=0.019)","0.000 [0.000, 0.000] (p=4.450e-05)","0.000 [0.000, 0.000] (p=4.265e-30)"
SS 08,"0.500 [0.500, 0.500] (p=0.308)","0.500 [0.299, 0.750] (p=0.049)","0.000 [0.000, 0.000] (p=3.289e-06)","0.000 [0.000, 0.000] (p=2.968e-32)"
Lasso,"0.890 [0.698, 1.000] (p=0.007)","0.904 [0.711, 1.000] (p=0.035)","17.500 [14.750, 18.250] (p=1.701e-04)","0.652 [0.545, 0.737] (p=1.569e-38)"
Lasso 1SE,"0.820 [0.595, 0.990] (p=0.032)","0.880 [0.667, 1.000] (p=0.058)","15.500 [15.000, 18.000] (p=7.045e-04)","0.632 [0.500, 0.722] (p=4.015e-36)"
ElasticNet,"0.910 [0.729, 1.000] (p=0.017)","0.937 [0.784, 1.000] (p=0.046)","76.000 [60.000, 105.500] (p=6.550e-08)","0.588 [0.486, 0.696] (p=8.631e-37)"
