,C'=' 0.048,C'=' 0.576,C'=' 1.104,C'=' 1.633,C'=' 2.161,C'=' 2.689,C'=' 3.217,C'=' 3.745,C'=' 4.274,C'=' 4.802
Bcells_NFkB,0.0,0.061,0.083,0.106,0.123,0.138,0.149,0.162,0.171,0.187
Bcells_Frequency,0.0,0.238,0.286,0.315,0.341,0.365,0.376,0.39,0.405,0.422
CCR2nncMC_CREB,0.0,0.117,0.149,0.163,0.176,0.189,0.198,0.205,0.213,0.217
CCR2nncMC_STAT3,0.0,0.021,0.034,0.038,0.044,0.046,0.051,0.061,0.065,0.068
CCR2nncMC_S6,0.0,0.227,0.277,0.302,0.323,0.341,0.348,0.365,0.379,0.394
CCR2nncMC_IkB,0.0,0.029,0.049,0.068,0.078,0.084,0.089,0.095,0.105,0.113
CCR2nncMC_NFkB,0.0,0.219,0.295,0.326,0.356,0.379,0.395,0.41,0.425,0.441
CCR2nncMC_MAPKAPK2,0.0,0.274,0.359,0.403,0.434,0.461,0.486,0.5,0.517,0.529
CCR2nncMC_Frequency,0.0,0.266,0.329,0.35,0.368,0.379,0.392,0.404,0.415,0.417
CCR2pcMC_CREB,0.0,0.004,0.006,0.009,0.011,0.016,0.018,0.022,0.024,0.025
CCR2pcMC_STAT3,0.0,0.015,0.019,0.023,0.024,0.025,0.029,0.034,0.037,0.041
CCR2pcMC_S6,0.0,0.229,0.273,0.305,0.332,0.356,0.383,0.409,0.425,0.44
CCR2pcMC_IkB,0.0,0.01,0.012,0.015,0.021,0.022,0.025,0.028,0.03,0.033
CCR2pcMC_NFkB,0.0,0.046,0.067,0.076,0.089,0.098,0.109,0.122,0.125,0.137
CCR2pcMC_Frequency,0.0,0.4,0.483,0.531,0.552,0.564,0.593,0.611,0.624,0.64
CD41hiCD61hiPLT_p38,0.0,0.104,0.123,0.135,0.146,0.158,0.165,0.17,0.179,0.183
CD4Tcm_STAT5,0.0,0.02,0.026,0.031,0.037,0.041,0.048,0.051,0.056,0.06
CD4Tcm_STAT3,0.0,0.002,0.002,0.004,0.007,0.007,0.007,0.007,0.007,0.007
CD4Tcm_IkB,0.0,0.054,0.082,0.099,0.123,0.138,0.155,0.169,0.183,0.202
CD4Tcm_NFkB,0.0,0.003,0.007,0.009,0.013,0.013,0.014,0.013,0.013,0.013
CD4Tcm_Frequency,0.0,0.152,0.203,0.236,0.253,0.27,0.285,0.302,0.319,0.33
CD4Tem_STAT5,0.0,0.004,0.01,0.012,0.017,0.02,0.024,0.032,0.033,0.035
CD4Tem_STAT3,0.0,0.002,0.006,0.013,0.016,0.018,0.024,0.026,0.029,0.035
CD4Tem_IkB,0.0,0.02,0.029,0.037,0.043,0.05,0.06,0.07,0.075,0.083
CD4Tem_NFkB,0.0,0.008,0.01,0.012,0.013,0.017,0.019,0.02,0.022,0.023
CD4Tem_STAT6,0.0,0.04,0.059,0.073,0.079,0.085,0.092,0.099,0.105,0.109
CD4Tem_Frequency,0.0,0.031,0.05,0.062,0.07,0.075,0.083,0.092,0.097,0.101
CD4Tnaive_STAT5,0.0,0.015,0.029,0.034,0.039,0.045,0.054,0.056,0.062,0.066
CD4Tnaive_STAT3,0.0,0.013,0.015,0.016,0.017,0.018,0.018,0.021,0.022,0.024
CD4Tnaive_IkB,0.0,0.006,0.009,0.014,0.019,0.02,0.021,0.023,0.024,0.028
CD4Tnaive_NFkB,0.0,0.011,0.016,0.018,0.02,0.02,0.023,0.025,0.026,0.029
CD4Tnaive_Frequency,0.0,0.515,0.585,0.617,0.648,0.666,0.683,0.699,0.71,0.721
CD4Trm_STAT5,0.0,0.212,0.252,0.283,0.3,0.321,0.332,0.345,0.355,0.369
CD4Trm_STAT3,0.0,0.014,0.032,0.039,0.053,0.057,0.058,0.06,0.066,0.073
CD4Trm_S6,0.0,0.265,0.306,0.325,0.345,0.362,0.382,0.388,0.402,0.421
CD4Trm_IkB,0.0,0.025,0.044,0.058,0.072,0.087,0.101,0.106,0.115,0.121
CD4Trm_NFkB,0.0,0.107,0.144,0.175,0.194,0.208,0.217,0.227,0.246,0.266
CD4Trm_STAT6,0.0,0.211,0.25,0.273,0.28,0.295,0.311,0.325,0.331,0.341
CD4Trm_Frequency,0.001,0.047,0.068,0.08,0.086,0.094,0.101,0.109,0.113,0.116
CD56brightCD16nNKcells_IkB,0.0,0.081,0.134,0.163,0.184,0.209,0.228,0.238,0.252,0.269
CD56brightCD16nNKcells_NFkB,0.0,0.006,0.01,0.012,0.014,0.018,0.019,0.02,0.023,0.027
CD56brightCD16nNKcells_Frequency,0.0,0.178,0.223,0.244,0.264,0.28,0.294,0.308,0.316,0.326
CD56dimCD16pNKcells_CREB,0.0,0.025,0.04,0.052,0.06,0.069,0.074,0.081,0.087,0.091
CD56dimCD16pNKcells_NFkB,0.0,0.004,0.007,0.008,0.01,0.013,0.015,0.018,0.02,0.025
CD56dimCD16pNKcells_Frequency,0.0,0.078,0.118,0.14,0.156,0.169,0.19,0.204,0.212,0.217
CD61pCD41pPLT_CREB,0.0,0.14,0.179,0.206,0.227,0.247,0.258,0.268,0.285,0.29
CD61pCD41pPLT_STAT3,0.0,0.165,0.211,0.246,0.266,0.284,0.305,0.325,0.337,0.348
CD61pCD41pPLT_S6,0.0,0.112,0.155,0.181,0.196,0.21,0.222,0.232,0.238,0.249
CD61pCD41pPLT_IkB,0.0,0.018,0.026,0.027,0.028,0.031,0.035,0.039,0.042,0.044
CD61pCD41pPLT_NFkB,0.0,0.022,0.032,0.04,0.052,0.054,0.063,0.064,0.067,0.072
CD62LnAgedNeutrophils_CREB,0.0,0.022,0.038,0.04,0.044,0.052,0.056,0.058,0.067,0.073
CD62LnAgedNeutrophils_p38,0.0,0.19,0.228,0.244,0.256,0.266,0.274,0.281,0.291,0.296
CD62LnAgedNeutrophils_STAT3,0.0,0.088,0.113,0.128,0.142,0.152,0.155,0.168,0.176,0.182
CD62LnAgedNeutrophils_S6,0.0,0.382,0.441,0.482,0.502,0.516,0.54,0.562,0.574,0.586
CD62LnAgedNeutrophils_IkB,0.0,0.145,0.195,0.227,0.253,0.273,0.285,0.302,0.316,0.331
CD62LnAgedNeutrophils_MAPKAPK2,0.0,0.154,0.189,0.213,0.235,0.245,0.253,0.259,0.268,0.274
CD62LnAgedNeutrophils_Frequency,0.0,0.183,0.241,0.264,0.28,0.293,0.307,0.318,0.325,0.335
CD62LpImmatureNeutrophils_CREB,0.0,0.057,0.072,0.075,0.081,0.091,0.1,0.104,0.108,0.111
CD62LpImmatureNeutrophils_STAT3,0.0,0.011,0.022,0.028,0.037,0.045,0.05,0.053,0.059,0.068
CD62LpImmatureNeutrophils_S6,0.0,0.234,0.262,0.272,0.288,0.305,0.32,0.326,0.336,0.341
CD62LpImmatureNeutrophils_IkB,0.0,0.136,0.175,0.195,0.208,0.219,0.226,0.236,0.243,0.25
CD62LpImmatureNeutrophils_Frequency,0.0,0.248,0.277,0.289,0.298,0.308,0.315,0.324,0.331,0.342
CD8Tcm_STAT5,0.0,0.021,0.032,0.039,0.047,0.054,0.06,0.068,0.07,0.074
CD8Tcm_STAT3,0.0,0.123,0.175,0.203,0.216,0.224,0.245,0.254,0.266,0.277
CD8Tcm_NFkB,0.0,0.003,0.006,0.007,0.008,0.009,0.009,0.009,0.012,0.015
CD8Tcm_Frequency,0.0,0.063,0.092,0.117,0.129,0.142,0.154,0.163,0.169,0.175
CD8Tem_NFkB,0.0,0.001,0.004,0.007,0.007,0.007,0.007,0.007,0.009,0.01
