,ROC AUC,Average Precision,N features,CVS
STABL,"0.780 [0.540, 0.960]","0.826 [0.603, 0.977]","10.500 [9.000, 13.000]","0.600 [0.500, 0.688]"
SS 03,"0.870 [0.637, 1.000] (p=0.209)","0.920 [0.786, 1.000] (p=0.21)","15.000 [14.000, 16.000] (p=7.873e-06)","0.728 [0.584, 0.812] (p=8.952e-12)"
SS 05,"0.840 [0.594, 1.000] (p=0.315)","0.902 [0.706, 1.000] (p=0.26)","12.000 [10.750, 13.000] (p=2.075e-01)","0.688 [0.533, 0.786] (p=8.663e-06)"
SS 08,"0.550 [0.273, 0.821] (p=0.043)","0.684 [0.402, 0.892] (p=0.014)","5.000 [4.000, 5.000] (p=3.664e-08)","0.600 [0.500, 0.667] (p=5.238e-01)"
Lasso,"0.900 [0.719, 1.000] (p=0.162)","0.930 [0.786, 1.000] (p=0.248)","17.500 [15.750, 18.000] (p=1.074e-05)","0.652 [0.542, 0.727] (p=3.756e-03)"
Lasso 1SE,"0.900 [0.729, 1.000] (p=0.195)","0.909 [0.726, 1.000] (p=0.288)","17.000 [16.000, 19.000] (p=1.036e-05)","0.628 [0.500, 0.737] (p=2.196e-01)"
ElasticNet,"0.910 [0.740, 1.000] (p=0.134)","0.937 [0.800, 1.000] (p=0.208)","72.000 [57.750, 105.750] (p=6.569e-08)","0.574 [0.464, 0.691] (p=6.934e-02)"
