,Mann-Whitney U-test,p-value
Myeloid Granulocytes_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,465.0,0.0024278984765548394
Tumor proliferating_intratumor_aggregatedNeighbors.CD8.T.cells,752.0,0.007246677570601749
CD4 T cells naive_tumorfront_aggregatedNeighbors.CD8.T.cells,791.0,0.009950052693441017
Myeloid Granulocytes_stromal_aggregatedNeighbors.Myeloid.Monocytes,526.5,0.011484457808500027
Tumor non-proliferating_intratumor_aggregatedNeighbors.CD8.T.cells,736.0,0.012588162504936225
Vessel_tumorfront_aggregatedNeighbors.CD8.T.cells,736.0,0.012646670471870358
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,752.5,0.014337077280110843
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,546.0,0.024983560115755834
CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.Granulocytes,546.0,0.02499879180369064
B cells_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,546.0,0.02499879180369064
CD8 T cells_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,546.0,0.02499879180369064
Tumor non-proliferating_stromal_aggregatedNeighbors.Myeloid.Granulocytes,546.0,0.02500640886199408
CD4 T cells memory_tumorfront_aggregatedNeighbors.CD8.T.cells,765.5,0.028582470218943452
Myeloid M1 macrophages_stromal_aggregatedNeighbors.CD4.T.cells.memory,759.0,0.028659282720912508
Myeloid DCs_tumorfront_aggregatedNeighbors.CD8.T.cells,757.5,0.031093619246236884
Myeloid Monocytes_tumorfront_aggregatedNeighbors.CD8.T.cells,761.5,0.033943031721407994
Vessel_tumorfront_aggregatedNeighbors.Vessel,450.0,0.03435568294217522
Tumor non-proliferating_tumorfront_aggregatedNeighbors.CD8.T.cells,704.0,0.03830359704110981
Vessel_stromal_aggregatedNeighbors.Vessel,451.5,0.0391438671468661
Myeloid Monocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,754.0,0.04049464668321896
CD4 T cells memory_tumorfront_aggregatedNeighbors.Vessel,478.5,0.0454159795568351
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,764.5,0.054156281003295594
CD8 T cells_stromal_aggregatedNeighbors.Myeloid.Granulocytes,565.5,0.05442148641158968
B cells_stromal_aggregatedNeighbors.Myeloid.Granulocytes,565.5,0.05442148641158968
CD4 T cells memory_stromal_aggregatedNeighbors.Myeloid.Granulocytes,565.5,0.05442148641158968
CD4 T cells memory_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,565.5,0.05442148641158968
CD4 T cells memory_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,565.5,0.05447147882826403
CD4 T cells naive_stromal_aggregatedNeighbors.Myeloid.Granulocytes,565.5,0.05447147882826403
Myeloid Monocytes_stromal_aggregatedNeighbors.Myeloid.Granulocytes,565.5,0.05447147882826403
CD4 T cells naive_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,565.5,0.05447147882826403
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Myeloid.Granulocytes,565.5,0.05447147882826403
Vessel_stromal_aggregatedNeighbors.Myeloid.Granulocytes,565.5,0.05447147882826403
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Myeloid.Granulocytes,565.5,0.05447147882826403
Myeloid Granulocytes_stromal_aggregatedNeighbors.Fibroblasts,757.0,0.06047128635158901
Tumor proliferating_tumorfront_aggregatedNeighbors.CD8.T.cells,713.5,0.060934761585122565
Myeloid DCs_stromal_aggregatedNeighbors.Vessel,478.0,0.06371363764249242
CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.Monocytes,688.0,0.06628086565368367
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,473.0,0.06668004718171401
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.CD8.T.cells,749.0,0.06922496243333345
Fibroblasts_stromal_aggregatedNeighbors.CD4.T.cells.memory,703.5,0.07727135278849119
Myeloid M2 macrophages_stromal_aggregatedNeighbors.CD4.T.cells.memory,734.5,0.08148173886015529
Myeloid M2 macrophages_stromal_aggregatedNeighbors.CD8.T.cells,701.5,0.08521372635251562
Myeloid DCs_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,516.0,0.089192975908344
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,528.0,0.08989347055124976
CD4 T cells regulatory_stromal_aggregatedNeighbors.CD8.T.cells,736.5,0.09569359960183009
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.CD8.T.cells,732.0,0.09604934286023303
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Vessel,505.0,0.10320677962148252
CD8 T cells_intratumor_aggregatedNeighbors.CD8.T.cells,743.0,0.10937658903197872
Tumor non-proliferating_stromal_aggregatedNeighbors.Vessel,496.0,0.1123661540981369
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.CD8.T.cells,724.5,0.1138124072184839
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Tumor.proliferating,672.0,0.1151981135842451
CD4 T cells regulatory_stromal_aggregatedNeighbors.B.cells,672.0,0.11527339121363629
CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,672.0,0.11529848195782633
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,721.0,0.1173228194576903
Myeloid Monocytes_stromal_aggregatedNeighbors.Myeloid.Monocytes,585.0,0.1205757107673314
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,585.0,0.1205757107673314
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,585.0,0.1205757107673314
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,585.0,0.12061359820423907
Fibroblasts_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,585.0,0.12061359820423907
Fibroblasts_stromal_aggregatedNeighbors.Myeloid.Granulocytes,585.0,0.12061359820423907
Myeloid Monocytes_stromal_aggregatedNeighbors.Vessel,497.0,0.12619927801403952
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Fibroblasts,710.5,0.12750952387259618
Fibroblasts_stromal_aggregatedNeighbors.Vessel,506.5,0.1381664841186296
Tumor non-proliferating_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,557.5,0.14025137869830212
Myeloid DCs_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,536.5,0.14744561617204993
CD8 T cells_intratumor_aggregatedNeighbors.Tumor.proliferating,547.0,0.16004337085618037
Tumor non-proliferating_intratumor_aggregatedNeighbors.Tumor.proliferating,553.5,0.16147269177411516
CD8 T cells_tumorfront_aggregatedNeighbors.Fibroblasts,549.5,0.17414243639178684
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,706.0,0.1743498472251943
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,544.5,0.1745500045928602
CD4 T cells memory_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,718.0,0.1749664960943862
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Fibroblasts,724.5,0.1815736778595074
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Vessel,515.0,0.18346717121098588
CD4 T cells regulatory_stromal_aggregatedNeighbors.Vessel,521.0,0.1842539282635718
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.CD8.T.cells,696.5,0.18626025972113347
Fibroblasts_tumorfront_aggregatedNeighbors.Vessel,523.5,0.19763423196579322
B cells_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,554.0,0.2019678070840666
Tumor non-proliferating_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,520.5,0.2026357185096419
Vessel_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,656.0,0.20404399368024828
Vessel_stromal_aggregatedNeighbors.CD4.T.cells.memory,656.0,0.20404399368024828
Myeloid DCs_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,656.0,0.20409015890039084
Myeloid Monocytes_tumorfront_aggregatedNeighbors.B.cells,656.0,0.20409015890039084
Vessel_stromal_aggregatedNeighbors.CD8.T.cells,656.0,0.20409015890039084
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Myeloid.DCs,656.0,0.20409015890039084
Myeloid Monocytes_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,580.0,0.20831210113347298
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,706.5,0.21422251156725192
Myeloid Monocytes_stromal_aggregatedNeighbors.CD8.T.cells,691.5,0.21804757874196534
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Myeloid.DCs,581.0,0.21896096644816376
CD8 T cells_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,581.5,0.2242835729687065
Tumor non-proliferating_stromal_aggregatedNeighbors.Myeloid.Monocytes,581.5,0.22450265876920816
CD4 T cells naive_stromal_aggregatedNeighbors.CD8.T.cells,694.0,0.2318313245248227
