,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.670 [0.417, 0.917]","0.624 [0.383, 0.951]","2.000 [2.000, 3.000]","0.750 [0.667, 1.000]",2.123e-01
SS 03,"0.680 [0.419, 0.899] (p=0.51)","0.655 [0.380, 0.920] (p=0.404)","7.000 [6.000, 7.000] (p=2.229e-71)","0.857 [0.857, 1.000] (p=0.000e+00)",1.765e-01
SS 05,"0.570 [0.292, 0.869] (p=0.246)","0.532 [0.308, 0.858] (p=0.205)","4.000 [3.750, 4.000] (p=3.726e-46)","0.800 [0.750, 1.000] (p=3.026e-30)",6.230e-01
SS 08,"0.530 [0.253, 0.775] (p=0.07)","0.553 [0.325, 0.818] (p=0.201)","0.000 [0.000, 1.000] (p=1.123e-65)","0.000 [0.000, 0.000] (p=0.000e+00)",8.361e-01
Lasso,"0.450 [0.202, 0.725] (p=0.051)","0.491 [0.286, 0.821] (p=0.073)","3.000 [3.000, 4.000] (p=3.517e-21)","0.600 [0.500, 0.750] (p=0.000e+00)",7.337e-01
Lasso 1SE,"0.460 [0.187, 0.748] (p=0.051)","0.494 [0.296, 0.826] (p=0.075)","3.000 [3.000, 4.000] (p=3.485e-21)","0.600 [0.500, 0.750] (p=0.000e+00)",7.913e-01
ElasticNet,"0.560 [0.286, 0.840] (p=0.236)","0.620 [0.349, 0.901] (p=0.457)","4.500 [4.000, 5.000] (p=6.683e-57)","0.714 [0.571, 1.000] (p=6.067e-203)",6.776e-01
