,ROC AUC,Average Precision,N features,CVS
STABL,"0.495 [0.238, 0.747]","0.539 [0.311, 0.845]","2.000 [0.000, 4.250]","0.000 [0.000, 0.163]"
SS 03,"0.860 [0.626, 1.000] (p=0.0)","0.917 [0.767, 1.000] (p=0.002)","15.000 [14.000, 16.000] (p=7.224e-08)","0.722 [0.603, 0.800] (p=1.255e-65)"
SS 05,"0.840 [0.595, 1.000] (p=0.0)","0.902 [0.733, 1.000] (p=0.0)","11.500 [11.000, 13.000] (p=2.136e-06)","0.714 [0.562, 0.833] (p=1.969e-65)"
SS 08,"0.540 [0.250, 0.808] (p=0.41)","0.674 [0.397, 0.890] (p=0.18)","5.000 [4.000, 5.000] (p=3.949e-03)","0.500 [0.429, 0.667] (p=2.033e-61)"
Lasso,"0.850 [0.630, 1.000] (p=0.001)","0.895 [0.710, 1.000] (p=0.004)","17.000 [15.000, 20.000] (p=2.206e-07)","0.636 [0.542, 0.700] (p=1.318e-59)"
Lasso 1SE,"0.850 [0.653, 0.990] (p=0.003)","0.884 [0.677, 1.000] (p=0.003)","16.500 [14.750, 19.000] (p=3.664e-07)","0.618 [0.458, 0.737] (p=1.033e-57)"
ElasticNet,"0.910 [0.730, 1.000] (p=0.002)","0.937 [0.812, 1.000] (p=0.0)","72.000 [57.750, 105.500] (p=5.937e-08)","0.575 [0.465, 0.690] (p=5.116e-63)"
