,ROC AUC,Average Precision,N features,CVS
STABL,"0.695 [0.434, 0.917]","0.643 [0.403, 0.953]","16.000 [15.000, 18.000]","0.600 [0.500, 0.682]"
SS 03,"0.630 [0.347, 0.869] (p=0.21)","0.678 [0.402, 0.918] (p=0.417)","13.000 [12.000, 14.000] (p=9.300e-05)","0.667 [0.600, 0.750] (p=1.382e-09)"
SS 05,"0.630 [0.380, 0.865] (p=0.193)","0.678 [0.404, 0.901] (p=0.398)","13.000 [12.000, 14.000] (p=7.238e-05)","0.667 [0.600, 0.750] (p=6.518e-10)"
SS 08,"0.630 [0.364, 0.880] (p=0.193)","0.678 [0.421, 0.910] (p=0.451)","13.000 [12.000, 14.000] (p=5.882e-05)","0.667 [0.591, 0.769] (p=7.388e-10)"
Lasso,"0.550 [0.273, 0.808] (p=0.063)","0.608 [0.338, 0.881] (p=0.38)","9.500 [4.000, 11.000] (p=2.068e-05)","0.485 [0.276, 0.667] (p=1.054e-02)"
Lasso 1SE,"0.530 [0.242, 0.798] (p=0.05)","0.601 [0.348, 0.874] (p=0.403)","9.500 [3.750, 11.000] (p=1.951e-05)","0.469 [0.273, 0.667] (p=3.789e-03)"
ElasticNet,"0.640 [0.354, 0.880] (p=0.328)","0.682 [0.412, 0.918] (p=0.432)","11.000 [5.750, 15.000] (p=6.382e-03)","0.528 [0.364, 0.688] (p=4.073e-01)"
