,Max Proba
CCR2pcMC_Frequency,1.0
CCR2nncMC_MAPKAPK2,1.0
CD62LnAgedNeutrophils_S6,1.0
Th1naive_S6,1.0
Th1naive_CREB,1.0
CD4Tnaive_Frequency,1.0
CCR2nncMC_CREB,1.0
Th1mem_S6,1.0
Th1naive_MAPKAPK2,0.999
CCR2nncMC_Frequency,0.997
CCR2nncMC_NFkB,0.991
CD62LpImmatureNeutrophils_S6,0.984
CD61pCD41pPLT_STAT3,0.982
CD61pCD41pPLT_CREB,0.973
Bcells_S6,0.973
CD4Trm_STAT6,0.971
CD56brightCD16nNKcells_Frequency,0.948
mDC_Frequency,0.938
CD62LpImmatureNeutrophils_Frequency,0.932
MDSC_Frequency,0.915
CD56dimCD16pNKcells_Frequency,0.905
Th1naive_STAT6,0.905
gdTcells_Frequency,0.904
Th1naive_IkB,0.874
pDC_IkB,0.872
mDC_S6,0.841
CD4Trm_STAT5,0.791
CD62LpImmatureNeutrophils_IkB,0.763
intMC_S6,0.759
CD61pCD41pPLT_S6,0.746
Tregnaive_STAT6,0.693
Th1naive_ERK,0.685
CCR2pcMC_S6,0.626
Bcells_Frequency,0.615
gdTcells_MAPKAPK2,0.579
CD62LpImmatureNeutrophils_CREB,0.549
MDSC_S6,0.54
CD8Tnaive_STAT3,0.433
CD8Tnaive_Frequency,0.428
gdTcells_NFkB,0.39
CD8Tcm_STAT5,0.377
CD4Trm_Frequency,0.339
CD62LnAgedNeutrophils_STAT3,0.303
NKT_CREB,0.297
CD62LnAgedNeutrophils_CREB,0.282
mDC_STAT3,0.28
CD4Tcm_Frequency,0.234
NKT_STAT3,0.229
CD62LnAgedNeutrophils_Frequency,0.224
CD4Tcm_STAT5,0.192
Th1naive_STAT5,0.142
pDC_S6,0.134
CD62LpImmatureNeutrophils_STAT3,0.132
intMC_Frequency,0.13
CD4Tem_Frequency,0.129
CCR2nncMC_S6,0.122
CD61pCD41pPLT_IkB,0.116
MDSC_STAT3,0.115
CD4Trm_NFkB,0.088
Th1mem_STAT6,0.082
pDC_STAT3,0.064
CD4Trm_MAPKAPK2,0.052
Th1mem_STAT3,0.051
pDC_Frequency,0.051
CCR2nncMC_STAT3,0.04
CD4Tnaive_STAT5,0.033
