,ROC AUC,Average Precision,N features,CVS
STABL,"0.610 [0.323, 0.889]","0.610 [0.376, 0.924]","6.000 [3.750, 8.250]","0.360 [0.200, 0.489]"
SS 03,"0.790 [0.560, 0.979] (p=0.065)","0.807 [0.558, 0.983] (p=0.103)","12.000 [11.000, 13.000] (p=1.295e-05)","0.769 [0.667, 0.846] (p=4.996e-55)"
SS 05,"0.780 [0.545, 0.970] (p=0.081)","0.811 [0.564, 0.979] (p=0.101)","11.000 [10.000, 11.000] (p=2.411e-05)","0.750 [0.638, 0.833] (p=4.953e-51)"
SS 08,"0.840 [0.646, 0.989] (p=0.01)","0.874 [0.684, 0.986] (p=0.013)","7.000 [5.750, 7.000] (p=6.316e-01)","0.714 [0.571, 0.875] (p=1.296e-40)"
Lasso,"0.820 [0.596, 0.973] (p=0.062)","0.834 [0.616, 0.985] (p=0.089)","10.000 [8.750, 11.000] (p=3.223e-04)","0.538 [0.417, 0.667] (p=4.669e-22)"
Lasso 1SE,"0.810 [0.576, 0.979] (p=0.076)","0.829 [0.568, 0.982] (p=0.114)","10.000 [9.000, 11.000] (p=2.537e-04)","0.538 [0.385, 0.667] (p=5.698e-19)"
ElasticNet,"0.820 [0.615, 0.980] (p=0.04)","0.852 [0.613, 0.986] (p=0.055)","17.500 [14.750, 19.250] (p=3.483e-07)","0.618 [0.500, 0.700] (p=1.021e-37)"
