,ROC AUC,Average Precision,N features,CVS
STABL,"0.375 [0.167, 0.583]","0.500 [0.287, 0.760]","0.000 [0.000, 1.750]","0.000 [0.000, 0.000]"
SS 03,"0.420 [0.154, 0.677] (p=0.383)","0.526 [0.307, 0.829] (p=0.4)","18.000 [15.000, 19.000] (p=5.073e-08)","0.575 [0.485, 0.684] (p=2.246e-68)"
SS 05,"0.400 [0.149, 0.659] (p=0.477)","0.498 [0.260, 0.776] (p=0.494)","11.000 [11.000, 12.000] (p=4.239e-07)","0.471 [0.389, 0.569] (p=1.243e-66)"
SS 08,"0.290 [0.080, 0.580] (p=0.243)","0.427 [0.248, 0.739] (p=0.149)","5.000 [4.750, 5.000] (p=5.175e-05)","0.500 [0.375, 0.667] (p=4.159e-65)"
Lasso,"0.320 [0.091, 0.573] (p=0.343)","0.467 [0.260, 0.760] (p=0.311)","3.000 [0.750, 4.000] (p=4.065e-02)","0.143 [0.000, 0.333] (p=1.440e-21)"
Lasso 1SE,"0.340 [0.095, 0.615] (p=0.402)","0.473 [0.260, 0.766] (p=0.375)","2.000 [0.750, 3.000] (p=5.481e-02)","0.134 [0.000, 0.421] (p=5.553e-21)"
ElasticNet,"0.360 [0.115, 0.636] (p=0.442)","0.451 [0.271, 0.749] (p=0.303)","4.500 [3.000, 6.500] (p=3.347e-03)","0.375 [0.000, 0.600] (p=1.385e-30)"
