,Spearman corr,pvalue
STAT3,-0.4810702354423639,0.03176497574213022
ERK,-0.34938607013332723,0.13105670847750833
STAT6,-0.28527988955517947,0.22276952087480378
S6,0.260132990857236,0.268013467258769
p38,0.22941573387056172,0.3305649312781844
Frequency,0.1387375951238592,0.5596674186533706
CREB,-0.1213953957333768,0.6101689948464966
MAPKAPK2,0.10405319634289441,0.6624265026477676
IkB,0.0693687975619296,0.7713562200019073
STAT5,-0.0346843987809648,0.8845776882078991
NFkB,-0.0173421993904824,0.9421499835467455
STAT1,,
