,ROC AUC,Average Precision,N features,CVS
STABL,"0.380 [0.141, 0.652]","0.529 [0.284, 0.771]","0.000 [0.000, 2.000]","0.000 [0.000, 0.000]"
SS 03,"0.320 [0.090, 0.604] (p=0.313)","0.433 [0.257, 0.750] (p=0.077)","6.000 [6.000, 6.000] (p=2.411e-67)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.320 [0.088, 0.604] (p=0.306)","0.433 [0.245, 0.739] (p=0.063)","6.000 [6.000, 6.000] (p=1.612e-62)","1.000 [0.833, 1.000] (p=0.000e+00)"
SS 08,"0.390 [0.121, 0.692] (p=0.466)","0.493 [0.275, 0.817] (p=0.279)","2.000 [2.000, 3.000] (p=3.960e-22)","0.667 [0.500, 1.000] (p=0.000e+00)"
Lasso,"0.405 [0.242, 0.591] (p=0.477)","0.500 [0.278, 0.726] (p=0.391)","0.000 [0.000, 0.000] (p=3.591e-06)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso 1SE,"0.405 [0.214, 0.583] (p=0.507)","0.500 [0.281, 0.737] (p=0.36)","0.000 [0.000, 0.000] (p=7.621e-07)","0.000 [0.000, 0.000] (p=0.000e+00)"
ElasticNet,"0.610 [0.333, 0.909] (p=0.037)","0.603 [0.354, 0.926] (p=0.192)","0.000 [0.000, 0.000] (p=9.875e-07)","0.000 [0.000, 0.000] (p=0.000e+00)"
