,ROC AUC,Average Precision,N features,CVS
STABL,"0.630 [0.364, 0.881]","0.742 [0.471, 0.930]","4.000 [3.000, 5.000]","0.600 [0.500, 0.750]"
SS 03,"0.740 [0.480, 0.948] (p=0.226)","0.775 [0.513, 0.962] (p=0.404)","11.000 [11.000, 12.000] (p=4.130e-08)","0.769 [0.714, 0.917] (p=3.462e-22)"
SS 05,"0.820 [0.576, 0.990] (p=0.054)","0.872 [0.644, 0.989] (p=0.101)","7.500 [7.000, 8.000] (p=8.872e-06)","0.700 [0.579, 0.800] (p=3.110e-06)"
SS 08,"0.490 [0.232, 0.790] (p=0.024)","0.594 [0.322, 0.879] (p=0.029)","1.500 [1.000, 2.000] (p=7.810e-08)","0.500 [0.333, 1.000] (p=6.678e-03)"
Lasso,"0.830 [0.626, 0.979] (p=0.068)","0.840 [0.614, 0.991] (p=0.174)","10.000 [9.000, 11.250] (p=1.676e-07)","0.538 [0.400, 0.667] (p=1.237e-02)"
Lasso 1SE,"0.830 [0.627, 0.978] (p=0.052)","0.840 [0.616, 0.985] (p=0.15)","10.000 [9.000, 11.250] (p=1.947e-07)","0.538 [0.385, 0.667] (p=4.833e-03)"
ElasticNet,"0.820 [0.586, 0.978] (p=0.052)","0.852 [0.648, 0.983] (p=0.129)","17.500 [14.750, 19.250] (p=6.287e-08)","0.618 [0.500, 0.700] (p=2.008e-01)"
