,ROC AUC,Average Precision,N features,CVS
STABL,"0.460 [0.192, 0.719]","0.519 [0.280, 0.825]","3.500 [2.000, 9.000]","0.250 [0.000, 0.667]"
SS 03,"0.690 [0.423, 0.909] (p=0.03)","0.604 [0.337, 0.897] (p=0.147)","9.000 [9.000, 9.000] (p=4.220e-31)","1.000 [0.889, 1.000] (p=0.000e+00)"
SS 05,"0.540 [0.264, 0.824] (p=0.219)","0.522 [0.319, 0.875] (p=0.483)","6.000 [6.000, 6.000] (p=5.267e-02)","1.000 [0.833, 1.000] (p=0.000e+00)"
SS 08,"0.290 [0.121, 0.480] (p=0.137)","0.428 [0.232, 0.661] (p=0.194)","0.000 [0.000, 1.000] (p=9.863e-47)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso,"0.550 [0.266, 0.813] (p=0.225)","0.573 [0.322, 0.852] (p=0.353)","8.000 [7.750, 9.000] (p=5.333e-09)","0.889 [0.750, 1.000] (p=0.000e+00)"
Lasso 1SE,"0.550 [0.280, 0.812] (p=0.221)","0.573 [0.324, 0.853] (p=0.363)","8.000 [7.000, 9.000] (p=9.824e-09)","0.875 [0.750, 0.889] (p=0.000e+00)"
ElasticNet,"0.530 [0.250, 0.791] (p=0.248)","0.505 [0.307, 0.832] (p=0.465)","9.000 [8.000, 9.000] (p=2.063e-17)","0.889 [0.778, 1.000] (p=0.000e+00)"
