,ROC AUC,Average Precision,N features,CVS
STABL,"0.380 [0.146, 0.640]","0.472 [0.278, 0.761]","1.500 [0.000, 4.000]","0.000 [0.000, 0.000]"
SS 03,"0.650 [0.374, 0.899] (p=0.033)","0.756 [0.458, 0.934] (p=0.011)","14.500 [14.000, 15.250] (p=1.317e-07)","0.526 [0.450, 0.625] (p=7.893e-56)"
SS 05,"0.670 [0.404, 0.900] (p=0.022)","0.749 [0.478, 0.931] (p=0.01)","10.000 [9.000, 11.000] (p=9.233e-07)","0.545 [0.462, 0.667] (p=2.962e-56)"
SS 08,"0.680 [0.405, 0.899] (p=0.017)","0.685 [0.404, 0.933] (p=0.045)","5.000 [5.000, 6.000] (p=4.878e-04)","0.667 [0.571, 0.800] (p=1.206e-58)"
Lasso,"0.490 [0.200, 0.791] (p=0.203)","0.677 [0.400, 0.891] (p=0.046)","7.000 [4.000, 11.250] (p=6.069e-05)","0.375 [0.250, 0.533] (p=1.905e-41)"
Lasso 1SE,"0.530 [0.240, 0.850] (p=0.14)","0.689 [0.396, 0.887] (p=0.053)","6.500 [2.750, 11.250] (p=1.753e-03)","0.270 [0.091, 0.400] (p=1.328e-24)"
ElasticNet,"0.590 [0.293, 0.869] (p=0.051)","0.749 [0.503, 0.925] (p=0.008)","12.000 [10.000, 15.250] (p=9.769e-07)","0.417 [0.333, 0.533] (p=6.698e-46)"
