,Spearman corr,pvalue
p38,0.5698028822981897,0.008721316687199636
Frequency,-0.3988705859810952,0.08149251949014447
S6,0.2271630547318699,0.33546596718370425
STAT6,0.22544859207627121,0.3392245168854384
STAT5,-0.1907641932953064,0.42045602297364715
NFkB,0.17342199390482396,0.4646587776970642
STAT3,0.1213953957333768,0.6101689948464966
MAPKAPK2,0.0693687975619296,0.7713562200019073
CREB,-0.043519413988924456,0.8554425906292168
ERK,0.0346843987809648,0.8845776882078991
IkB,-0.0173421993904824,0.9421499835467455
STAT1,,
