,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.305 [0.121, 0.505]","0.458 [0.250, 0.717]","0.000 [0.000, 3.000]","0.000 [0.000, 0.000]",9.177e-02
SS 03,"0.340 [0.101, 0.571] (p=0.408)","0.438 [0.231, 0.727] (p=0.42)","9.000 [8.750, 9.000] (p=6.588e-56)","1.000 [0.889, 1.000] (p=0.000e+00)",2.312e-01
SS 05,"0.260 [0.052, 0.490] (p=0.359)","0.421 [0.244, 0.709] (p=0.341)","7.000 [7.000, 7.000] (p=1.411e-32)","1.000 [0.857, 1.000] (p=0.000e+00)",7.566e-02
SS 08,"0.360 [0.162, 0.606] (p=0.364)","0.497 [0.263, 0.722] (p=0.396)","0.000 [0.000, 1.000] (p=3.200e-02)","0.000 [0.000, 0.000] (p=2.298e-10)",2.311e-01
Lasso,"0.125 [0.030, 0.255] (p=0.074)","0.387 [0.218, 0.615] (p=0.143)","0.500 [0.000, 3.000] (p=1.607e-02)","0.000 [0.000, 0.000] (p=2.542e-246)",2.804e-03
Lasso 1SE,"0.125 [0.030, 0.247] (p=0.074)","0.387 [0.208, 0.620] (p=0.177)","0.500 [0.000, 3.000] (p=1.607e-02)","0.000 [0.000, 0.000] (p=2.542e-246)",2.804e-03
ElasticNet,"0.290 [0.081, 0.562] (p=0.444)","0.417 [0.243, 0.717] (p=0.282)","0.000 [0.000, 2.000] (p=1.213e-01)","0.000 [0.000, 0.000] (p=2.602e-01)",1.212e-01
