,Spearman corr,pvalue
S6,0.3988705859810952,0.08149251949014447
MAPKAPK2,-0.3815283865906128,0.09694244809397427
ERK,0.1907641932953064,0.42045602297364715
Frequency,-0.17342199390482396,0.4646587776970642
CREB,0.1560797945143416,0.5111092083782216
STAT5,-0.1387375951238592,0.5596674186533706
STAT3,-0.12302493704584912,0.6053458504817233
p38,-0.11158567053033415,0.6395259894830241
IkB,-0.052026598171447204,0.827557337051562
NFkB,-0.052026598171447204,0.827557337051562
STAT6,0.0346843987809648,0.8845776882078991
STAT1,,
