,Spearman corr,pvalue
DDX3X,-0.37360824023762834,1.2304513520589552e-06
RNA5SP263,0.3716390273935626,1.4134555115873097e-06
SMOX,0.370548762495514,1.5256390337675964e-06
ZRSR2,-0.3698373987322047,1.6033515948094337e-06
ITGB2-AS1,-0.36935722503991714,1.6579227078408942e-06
SNORD97,-0.36878344233894406,1.725451721309802e-06
RP11-390K5.1,-0.36741737917144407,1.8969172561133257e-06
RNA5SP355,0.36729671250946416,1.9128186016174677e-06
RP1-37C10.3,0.3662005582139321,2.0631949116263706e-06
DPEP3,0.36604849712731596,2.084922994939993e-06
APOBR,-0.36594902207019503,2.099254613362394e-06
EIF3A,-0.36532982895126315,2.190592372274952e-06
RPL36A-HNRNPH2,-0.3650712680735433,2.2298408930662204e-06
Y_RNA.79,0.36481988617735117,2.268640175280893e-06
Y_RNA.77,0.3645026775771687,2.318516048981441e-06
SRSF11,-0.3635807086191023,2.4694679448956073e-06
ATG16L2,-0.3625675779473957,2.6461064503238803e-06
RNA5SP325,0.36214228467849835,2.723779161424183e-06
SAFB2,-0.3615608804099433,2.833474970152141e-06
ARHGAP30,-0.361407576186449,2.863091421720368e-06
NEAT1,-0.36112337217753326,2.9187758716309613e-06
RP11-1319K7.1,0.3584002441819859,3.507115414569567e-06
RN7SL4P,0.358321794425962,3.5256294684065105e-06
RNA5SP225,0.35769242225349585,3.677556000027795e-06
RP1-17K7.2,0.35752001583688164,3.720246149877862e-06
MAP1A,0.35749092689708345,3.7274951902958707e-06
BRCC3,-0.35633039511075404,4.0278928170120775e-06
Y_RNA.275,0.3557316262433622,4.191729664373437e-06
CSF3R,-0.35441651586096723,4.574048045950381e-06
RNA5SP242,0.353909541172084,4.730084357844113e-06
RNA5SP119,0.35300828204570933,5.020016085084691e-06
CLEC7A,-0.3528057013489183,5.087466464318687e-06
ARHGAP44,0.352716307842771,5.117503047125685e-06
XRN2,-0.3525806157323543,5.163417723131088e-06
ANP32E,-0.35121578358270455,5.647489676306158e-06
HCLS1,-0.3510416224508686,5.71226894566288e-06
ZNF3,-0.3500153495210484,6.108527734661767e-06
HCAR3,-0.3499539781503345,6.133031248351746e-06
NACA,-0.34991706117124827,6.147815789378061e-06
GP9,0.34964629840717876,6.257287952747782e-06
TTC14,-0.3496305303084142,6.263719743146867e-06
LINC00861,-0.34828995429391496,6.834044226998247e-06
GIMAP4,-0.3479559567451484,6.983607902978571e-06
RBM25,-0.3478471944938208,7.032977036371778e-06
Y_RNA.219,0.34772771025045524,7.087594079455056e-06
RIPK3,-0.34664807028848676,7.599653530101893e-06
SMCHD1,-0.34587129551807433,7.989528252928661e-06
RP4-706A16.3,-0.344465710259712,8.743602002744801e-06
E4F1,-0.3444346173902591,8.761020748400242e-06
SYF2,-0.3443511751281563,8.807928969965535e-06
ADGRG3,-0.34400055741049584,9.007643731290758e-06
YOD1,-0.3439100974065908,9.05986164798226e-06
MRFAP1L1,-0.3437609180027922,9.146601461899656e-06
LCP1,-0.34347343234263444,9.315979923915898e-06
VAMP1,-0.34296420928956345,9.623307226817906e-06
MYO1C,0.34024870230451354,1.1430808083335971e-05
IGF2,-0.3398405127947979,1.172879185277588e-05
PLEK2,-0.3395978080749649,1.190943480481625e-05
LMNA,0.33956034749158703,1.1937549562815637e-05
DDX60L,-0.33910887440868354,1.2281358851795665e-05
SF3B1,-0.3390071021278817,1.2360143395286815e-05
ARGLU1,-0.33884178029628814,1.2489142254655006e-05
SUDS3,-0.3386318396390713,1.2654790891294668e-05
BLOC1S2,-0.33805182238189657,1.3123297728313826e-05
TRIM21,-0.3378854467580635,1.3260682405693432e-05
STK10,-0.33787027683949195,1.3273276335404411e-05
MTIF3,-0.33757675982419183,1.3519187423874691e-05
AMY2B,-0.33745241556711913,1.3624656619859693e-05
RP11-22N19.2,-0.33653705899789127,1.4425329563619718e-05
SRSF5,-0.33632491166838246,1.461713801455884e-05
CYP4B1,0.3356491238739136,1.5244319173139892e-05
RP11-120B7.1,-0.3355437506696281,1.5344373879606403e-05
PEX11B,-0.33543953832773044,1.5443935918119824e-05
FOS,-0.3352571751665293,1.561963054017806e-05
NDEL1,-0.33518622582006263,1.5688493992910162e-05
PRPF38B,-0.33509565986962747,1.5776813833616203e-05
TREM1,-0.3344929966560305,1.63765938374318e-05
ANP32A,-0.33424419242856435,1.6630430840867006e-05
SCARNA13,-0.3341784997508469,1.6698069432416202e-05
Y_RNA.87,0.3340918872886359,1.6787644380809617e-05
ICAM1,-0.33378255685498387,1.7111271231344665e-05
BNIP3L,-0.33353156546509105,1.7378180309230134e-05
CDKN1A,0.33340367895221423,1.7515683499916788e-05
CDK6,0.33242307989647246,1.860465581313778e-05
HNRNPU,-0.33198696356119234,1.910921621126867e-05
ALPL,-0.33191727984812425,1.9191022300630343e-05
ZNF622,-0.33181090841593147,1.9316535665822587e-05
USF2,0.3317157190016824,1.94295108496013e-05
FAM157C,-0.3316463172584049,1.951227255453731e-05
ITGAX,-0.33158754767014925,1.958261527462985e-05
KIAA1257,-0.3314351772116243,1.976610666593451e-05
AGTPBP1,-0.33119593353427734,2.0057489938434062e-05
QKI,-0.3310222241025556,2.0271590013528353e-05
MT-TL1,0.33089103042890794,2.0434715137488623e-05
CYTIP,-0.33055343577005925,2.086018681359787e-05
CYSLTR2,-0.3303332090850476,2.114222608672617e-05
SULF2,-0.33026021419416735,2.1236499589930875e-05
NRBF2,-0.3297074635409123,2.1963353070391293e-05
HSP90AA1,-0.3294655435847782,2.2288794362732474e-05
PTPRC,-0.3293611117682243,2.243068054384714e-05
MAGOH,-0.32905641245032935,2.284954127246191e-05
RPS4XP22,-0.3290371302699977,2.2876294375828092e-05
LZTFL1,-0.3288685285311246,2.31114821136102e-05
RNA5-8SP6,0.3287688299649596,2.3251624884234955e-05
PTGS2,-0.3285124250398276,2.3615731548117744e-05
DENND3,-0.3281970596363965,2.4070934065750255e-05
SSBP1,-0.32813692906468434,2.4158660481587857e-05
RP11-451B8.1,0.3279913591374448,2.4372286154449745e-05
PTRH2,-0.3279781289233825,2.439178963580789e-05
MRPS6,-0.32770775225535453,2.4793604253040377e-05
RNA5SP48,0.3271759492660095,2.560219504122386e-05
GIMAP7,-0.3269929394538931,2.5886154826546653e-05
VNN2,-0.326985600081397,2.5897604306050624e-05
IK,-0.3269685287980826,2.5924254097318816e-05
ANKHD1-EIF4EBP3,-0.32675668334158814,2.6257120149883223e-05
PDAP1,-0.32669932481646075,2.634793589156222e-05
MALAT1,-0.32666152770581003,2.640794166426058e-05
ITGA4,-0.32653067619708176,2.661667392358483e-05
TAX1BP1,-0.3263085199484496,2.697461656081091e-05
RN7SL1,0.3262391027344352,2.7087389291236894e-05
FCGR3A,-0.326193768741678,2.7161276774698266e-05
EWSR1,-0.3261279927343343,2.7268819152486355e-05
CLEC4D,-0.32576239347540303,2.787391136906678e-05
FCGR3B,-0.3254414567317964,2.841548254771451e-05
CCDC112,-0.3254352565395599,2.8426042081361984e-05
PIR,-0.3247104814501658,2.9686185502407038e-05
C6orf203,-0.32388889214716454,3.11781887930927e-05
PTPRE,-0.32387785955357956,3.1198695931202404e-05
AATF,-0.3237746479992776,3.139115904790453e-05
IRF1,-0.3233175172360128,3.2257102010081066e-05
SMG1P1,-0.32316953915832436,3.2542198639834644e-05
SRC,0.32307014497886777,3.27350220050488e-05
CPVL,-0.32281893753315594,3.322716359789841e-05
KCTD9P1,-0.3228025243505584,3.32595597824536e-05
HSP90B1,-0.3222697118091499,3.432750376206562e-05
EID3,-0.32206022665727685,3.4756153158954687e-05
DCUN1D1,-0.32194934655743196,3.498506901975844e-05
NACAP1,-0.32136837819910113,3.620785885440345e-05
CXCL8,-0.32108388057608983,3.682120705391463e-05
CNTNAP3,-0.32093726361804126,3.714110012826105e-05
NCL,-0.32078065255490734,3.7485683878346264e-05
LRRK2,-0.3207277514655655,3.760275711287522e-05
DUSP1,-0.32067105368064397,3.7728614261498385e-05
RBM17,-0.32062974912385794,3.782055091357291e-05
RN7SL664P,0.32030721682640606,3.8545728459460685e-05
GSPT1,-0.3200838417000139,3.905560140104417e-05
HNRNPA2B1,-0.31996406160018026,3.933161426508441e-05
RNA5SP388,0.3199487762668254,3.936696833862012e-05
AQP9,-0.31943162193965735,4.058086843233273e-05
MMP9,-0.3192380079124367,4.104431590718506e-05
SFRP2,-0.31906441042025535,4.146407511521925e-05
RP11-482G13.1,-0.31897813496344163,4.16741868172987e-05
RNA5-8SP2,0.3188281150539819,4.2041923300886273e-05
PLB1,-0.31882463007030415,4.2050501998207846e-05
GPR78,0.31856959679020047,4.268277997707123e-05
STK38L,-0.3183696357726907,4.31847585685276e-05
Y_RNA.208,0.3183404363902016,4.325852258485431e-05
RHOBTB1,0.3182936818108914,4.3376881421385694e-05
MT-RNR1,0.3182592325784932,4.346428396189372e-05
KRBOX4,-0.31801464658733225,4.408960675359351e-05
SEC62,-0.31800281078476755,4.412008019601507e-05
AIMP1,-0.3177695392528394,4.472473327085435e-05
MAGI2-AS3,0.317344822938448,4.584565754022512e-05
ST13,-0.3168669579315057,4.7138377890650454e-05
RP11-10J21.2,-0.3166627001211208,4.770131206727479e-05
SCOC,-0.31664708385383233,4.774460920754057e-05
BCAS2,-0.3166176488319196,4.782632011121018e-05
none.110,0.3165224050739715,4.8091615182873126e-05
NCF2,-0.316321738657271,4.865508676943967e-05
PRKCB,0.31629576739267534,4.872846548801758e-05
AC003104.1,-0.3160910686311757,4.931046481389346e-05
OPA1,-0.31591208295931344,4.982469819510932e-05
RP11-570P14.1,-0.3158014339995744,5.014511084973009e-05
PROK2,-0.31579626320756143,5.0160131418307146e-05
SORL1,-0.3156128103694701,5.069578251326573e-05
Y_RNA.189,0.31502916612484777,5.2435856498626046e-05
TNFRSF8,-0.3147974729361038,5.314204318165368e-05
HK2,-0.3147400374644763,5.331847826278719e-05
NPM1,-0.3146256355058187,5.367154685672469e-05
HEMGN,-0.3146171815014506,5.3697724559609886e-05
RP11-53I6.3,0.31459022094225836,5.378128759398922e-05
WRN,-0.31434257771179464,5.455457518481847e-05
KNG1,0.3143403536766811,5.456156695882382e-05
IGHEP2,-0.31421224934405956,5.496571477818904e-05
PFDN4,-0.3140600433443268,5.544955020825543e-05
TNIP2,-0.3138152919590519,5.6235957738514946e-05
TMSB4XP2,0.3135786625998558,5.700620632029128e-05
Y_RNA.10,0.31295959440227783,5.906839899682739e-05
FCN1,-0.31295959440227783,5.906839899682739e-05
USP15,-0.3127027595805867,5.9944311935063765e-05
RNA5SP161,0.31268991980717853,5.9988418970158306e-05
GNPNAT1,-0.3125531971892407,6.0459978150770333e-05
EHBP1L1,-0.31239084204346124,6.1024458812180025e-05
SF3A3,-0.31222162633214834,6.161804946415664e-05
HNRNPM,-0.31211905833852954,6.198047779922191e-05
CPNE5,0.31200102443566746,6.240002882422714e-05
UBTD1,-0.31195500925203645,6.256430979118835e-05
CEP63,-0.31185639708371626,6.291773631344937e-05
BAZ1A,-0.3114290733563432,6.447100698933163e-05
RP1-121G13.3,-0.3113849591524468,6.463338765999565e-05
HOXA3,0.31130687023125286,6.492176672580631e-05
LIN7A,-0.311285897559579,6.499942311663859e-05
RPL22L1,-0.31121527171328445,6.526157316568197e-05
MRPS22,-0.31107406696205336,6.578867312287822e-05
LINC01001,-0.31099695858169507,6.607819099498486e-05
MT-RNR2,0.3106905667088782,6.724043777092823e-05
TRIM44,-0.3104611627377151,6.812315594056359e-05
BAZ2B,-0.3104276937162825,6.825284464715321e-05
MNDA,-0.31042315595765546,6.827044575284674e-05
PCYT1B,0.3101199849964552,6.945607067418687e-05
TCEAL4,-0.3098785409846552,7.041406845101621e-05
TIGD7,-0.3095521411202238,7.172884333613746e-05
LENG1,-0.3095208146985115,7.185623191932887e-05
PGGHG,-0.30942482758433915,7.224788342783782e-05
PRRC2C,-0.3092941837734653,7.278415670980685e-05
RP4-561L24.3,0.3090933973838369,7.361562873238536e-05
SGO2,-0.30860822877456484,7.56616167866732e-05
CTD-3088G3.8,-0.3085995106565394,7.56988640872703e-05
MYO1F,-0.3085972443173438,7.570854961010577e-05
HNRNPK,-0.3084537104479939,7.632433171941148e-05
HSPA1A,-0.3083706397958319,7.668285697730884e-05
U2AF1L5,-0.30825417013449263,7.718818556462208e-05
AC007318.5,-0.3079678828068338,7.844358815043745e-05
AIF1,-0.30775676158202653,7.938159846247479e-05
RPL5,-0.3076166811261403,8.000975934130355e-05
RNA5SP428,0.3075210158239343,8.044142089850933e-05
THRAP3,-0.30747660067025406,8.06425714279807e-05
TYMP,-0.3073444389705677,8.124390349943153e-05
HAL,-0.30726230266757354,8.161973362277381e-05
SNN,0.3071964397584816,8.192227682663722e-05
CXCL1,-0.30718048027072975,8.199574503716044e-05
SRSF4,-0.3065383682626898,8.500333352325577e-05
RN7SL2,0.30648803092496324,8.524342059642745e-05
WASL,-0.3063421420307661,8.594283648051522e-05
ITGA2B,0.30622067640949224,8.652925616320276e-05
PRAM1,-0.3060362540912392,8.742678462733641e-05
HCAR2,-0.30602488727929106,8.748238751985168e-05
U1.6,0.30593229047157977,8.793657640594461e-05
TRABD2A,-0.3058789749608169,8.819908980058858e-05
NAP1L4P1,-0.3058450025513536,8.83667444460832e-05
VIL1,0.3058297610732881,8.844205835454063e-05
AHCTF1,-0.30572868266888037,8.89430468059177e-05
LINC01002,-0.30565010714072316,8.933433413602928e-05
MMP25,-0.30563400418501424,8.941472158521163e-05
Y_RNA.18,0.3055358719647855,8.990607141982794e-05
HMGB2,-0.3054050292023518,9.056513347003578e-05
Y_RNA.198,0.3052846721615794,9.117536659426008e-05
ADGRE3,-0.30498699284368896,9.270121843706831e-05
JAML,-0.3049621517820164,9.282962319369969e-05
CLASRP,-0.3045397491123522,9.503867081560973e-05
ADAMTSL4,-0.3041302273527288,9.722720870915793e-05
NAGK,-0.30408870532443005,9.745171971184874e-05
AC240274.1,-0.3039810707919869,9.803596227596478e-05
LACTB,-0.3032435332706081,0.00010212829834928973
LILRA2,-0.3031429000754618,0.00010269889806243525
CCDC174,-0.3030970065656357,0.00010296010674624328
EIF5B,-0.30302343035077384,0.00010338017123096032
XIST,-0.3029790864253312,0.00010363411456816296
DUT,-0.30293603506983385,0.0001038812134709674
PPP2R2C,0.30264517776346217,0.00010556510972935437
LRRFIP1,-0.30257378471423635,0.00010598231588345919
CEBPD,-0.3025432549143661,0.00010616119563267364
VWF,0.30246999583655465,0.00010659158563788317
CNOT8,-0.302180598035792,0.00010830776382630996
THBD,-0.3021203913611344,0.0001086680289100374
LINC01255,0.3020836852746083,0.00010888822013376921
GPS2,-0.3020400489204265,0.0001091505267876219
FRAT2,-0.3018445082371649,0.00011033322719230057
IFT43,-0.3016676301738097,0.00011141335263782863
AC067945.3,-0.301335700430921,0.00011346703071488574
PIGX,-0.3012802007115967,0.0001138138436724737
MT-TP,0.3012429798511801,0.00011404698806371234
COQ9,-0.3011121256504919,0.00011487017974872052
SYPL1,-0.3010365115167093,0.0001153483879994821
PSIP1,-0.30096673507728083,0.00011579132585070204
HMGB3,-0.30094693235776515,0.00011591732177255097
GAPDHP60,-0.30086467509008474,0.00011644206021553785
PITPNM2,0.30065417655015186,0.0001177950002796609
ARID4B,-0.300501737449103,0.00011878392408860569
RN7SL151P,0.30047257787594306,0.00011897397324201905
MT-TL2,0.3004062756078632,0.00011940715934977417
OSM,-0.30017257394650654,0.00012094582341845316
CEP85L,-0.3001566753568657,0.00012105116754103209
PSPC1,-0.300140142773885,0.00012116080336960607
RRP15,-0.29978954338834457,0.00012350774827783512
RAP1GAP,-0.29974510007450117,0.00012380826867664524
LYZ,-0.29966117314854607,0.0001243776352251687
SARS2,-0.299635120651249,0.00012455487388795072
CMIP,0.2996320951406257,0.00012457547211993468
CBX1,-0.29957860836270844,0.00012494014538901865
DDX5,-0.2994967091324311,0.00012550046671587126
TLN1,0.2994886616429659,0.00012555565076678767
FERMT3,0.2993519342288533,0.00012649670034530703
EMBP1,-0.29933841328684707,0.00012659011738466473
KDM3A,-0.29910610338980886,0.0001282052535002252
PLAC8,-0.29893637852600935,0.00012939740413953974
Y_RNA.289,0.29856492858651873,0.00013204266707419002
CTDP1,-0.29834948455963634,0.0001335999767319517
STON2,0.29810211294550926,0.00013540920120769768
FAM21C,-0.29795911053643576,0.00013646549192887402
GIT2,-0.29795911053643576,0.00013646549192887402
WBSCR22,-0.2978748685823431,0.00013709134027780622
FAM155B,0.2978543660737057,0.0001372440616688143
MRPS24,-0.2978000752911147,0.0001376492359398631
RPL4,-0.29767096875821863,0.0001386172497359883
BTG2,-0.29754976656689264,0.0001395317743261482
MT-TY,0.2974963763805887,0.00013993641016176502
UVSSA,-0.29735878168381574,0.0001409842698684398
SLC16A3,-0.2972973407820995,0.00014145453611762607
RABL2B,-0.29712694643207677,0.00014276639453886543
AC009413.2,-0.29696307880139877,0.00014403870006896526
NPM1P39,-0.29686985177445746,0.00014476724732869533
ZCCHC6,-0.2968592921466897,0.0001448499846581465
LSP1,-0.29683048602290135,0.0001450759121469151
ZFAND4,-0.29672916621777634,0.00014587318054758497
RBM39,-0.2966950561003224,0.00014614250531798053
ZNF738,-0.2966897854768439,0.00014618416215200612
CCNL1,-0.2965468937935901,0.00014731774744727765
C9orf72,-0.29652347412715413,0.00014750431983162176
NCK2,0.2964148907971114,0.00014837222965196996
NCKAP1,0.29630285968418735,0.00014927268696722948
HK3,-0.29623094709263165,0.00014985337142350933
COMMD8,-0.29617702795630924,0.00015029014203289277
Y_RNA.336,0.2960697555496801,0.00015116263140725026
SCARNA10,-0.2958353778071703,0.00015308537561749426
MIER1,-0.2955805725164588,0.00015520155243291757
SLC9B2,-0.2955497657906354,0.00015545924418947316
FAM50A,-0.29553344826667455,0.00015559589834976092
TOM1,-0.295459840869212,0.0001562137302178427
SMIM3,0.29544860504122666,0.0001563082403100013
ACIN1,-0.29529422958426793,0.0001576121768652645
none.179,0.29515156793069564,0.0001588261794554332
IER3IP1,-0.29510276727676626,0.00015924345311338443
MKLN1,-0.2949459494705016,0.00016059126262086572
ACTR3,-0.2948801446195004,0.0001611599990304634
GRIN2C,0.29466211596318026,0.00016305781179402518
S100Z,-0.2946014183529113,0.00016358984309789297
TAGLN2,0.29458919872872175,0.0001636971468901267
CLEC3B,-0.2944595230399474,0.00016483991185970839
MOSPD1,-0.294420324450408,0.0001651868091566762
LUC7L3,-0.2942842977098346,0.00016639589320617556
GHITM,-0.294270343067645,0.00016652039532996746
ZNF415P1,-0.2941131452236502,0.00016792890968574288
GRK5,0.2939173170947404,0.00016969908296987431
STX16-NPEPL1,-0.2938543100518172,0.00017027231629689253
NCLN,-0.29371183070753504,0.00017157524058877984
RP11-64B16.2,-0.2937108403806194,0.00017158432919822832
RP3-508I15.18,-0.2935431585081005,0.00017312969282657728
C21orf91,-0.29349366146441597,0.0001735883319657161
RBFA,-0.29341545651631407,0.0001743152853902368
AC083873.4,-0.2934074661161282,0.000174389719523094
YWHAB,-0.2933330724617918,0.0001750841517662462
CAMK4,-0.2932928886699965,0.0001754603203287194
C17orf107,-0.29329224488882744,0.0001754663530153814
SRSF10,-0.29265864286687954,0.0001814982149950775
COTL1,-0.2926280723463147,0.00018179407122744193
CCNH,-0.29256356160688857,0.00018241986924482303
GNAI2,-0.29234791143454225,0.00018452641177887143
BIRC2,-0.29184248800760765,0.00018955261800178818
FRG1BP,-0.29153917397928025,0.0001926298214344147
MAK16,-0.2915361178383399,0.00019266106207258248
GLIPR2,-0.2915202951882077,0.0001928228805853039
FAM49B,-0.2913858354327386,0.0001942031165485365
BCLAF1,-0.29132483439060947,0.00019483232229356814
TNFRSF1A,-0.2913173471017673,0.00019490968180840701
SLC11A1,-0.2912381866404819,0.0001957293272491134
RNF185,-0.2911703024134791,0.00019643476959597418
MRM3,-0.29093483486608,0.00019890009068636923
RP3-395M20.7,-0.2908607443976105,0.00019968174524692017
LMF2,-0.290818759177299,0.000200125957181858
ARHGEF10L,-0.29066818479346734,0.0002017266370008388
CUL4A,-0.2905669907572297,0.00020280906334161884
RPL22,-0.2905314194296829,0.00020319083539242154
MAGI2,0.29042024351268203,0.00020438835431482578
MADD,0.29039740607896647,0.0002046351566428953
CRAT,0.2903605070737035,0.0002050345071873197
ERP29,-0.2902651206810742,0.00020607021706133322
RP11-291B21.2,-0.2901789384234054,0.0002070101710294031
MT-TE,0.2900147885306151,0.00020881152737868466
LRRC40,-0.29001351498214367,0.00020882555993370096
FLNA,0.28996329728762366,0.00020937958178246017
BCL2A1,-0.2899325173917195,0.00020971983346902362
SOCS3,-0.28991107144589834,0.0002099572083439693
LIMK2,-0.289910229871594,0.0002099665284194663
BICD2,0.28982646322859024,0.00021089613592173813
CEP295NL,-0.28977568719799124,0.00021146148922751757
IGFBP7,-0.28956644444592144,0.00021380615690348872
DMTN,0.2895463023168178,0.00021403313044136442
RN7SL736P,0.28944619233579394,0.00021516455777503935
C17orf62,-0.2892774363763364,0.00021708440988632853
RSRC2,-0.2892653543252402,0.00021722247057083302
COX11,-0.2892342248072087,0.00021757856149228982
SNORA58.1,-0.2892342248072087,0.00021757856149228982
OXTR,0.28922386763827346,0.0002176971575584501
NAMPT,-0.28898598049327295,0.0002204377155404227
CTD-2583A14.11,-0.28898326478370284,0.00022046918600992656
INF2,0.2888642272414937,0.00022185274093733411
MRPL1,-0.2888369720307508,0.00022217065770792235
C9orf64,-0.2888011052903747,0.00022258966860799176
Y_RNA.392,0.28877418996183335,0.00022290458762015092
RNA5SP71,0.28862388518078436,0.00022467083616564313
SFPQ,-0.2885702623072068,0.00022530410718089687
FAR1,-0.28855839442129644,0.00022544448764722012
RETN,-0.28847891276549853,0.0002263867420908719
ATG3,-0.28839861175563797,0.00022734242660630015
TMEM147,-0.2883519355930045,0.00022789965460698932
MTG1,-0.2883336032926412,0.00022811885576409042
AGGF1,-0.2883125626352314,0.00022837068255730368
TOP1,-0.2882855782138419,0.00022869402598151538
RIPK1,-0.2881429792103714,0.00023040980992845365
CAPN3,-0.2880588000306362,0.00023142828150799445
LINC00442,0.28805851556158596,0.00023143173034014078
PLPPR2,-0.2880551422116987,0.00023147263163879239
RGS2,-0.2880451943089992,0.000231593287404383
FAM105A,-0.2875034016083658,0.00023825354616275989
FAM83D,-0.2874750692622671,0.00023860668562509032
ZNF746,-0.28742294092241616,0.00023925769361076113
TPR,-0.28733289674037776,0.00024038610501685398
PRPF40A,-0.2871148749015902,0.00024313881420293606
RTEL1P1,-0.2870401436833574,0.00024408907857380218
CEP44,0.28702225847909835,0.00024431701370309175
RPS3AP36,-0.2866849106823184,0.0002486535028112201
MRPL16,-0.28664406770104006,0.0002491833500639219
OAZ1,0.2866014039857382,0.00024973793709331694
COL6A5,0.2865753609719515,0.00025007703439016647
ZEB1,-0.28649150671451235,0.000251171780068839
ELK3,0.28641425295209877,0.00025218429201182544
IFT20,-0.28631661743359005,0.0002534693569094539
EIF3C,-0.28621793677779767,0.00025477435553111614
BACH1-IT1,-0.2862030536975065,0.00025497171693146883
ARID4A,-0.28610815030718084,0.00025623355403089573
NOL7,-0.2860856785180667,0.00025653318731068506
CANX,-0.2860624403623328,0.0002568433813391367
IGF2R,-0.2859635546283888,0.00025816725428609626
SLC16A6,-0.28592640899049765,0.0002586661917853548
RRP1,-0.28590433465351034,0.0002589631166877844
NXF1,-0.28582855840448507,0.0002599848031326953
TDP2,-0.28561540921729794,0.00026287878738981174
NEU1,-0.2855060679051903,0.0002643749243871592
