,ROC AUC,Average Precision,N features,CVS
STABL,"0.783 [0.656, 0.894]","0.427 [0.236, 0.700]","18.000 [15.000, 21.000]","0.304 [0.250, 0.367]"
SS 03,"0.756 [0.627, 0.860] (p=0.313)","0.400 [0.230, 0.649] (p=0.267)","15.500 [14.000, 17.000] (p=3.510e-08)","0.333 [0.269, 0.391] (p=1.047e-33)"
SS 05,"0.580 [0.383, 0.756] (p=0.032)","0.405 [0.183, 0.619] (p=0.444)","2.000 [1.000, 2.000] (p=6.778e-35)","0.333 [0.333, 0.500] (p=6.943e-249)"
SS 08,"0.433 [0.311, 0.554] (p=0.0)","0.156 [0.087, 0.237] (p=0.001)","0.000 [0.000, 1.000] (p=1.282e-35)","0.000 [0.000, 0.000] (p=0.000e+00)"
EF Lasso,"0.756 [0.605, 0.892] (p=0.414)","0.482 [0.255, 0.699] (p=0.318)","43.000 [28.500, 69.250] (p=2.484e-19)","0.222 [0.171, 0.273] (p=0.000e+00)"
