,ROC AUC,Average Precision,N features,CVS
STABL,"0.360 [0.190, 0.550]","0.462 [0.250, 0.724]","0.000 [0.000, 0.250]","0.000 [0.000, 0.000]"
SS 03,"0.520 [0.213, 0.790] (p=0.223)","0.670 [0.386, 0.878] (p=0.074)","16.000 [15.000, 17.000] (p=6.255e-08)","0.500 [0.409, 0.600] (p=7.949e-70)"
SS 05,"0.560 [0.253, 0.798] (p=0.149)","0.654 [0.366, 0.883] (p=0.071)","10.000 [8.750, 11.000] (p=5.757e-07)","0.500 [0.365, 0.583] (p=1.573e-69)"
SS 08,"0.275 [0.062, 0.531] (p=0.289)","0.404 [0.240, 0.707] (p=0.214)","4.000 [3.000, 4.000] (p=3.172e-04)","0.333 [0.200, 0.500] (p=9.030e-67)"
Lasso,"0.190 [0.050, 0.390] (p=0.111)","0.379 [0.211, 0.641] (p=0.084)","1.000 [0.000, 8.000] (p=7.866e-02)","0.000 [0.000, 0.000] (p=3.936e-07)"
Lasso 1SE,"0.180 [0.052, 0.365] (p=0.115)","0.374 [0.213, 0.624] (p=0.101)","0.500 [0.000, 6.250] (p=9.288e-02)","0.000 [0.000, 0.000] (p=4.584e-07)"
ElasticNet,"0.330 [0.071, 0.619] (p=0.421)","0.508 [0.270, 0.778] (p=0.318)","8.500 [2.250, 81.500] (p=2.270e-04)","0.067 [0.000, 0.293] (p=3.747e-25)"
