,ROC AUC,Average Precision,N features,CVS
STABL,"0.350 [0.131, 0.599]","0.426 [0.249, 0.742]","1.000 [0.000, 1.000]","0.000 [0.000, 1.000]"
SS 03,"0.510 [0.250, 0.770] (p=0.13)","0.535 [0.308, 0.879] (p=0.171)","7.000 [7.000, 7.000] (p=2.155e-60)","1.000 [0.857, 1.000] (p=0.000e+00)"
SS 05,"0.350 [0.090, 0.616] (p=0.497)","0.426 [0.259, 0.714] (p=0.496)","6.000 [6.000, 6.000] (p=1.990e-62)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 08,"0.330 [0.094, 0.576] (p=0.414)","0.447 [0.258, 0.753] (p=0.37)","2.000 [1.000, 2.250] (p=1.297e-20)","0.500 [0.333, 1.000] (p=0.000e+00)"
Lasso,"0.400 [0.210, 0.606] (p=0.357)","0.497 [0.281, 0.725] (p=0.075)","0.000 [0.000, 7.250] (p=1.103e-03)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso 1SE,"0.400 [0.212, 0.607] (p=0.362)","0.497 [0.281, 0.724] (p=0.075)","0.000 [0.000, 7.250] (p=1.103e-03)","0.000 [0.000, 0.000] (p=0.000e+00)"
ElasticNet,"0.280 [0.080, 0.535] (p=0.337)","0.409 [0.247, 0.699] (p=0.42)","0.000 [0.000, 0.000] (p=5.649e-16)","0.000 [0.000, 0.000] (p=0.000e+00)"
