,ROC AUC,Average Precision,N features,CVS
STABL,"0.490 [0.210, 0.771]","0.639 [0.392, 0.870]","22.000 [8.000, 39.250]","0.296 [0.160, 0.475]"
SS 03,"0.560 [0.302, 0.833] (p=0.34)","0.534 [0.324, 0.896] (p=0.237)","1.000 [1.000, 1.250] (p=2.489e-68)","1.000 [0.500, 1.000] (p=0.000e+00)"
SS 05,"0.350 [0.187, 0.500] (p=0.222)","0.500 [0.300, 0.750] (p=0.12)","0.000 [0.000, 0.000] (p=1.678e-72)","0.000 [0.000, 0.000] (p=0.000e+00)"
SS 08,"0.500 [0.500, 0.500] (p=0.479)","0.500 [0.300, 0.700] (p=0.125)","0.000 [0.000, 0.000] (p=2.317e-76)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso,"0.190 [0.047, 0.374] (p=0.024)","0.379 [0.224, 0.637] (p=0.026)","0.000 [0.000, 12.000] (p=4.707e-38)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso 1SE,"0.180 [0.042, 0.365] (p=0.025)","0.374 [0.219, 0.622] (p=0.024)","0.000 [0.000, 12.000] (p=4.941e-39)","0.000 [0.000, 0.000] (p=0.000e+00)"
ElasticNet,"0.370 [0.115, 0.626] (p=0.259)","0.524 [0.288, 0.793] (p=0.236)","8.500 [2.250, 85.000] (p=7.228e-01)","0.067 [0.000, 0.385] (p=0.000e+00)"
