,ROC AUC,Average Precision,N features,CVS
STABL,"0.440 [0.242, 0.661]","0.477 [0.278, 0.751]","0.000 [0.000, 3.000]","0.000 [0.000, 0.000]"
SS 03,"0.380 [0.095, 0.675] (p=0.353)","0.525 [0.271, 0.831] (p=0.372)","14.000 [13.000, 15.250] (p=1.660e-07)","0.600 [0.500, 0.688] (p=1.460e-69)"
SS 05,"0.290 [0.062, 0.565] (p=0.152)","0.400 [0.224, 0.689] (p=0.141)","5.000 [5.000, 7.000] (p=2.186e-03)","0.500 [0.429, 0.667] (p=3.037e-67)"
SS 08,"0.360 [0.212, 0.500] (p=0.385)","0.476 [0.248, 0.700] (p=0.501)","0.000 [0.000, 0.000] (p=8.425e-02)","0.000 [0.000, 0.000] (p=8.080e-06)"
Lasso,"0.320 [0.100, 0.580] (p=0.182)","0.467 [0.252, 0.762] (p=0.462)","3.000 [0.750, 4.000] (p=1.024e-01)","0.143 [0.000, 0.333] (p=2.233e-21)"
Lasso 1SE,"0.340 [0.117, 0.616] (p=0.23)","0.473 [0.284, 0.752] (p=0.496)","2.000 [0.750, 3.000] (p=1.109e-01)","0.134 [0.000, 0.421] (p=1.148e-20)"
ElasticNet,"0.360 [0.131, 0.616] (p=0.278)","0.451 [0.266, 0.773] (p=0.424)","4.500 [3.000, 6.500] (p=2.508e-02)","0.375 [0.000, 0.600] (p=2.471e-30)"
