,ROC AUC,Average Precision,N features,CVS
STABL,"0.645 [0.359, 0.884]","0.673 [0.388, 0.919]","5.000 [2.000, 9.000]","0.300 [0.000, 0.500]"
SS 03,"0.740 [0.479, 0.948] (p=0.153)","0.775 [0.502, 0.959] (p=0.277)","11.000 [11.000, 12.000] (p=1.852e-06)","0.769 [0.714, 0.917] (p=6.346e-55)"
SS 05,"0.820 [0.593, 0.990] (p=0.01)","0.872 [0.666, 0.992] (p=0.044)","8.000 [7.000, 8.000] (p=1.886e-01)","0.700 [0.571, 0.794] (p=1.498e-42)"
SS 08,"0.490 [0.208, 0.781] (p=0.125)","0.594 [0.336, 0.884] (p=0.36)","1.500 [1.000, 2.000] (p=4.754e-04)","0.500 [0.333, 1.000] (p=1.901e-16)"
Lasso,"0.800 [0.550, 0.979] (p=0.09)","0.804 [0.549, 0.981] (p=0.221)","10.000 [9.000, 10.000] (p=3.978e-04)","0.538 [0.417, 0.667] (p=1.613e-23)"
Lasso 1SE,"0.810 [0.582, 0.976] (p=0.063)","0.809 [0.544, 0.983] (p=0.208)","10.000 [9.000, 10.250] (p=3.299e-04)","0.538 [0.385, 0.667] (p=1.772e-23)"
ElasticNet,"0.820 [0.600, 0.978] (p=0.045)","0.852 [0.626, 0.984] (p=0.161)","17.500 [14.750, 19.250] (p=2.536e-07)","0.618 [0.500, 0.700] (p=7.356e-37)"
