,Max Proba
intMC_S6,0.718
mDC_S6,0.653
CCR2nncMC_S6,0.622
MDSC_S6,0.588
CD41hiCD61hiPLT_MAPKAPK2,0.535
CCR2pcMC_S6,0.519
CD62LnAgedNeutrophils_S6,0.499
Th1mem_S6,0.47
CD62LpImmatureNeutrophils_S6,0.437
Th1naive_S6,0.434
CD62LpImmatureNeutrophils_IkB,0.415
CD41hiCD61hiPLT_p38,0.384
CCR2nncMC_NFkB,0.382
pDC_IkB,0.362
gdTcells_Frequency,0.337
pDC_S6,0.294
CD61pCD41pPLT_STAT3,0.292
CD4Trm_STAT6,0.288
CD4Tnaive_Frequency,0.287
mDC_NFkB,0.266
CD56dimCD16pNKcells_Frequency,0.245
CCR2nncMC_Frequency,0.24
CD61pCD41pPLT_CREB,0.229
CD56brightCD16nNKcells_Frequency,0.222
Th1mem_ERK,0.222
CCR2pcMC_NFkB,0.221
CD62LpImmatureNeutrophils_Frequency,0.218
CD62LnAgedNeutrophils_p38,0.209
mDC_Frequency,0.201
CD62LnAgedNeutrophils_MAPKAPK2,0.201
CCR2pcMC_Frequency,0.198
Th1mem_IkB,0.182
CD4Tem_Frequency,0.169
CD4Trm_Frequency,0.168
NKT_CREB,0.16
CD56dimCD16pNKcells_CREB,0.156
mDC_MAPKAPK2,0.154
Tregnaive_Frequency,0.152
CD62LnAgedNeutrophils_IkB,0.151
CD8Tnaive_STAT5,0.147
CD62LpImmatureNeutrophils_CREB,0.146
CD8Tnaive_NFkB,0.14
CCR2nncMC_CREB,0.14
CD8Tcm_CREB,0.132
Th1mem_STAT5,0.131
CD8Tcm_STAT3,0.131
CD4Tem_STAT3,0.129
CD4Tcm_IkB,0.129
gdTcells_NFkB,0.121
Th1naive_CREB,0.119
intMC_CREB,0.119
CD8Trm_CREB,0.105
Tregnaive_STAT5,0.1
CD4Tnaive_STAT5,0.096
CD41hiCD61hiPLT_S6,0.095
CCR2pcMC_ERK,0.094
CCR2nncMC_STAT3,0.092
CD62LnAgedNeutrophils_STAT3,0.09
CD8Tnaive_STAT3,0.09
mDC_ERK,0.089
intMC_Frequency,0.089
CCR2pcMC_MAPKAPK2,0.083
MDSC_ERK,0.081
Th1naive_IkB,0.08
CD4Trm_IkB,0.08
CD8Tem_CREB,0.078
gdTcells_CREB,0.076
Th1naive_p38,0.076
CD61pCD41pPLT_S6,0.075
CD8Trm_Frequency,0.075
CD56brightCD16nNKcells_NFkB,0.073
CD4Tem_STAT5,0.065
Th1mem_NFkB,0.064
MDSC_Frequency,0.062
CCR2pcMC_CREB,0.061
CD62LpImmatureNeutrophils_STAT3,0.06
Bcells_NFkB,0.059
MDSC_IkB,0.058
intMC_NFkB,0.057
NKT_Frequency,0.051
Tregnaive_ERK,0.051
NKT_STAT6,0.05
Tregmem_STAT3,0.05
CD8Trm_NFkB,0.049
Th1mem_STAT6,0.049
Th1mem_STAT3,0.048
CD8Tnaive_Frequency,0.048
CD62LnAgedNeutrophils_CREB,0.047
CD4Trm_STAT5,0.046
gdTcells_STAT6,0.044
CD4Trm_STAT3,0.044
Th1naive_STAT6,0.043
MDSC_MAPKAPK2,0.041
CD4Tcm_STAT5,0.041
CD62LnAgedNeutrophils_Frequency,0.041
mDC_STAT3,0.041
Th1naive_MAPKAPK2,0.04
Th1mem_CREB,0.039
gdTcells_IkB,0.038
CD4Tcm_Frequency,0.038
Th1naive_NFkB,0.038
CD4Tem_IkB,0.038
Bcells_Frequency,0.037
CD61pCD41pPLT_IkB,0.036
intMC_STAT3,0.036
Tregmem_Frequency,0.035
Th1mem_p38,0.034
CD8Tcm_NFkB,0.032
MDSC_STAT3,0.032
CD56dimCD16pNKcells_NFkB,0.032
CD8Tem_Frequency,0.032
CD56brightCD16nNKcells_CREB,0.031
CD8Tnaive_IkB,0.03
CD8Tcm_STAT5,0.03
MDSC_CREB,0.028
CD61pCD41pPLT_NFkB,0.026
intMC_IkB,0.024
CD4Trm_NFkB,0.023
mDC_CREB,0.022
mDC_IkB,0.021
Tregmem_NFkB,0.021
CD8Tem_NFkB,0.02
CD56brightCD16nNKcells_IkB,0.02
CCR2pcMC_STAT3,0.02
NKT_NFkB,0.019
Tregnaive_NFkB,0.019
CD4Trm_CREB,0.019
Tregnaive_STAT3,0.018
CD8Tcm_IkB,0.017
pDC_CREB,0.017
Tregnaive_IkB,0.017
Th1naive_STAT5,0.017
pDC_STAT3,0.016
CD4Tnaive_NFkB,0.015
pDC_Frequency,0.014
Th1naive_STAT3,0.014
CD4Tem_CREB,0.014
CD8Tnaive_CREB,0.013
CD8Tcm_Frequency,0.013
CD4Tnaive_IkB,0.013
CD8Tem_IkB,0.013
mDC_p38,0.011
CD4Tnaive_STAT3,0.011
Th1naive_ERK,0.011
CD4Tcm_STAT3,0.01
CD4Tcm_NFkB,0.01
CCR2pcMC_IkB,0.008
CD4Tem_NFkB,0.008
Th1mem_MAPKAPK2,0.008
NKT_IkB,0.006
CCR2pcMC_p38,0.003
Bcells_S6,0.001
CD4Tcm_CREB,0.001
MDSC_p38,0.001
Bcells_CREB,0.001
intMC_p38,0.0
intMC_ERK,0.0
intMC_MAPKAPK2,0.0
