,ROC AUC,Average Precision,N features,CVS
STABL,"0.550 [0.275, 0.823]","0.675 [0.390, 0.900]","4.000 [2.000, 7.250]","0.333 [0.239, 0.429]"
SS 03,"0.860 [0.619, 1.000] (p=0.007)","0.917 [0.736, 1.000] (p=0.015)","15.000 [14.000, 16.000] (p=3.703e-07)","0.722 [0.603, 0.800] (p=1.521e-48)"
SS 05,"0.840 [0.610, 1.000] (p=0.012)","0.902 [0.721, 1.000] (p=0.02)","11.500 [11.000, 13.000] (p=5.583e-05)","0.714 [0.562, 0.833] (p=1.107e-46)"
SS 08,"0.540 [0.270, 0.802] (p=0.472)","0.674 [0.395, 0.881] (p=0.488)","5.000 [4.000, 5.000] (p=9.890e-01)","0.571 [0.429, 0.667] (p=2.725e-28)"
Lasso,"0.840 [0.626, 1.000] (p=0.007)","0.867 [0.675, 1.000] (p=0.041)","18.000 [17.000, 18.250] (p=3.857e-07)","0.636 [0.536, 0.734] (p=3.402e-31)"
Lasso 1SE,"0.830 [0.620, 1.000] (p=0.016)","0.883 [0.698, 1.000] (p=0.075)","17.000 [16.000, 18.000] (p=9.634e-07)","0.652 [0.550, 0.737] (p=4.466e-30)"
ElasticNet,"0.910 [0.757, 1.000] (p=0.006)","0.937 [0.804, 1.000] (p=0.035)","72.000 [57.000, 105.750] (p=6.179e-08)","0.574 [0.464, 0.689] (p=2.135e-32)"
