,ROC AUC,Average Precision,N features,CVS
STABL,"0.595 [0.340, 0.849]","0.578 [0.331, 0.870]","2.500 [0.000, 6.000]","0.000 [0.000, 0.151]"
SS 03,"0.860 [0.646, 1.000] (p=0.001)","0.917 [0.778, 1.000] (p=0.0)","15.000 [14.000, 15.250] (p=2.734e-07)","0.706 [0.591, 0.800] (p=2.936e-63)"
SS 05,"0.840 [0.583, 1.000] (p=0.0)","0.902 [0.725, 1.000] (p=0.0)","12.000 [11.000, 13.000] (p=1.263e-06)","0.667 [0.533, 0.786] (p=6.535e-63)"
SS 08,"0.550 [0.242, 0.820] (p=0.382)","0.678 [0.413, 0.887] (p=0.286)","5.000 [4.000, 5.000] (p=7.677e-02)","0.600 [0.429, 0.667] (p=2.551e-58)"
Lasso,"0.890 [0.720, 1.000] (p=0.004)","0.916 [0.750, 1.000] (p=0.001)","17.000 [15.750, 19.000] (p=3.109e-07)","0.636 [0.565, 0.720] (p=4.812e-58)"
Lasso 1SE,"0.860 [0.670, 1.000] (p=0.005)","0.877 [0.656, 1.000] (p=0.006)","18.000 [16.000, 18.250] (p=3.407e-07)","0.650 [0.542, 0.747] (p=5.574e-57)"
ElasticNet,"0.910 [0.737, 1.000] (p=0.003)","0.937 [0.803, 1.000] (p=0.001)","72.000 [57.750, 105.500] (p=5.694e-08)","0.574 [0.465, 0.691] (p=1.840e-59)"
