,ROC AUC,Average Precision,N features,CVS
STABL,"0.240 [0.109, 0.401]","0.453 [0.250, 0.671]","0.000 [0.000, 5.250]","0.000 [0.000, 0.000]"
SS 03,"0.415 [0.157, 0.708] (p=0.115)","0.495 [0.276, 0.807] (p=0.264)","5.000 [4.750, 6.000] (p=8.335e-03)","0.500 [0.375, 0.571] (p=1.302e-60)"
SS 05,"0.360 [0.229, 0.500] (p=0.109)","0.453 [0.248, 0.685] (p=1.0)","0.000 [0.000, 0.000] (p=1.542e-01)","0.000 [0.000, 0.000] (p=8.009e-05)"
SS 08,"0.500 [0.500, 0.500] (p=0.007)","0.500 [0.299, 0.750] (p=0.249)","0.000 [0.000, 0.000] (p=9.576e-03)","0.000 [0.000, 0.000] (p=8.009e-05)"
Lasso,"0.320 [0.094, 0.625] (p=0.285)","0.467 [0.261, 0.764] (p=0.39)","3.000 [0.750, 4.000] (p=1.519e-01)","0.143 [0.000, 0.333] (p=2.111e-20)"
Lasso 1SE,"0.340 [0.107, 0.607] (p=0.24)","0.473 [0.263, 0.781] (p=0.349)","2.000 [0.750, 3.000] (p=1.555e-01)","0.134 [0.000, 0.421] (p=7.580e-20)"
ElasticNet,"0.360 [0.110, 0.625] (p=0.207)","0.451 [0.259, 0.763] (p=0.478)","4.500 [3.000, 6.500] (p=4.518e-02)","0.375 [0.000, 0.600] (p=1.093e-28)"
