,Max Proba
artificial.36,1.0
artificial.34,1.0
artificial.9,1.0
artificial.41,0.973
artificial.26,0.953
artificial.12,0.904
artificial.39,0.9
artificial.16,0.893
artificial.24,0.891
artificial.19,0.87
artificial.22,0.856
artificial.31,0.846
artificial.38,0.832
artificial.43,0.737
artificial.11,0.709
artificial.14,0.705
artificial.42,0.702
artificial.8,0.644
artificial.17,0.603
artificial.27,0.603
artificial.33,0.569
artificial.6,0.536
artificial.35,0.507
artificial.25,0.471
artificial.15,0.42
artificial.7,0.369
artificial.3,0.351
artificial.18,0.265
artificial.2,0.234
artificial.30,0.183
artificial.4,0.175
artificial.29,0.175
artificial.21,0.147
artificial.28,0.143
artificial.32,0.131
artificial.1,0.131
artificial.40,0.106
artificial.10,0.058
artificial.5,0.053
artificial.37,0.022
artificial.20,0.022
artificial.13,0.015
artificial.23,0.013
